SAMPLE_ID	DRIVER	IMPACT_SCORE	IS_DEREGULATED	MODULE_SIZE	NUM_DRIVERS
122	CDK4	308.561	1	86	5
122	PPP1CC	308.561	0	86	5
122	CELSR3	5.853	0	3	1
122	IL12B	2.600	0	2	1
123	ATN1	370.240	0	109	7
123	EGFR	370.240	1	109	7
123	TP53	370.240	0	109	7
123	ITGA10	370.240	0	109	7
123	CLSPN	370.240	0	109	7
123	PXN	370.240	0	109	7
123	IFNG	370.240	0	109	7
123	PCDHAC2	4.148	0	2	1
124	ACTG2	8.707	0	4	1
124	COL6A1	237.687	0	68	4
124	ERBB2	237.687	0	68	4
124	PIK3R1	237.687	0	68	4
124	RIMS2	237.687	1	68	4
124	RUVBL2	2.651	0	2	1
125	DCHS2	7.267	0	3	1
125	DOCK2	359.179	0	100	6
125	EGFR	359.179	1	100	6
125	LAMB4	359.179	0	100	6
125	FBLN2	359.179	0	100	6
125	HSPG2	359.179	0	100	6
125	HLA-DRB1	359.179	0	100	6
125	SCML2	3.544	0	2	1
126	EGFR	258.431	0	69	4
126	PIK3CA	258.431	0	69	4
126	FBN2	258.431	0	69	4
126	PIK3CD	258.431	0	69	4
126	ELAVL1	5.586	1	2	1
126	FAT2	9.109	0	5	2
126	PCDHB13	9.109	0	5	2
126	ITPR1	5.666	1	2	1
126	MEN1	3.013	0	2	1
127	EGFR	367.366	0	89	1
128	HLA-DRB1	64.524	0	21	2
128	ITGB7	64.524	0	21	2
128	RAB3GAP2	33.281	0	11	1
128	XIAP	5.836	0	3	1
129	FLT1	200.055	0	56	3
129	LAMA3	200.055	0	56	3
129	LRP2	200.055	0	56	3
129	HLF	25.599	1	7	1
129	PCDHAC2	15.758	0	6	1
129	PPARG	5.686	0	3	1
130	ANK2	203.140	0	62	3
130	EGFR	203.140	1	62	3
130	PAX6	203.140	1	62	3
130	CDH9	9.289	0	4	1
130	DDB1	96.964	0	32	1
130	ZNF442	28.731	0	11	1
131	ACTB	547.967	0	164	7
131	COL1A2	547.967	1	164	7
131	EGFR	547.967	1	164	7
131	GNAT3	547.967	0	164	7
131	GNGT1	547.967	0	164	7
131	NCF1	547.967	0	164	7
131	PIK3C2B	547.967	0	164	7
131	IKZF1	12.686	0	5	1
132	CDK4	249.832	1	75	5
132	TP53	249.832	0	75	5
132	SRPK1	249.832	0	75	5
132	DCTN2	249.832	0	75	5
132	SDC2	249.832	0	75	5
133	CDK4	387.006	1	109	8
133	MAPK1	387.006	0	109	8
133	TP53	387.006	0	109	8
133	PDGFRA	387.006	1	109	8
133	LRP2	387.006	0	109	8
133	CEP135	387.006	1	109	8
133	KIT	387.006	0	109	8
133	HLA-DRB1	387.006	0	109	8
134	EGFR	146.679	0	48	3
134	PIK3CG	146.679	0	48	3
134	HLA-DRB1	146.679	0	48	3
135	CBL	172.833	0	58	4
135	HCLS1	172.833	0	58	4
135	PIK3R1	172.833	0	58	4
135	PLCB1	172.833	0	58	4
136	ANAPC1	423.247	0	132	6
136	EGFR	423.247	1	132	6
136	RIMS2	423.247	0	132	6
136	TP53	423.247	1	132	6
136	VAV1	423.247	0	132	6
136	COL14A1	423.247	0	132	6
136	LRP2	9.366	0	3	1
137	CACNA1I	267.335	0	80	5
137	EGFR	267.335	1	80	5
137	VASP	267.335	0	80	5
137	SLC26A8	267.335	0	80	5
137	HLA-DQB1	267.335	0	80	5
137	SVEP1	3.754	0	2	1
138	CDC2L1	68.251	0	25	4
138	HLA-DRB1	68.251	0	25	4
138	MLL	68.251	0	25	4
138	SMC1A	68.251	0	25	4
138	EGFR	222.584	1	57	1
138	NUMA1	8.570	0	4	1
138	ZNF506	32.848	0	13	1
139	B2M	574.904	0	170	5
139	COL11A2	574.904	0	170	5
139	EGFR	574.904	1	170	5
139	ITGA1	574.904	0	170	5
139	TP53	574.904	1	170	5
140	CEP63	716.568	0	191	5
140	OFD1	716.568	0	191	5
140	PRKX	716.568	0	191	5
140	TP53	716.568	1	191	5
140	ITGAD	716.568	0	191	5
140	GYG2	5.693	0	3	1
140	PCDH19	18.075	0	6	1
140	ZNF224	22.146	0	9	1
141	ATRX	321.888	0	102	8
141	CDK4	321.888	1	102	8
141	PIK3CA	321.888	0	102	8
141	TP53	321.888	0	102	8
141	DCTN2	321.888	0	102	8
141	CDC2L1	321.888	0	102	8
141	HLA-DRB1	321.888	0	102	8
141	TYK2	321.888	0	102	8
142	TP53	350.714	1	104	1
143	IL32	5.936	1	2	1
144	CD1C	43.009	0	13	1
144	RAF1	53.541	0	18	1
145	ABL1	659.522	0	194	4
145	PTPN11	659.522	0	194	4
145	ITGA10	659.522	0	194	4
145	RXRA	659.522	0	194	4
145	PCDHGC5	6.862	0	3	1
146	EGFR	555.749	1	156	3
146	PIK3CA	555.749	0	156	3
146	PRKCB	555.749	0	156	3
146	FAT2	6.825	0	3	1
147	DCHS2	9.104	0	4	2
147	PCDHGC5	9.104	0	4	2
147	EGFR	378.930	1	104	4
147	HCK	378.930	1	104	4
147	PPARA	378.930	0	104	4
147	HLA-DRB1	378.930	0	104	4
147	S100A8	6.337	1	2	1
148	AKT1	14.886	1	4	1
148	GABRA1	23.091	1	7	1
148	NOS1	2.542	0	2	1
149	ATRX	290.097	0	84	5
149	HSPG2	290.097	0	84	5
149	LRP1	290.097	0	84	5
149	PIK3CA	290.097	0	84	5
149	TP53	290.097	0	84	5
150	AMPH	23.228	1	4	1
150	GABRB2	90.851	0	23	2
150	VAMP3	90.851	0	23	2
150	PCDH19	6.219	0	3	1
151	ACTN1	463.760	0	136	10
151	CCND2	463.760	1	136	10
151	CDK4	463.760	1	136	10
151	PSMB8	463.760	1	136	10
151	SMARCC2	463.760	0	136	10
151	EGFR	463.760	1	136	10
151	FRS2	463.760	0	136	10
151	HCK	463.760	0	136	10
151	MED13	463.760	0	136	10
151	IFNG	463.760	1	136	10
151	HLA-DRB1	35.748	0	13	1
152	ATRX	729.149	0	219	10
152	BRCA1	729.149	0	219	10
152	CSNK2B	729.149	0	219	10
152	FLNA	729.149	1	219	10
152	HLA-A	729.149	0	219	10
152	MLLT4	729.149	0	219	10
152	TP53	729.149	1	219	10
152	MCM5	729.149	1	219	10
152	NOS2	729.149	0	219	10
152	CEP63	729.149	0	219	10
152	FGF18	3.419	0	2	1
152	PCDH19	7.033	0	6	4
152	PCDHAC2	7.033	0	6	4
152	PCDHGC5	7.033	0	6	4
152	SVEP1	7.033	0	6	4
153	ABL1	444.158	0	134	4
153	CDK4	444.158	1	134	4
153	DCTN2	444.158	0	134	4
153	MAP4K1	444.158	0	134	4
154	CELSR1	7.828	0	4	1
154	GABRQ	72.622	0	18	1
154	NEK2	141.968	0	44	2
154	TP53	141.968	1	44	2
155	CDK4	21.244	1	7	1
155	FRS2	279.624	0	78	5
155	LRP1	279.624	1	78	5
155	PTPRB	279.624	0	78	5
155	STAT6	279.624	0	78	5
155	IFNG	279.624	0	78	5
156	ATRX	6.758	0	3	1
156	CDC27	243.713	0	74	6
156	PRKCB	243.713	0	74	6
156	PIK3CA	243.713	1	74	6
156	IL12RB2	243.713	0	74	6
156	NTRK1	243.713	0	74	6
156	PDGFD	243.713	0	74	6
156	PCDHAC2	12.819	0	5	1
156	SLC26A8	16.839	0	7	1
157	PIK3CG	42.752	0	14	1
158	CDK4	341.831	1	89	4
158	TP53	341.831	0	89	4
158	FGFR1	341.831	0	89	4
158	PDGFRA	341.831	1	89	4
159	EGFR	252.737	1	66	2
159	PLG	252.737	0	66	2
159	MAP3K4	5.505	0	3	1
160	NGF	62.560	0	18	1
161	HLA-DRB1	274.302	1	78	1
162	CEP135	7.698	1	2	1
162	KIT	3.456	0	2	1
162	PDGFRA	17.228	1	5	1
164	EGFR	103.548	1	29	1
165	PIK3R1	171.163	0	44	1
166	TP53	33.267	0	10	1
167	EGFR	211.030	1	59	1
168	EIF4A2	3.401	0	2	1
168	HLA-DRB1	368.647	0	101	4
168	PIK3CA	368.647	1	101	4
168	TP53	368.647	0	101	4
168	PSMD13	368.647	0	101	4
169	AKT3	136.142	0	31	2
169	ANK2	136.142	0	31	2
169	CSNK2B	3.281	0	2	1
169	SDCCAG8	14.796	0	5	1
169	SPN	50.219	0	15	1
170	EGFR	175.498	1	43	1
171	APEX2	2.981	0	2	1
171	HLA-DRB1	94.695	1	29	2
171	PSMD13	94.695	0	29	2
172	CNTN2	57.822	0	17	1
173	AKAP9	211.673	0	59	8
173	CFTR	211.673	0	59	8
173	PTK2B	211.673	0	59	8
173	SRI	211.673	0	59	8
173	ITGB8	211.673	0	59	8
173	HGF	211.673	0	59	8
173	MET	211.673	0	59	8
173	WEE2	211.673	0	59	8
173	DBF4	10.692	1	4	1
173	GNAT3	17.856	0	5	1
173	TWIST1	2.507	0	2	1
174	CTBP1	3.143	0	2	1
174	TP53	111.559	0	33	1
175	TP53	416.381	0	113	1
176	HSPA8	5.588	0	3	1
176	PIK3C2G	6.670	0	3	1
176	PIK3CA	184.678	0	44	1
177	EGFR	183.733	0	50	2
177	FLNA	183.733	0	50	2
178	EGFR	250.604	1	75	3
178	FAS	250.604	0	75	3
178	IKZF1	250.604	0	75	3
178	P2RX2	3.090	0	2	1
179	TP53	191.024	0	53	1
180	CSNK2B	6.332	0	3	1
180	EGFR	191.877	0	57	1
180	HGF	24.640	0	8	1
181	EGFR	183.989	0	48	5
181	HSPG2	183.989	0	48	5
181	LAMC3	183.989	0	48	5
181	FLNC	183.989	0	48	5
181	MET	183.989	1	48	5
181	MMP12	3.159	0	2	1
182	HLA-DRB1	5.224	0	3	1
182	TP53	127.227	0	35	1
183	ATR	439.370	0	122	6
183	CDC27	439.370	0	122	6
183	EGFR	439.370	1	122	6
183	TP53	439.370	0	122	6
183	MCM6	439.370	0	122	6
183	COL1A1	439.370	0	122	6
183	PCDHB2	14.750	0	5	1
185	CBLB	232.262	0	62	3
185	PIK3R1	232.262	0	62	3
185	NOTCH2	232.262	0	62	3
186	BARD1	5.341	0	3	1
186	FLNA	61.130	0	16	2
186	ITGAD	61.130	0	16	2
186	PCDHGC5	7.362	0	3	1
186	SRCAP	2.530	0	2	1
187	ATR	206.584	0	63	4
187	DRD5	206.584	0	63	4
187	PIK3CA	206.584	0	63	4
187	FLT1	206.584	0	63	4
187	NKX3-2	49.154	0	16	1
188	AKAP9	157.475	0	47	3
188	MAP2K3	157.475	0	47	3
188	NGF	157.475	0	47	3
188	FLNB	6.778	0	3	1
188	GNAO1	9.994	0	4	1
189	ANK2	249.402	0	80	7
189	CALM1	249.402	0	80	7
189	EGFR	249.402	0	80	7
189	SUPT16H	249.402	0	80	7
189	DNMT1	249.402	0	80	7
189	HLA-DRB1	249.402	0	80	7
189	TYK2	249.402	0	80	7
189	CDH8	3.425	0	3	2
189	PCDHGC5	3.425	0	3	2
190	BUB3	407.959	0	120	11
190	TCF7L2	407.959	0	120	11
190	ERG	407.959	0	120	11
190	ETS2	407.959	0	120	11
190	EGFR	407.959	1	120	11
190	FGFR2	407.959	0	120	11
190	HCK	407.959	0	120	11
190	SLC18A2	407.959	0	120	11
190	FLNA	407.959	0	120	11
190	FLNC	407.959	0	120	11
190	PLAU	407.959	0	120	11
190	SVEP1	6.583	0	3	1
190	ZNF468	38.048	0	15	2
190	ZNF569	38.048	0	15	2
191	BUB3	404.157	0	115	9
191	EGFR	404.157	1	115	9
191	FGFR2	404.157	0	115	9
191	MAPK8	404.157	0	115	9
191	SLC6A3	404.157	0	115	9
191	MELK	404.157	1	115	9
191	RPA2	404.157	0	115	9
191	PLAU	404.157	0	115	9
191	SHB	404.157	0	115	9
191	CDH23	11.167	0	7	4
191	CDH9	11.167	0	7	4
191	PCDH7	11.167	0	7	4
191	PCDH9	11.167	0	7	4
192	ACTB	931.957	0	291	38
192	ATR	931.957	0	291	38
192	CDK6	931.957	0	291	38
192	CFTR	931.957	0	291	38
192	EGFR	931.957	1	291	38
192	PIK3CG	931.957	0	291	38
192	RAC1	931.957	0	291	38
192	DBF4	931.957	1	291	38
192	DFFB	931.957	0	291	38
192	HNRNPA2B1	931.957	0	291	38
192	IKZF1	931.957	0	291	38
192	NOS3	931.957	0	291	38
192	POLD2	931.957	1	291	38
192	PSMA2	931.957	0	291	38
192	PSMC2	931.957	0	291	38
192	ZNF212	931.957	0	291	38
192	ZNF3	931.957	1	291	38
192	LAMB1	931.957	0	291	38
192	LAMB4	931.957	0	291	38
192	VAV1	931.957	0	291	38
192	PPIA	931.957	0	291	38
192	AKAP9	931.957	0	291	38
192	AMPH	931.957	1	291	38
192	CAMK2B	931.957	0	291	38
192	ITGB8	931.957	1	291	38
192	TSGA14	931.957	0	291	38
192	WEE2	931.957	0	291	38
192	FLNC	931.957	0	291	38
192	MET	931.957	0	291	38
192	CD3G	931.957	0	291	38
192	COL1A2	931.957	0	291	38
192	NCF1	931.957	0	291	38
192	HGF	931.957	0	291	38
192	GNGT1	931.957	0	291	38
192	GLI3	931.957	0	291	38
192	GNAT3	931.957	0	291	38
192	IGFBP3	931.957	1	291	38
192	EPHA1	931.957	0	291	38
192	C1S	7.043	1	2	1
192	CDH9	7.697	0	4	2
192	PCDHA10	7.697	0	4	2
192	GPC2	3.099	0	2	1
192	SRI	3.200	0	2	1
193	CFTR	129.313	0	31	2
193	DRD5	129.313	0	31	2
193	COL4A5	42.528	0	16	3
193	FN1	42.528	0	16	3
193	ITGB7	42.528	0	16	3
193	MXD1	5.781	0	3	1
193	STAT3	3.677	0	2	1
194	ITPR1	114.345	0	29	1
194	NID1	7.050	0	3	1
194	PCDHGC5	3.605	0	2	1
194	SHB	3.741	0	2	1
195	CACNA1D	163.717	0	45	3
195	GABRB2	163.717	0	45	3
195	PIK3CA	163.717	0	45	3
195	CDH22	6.667	0	3	1
195	F9	35.294	0	11	1
196	ASPM	2.547	0	2	1
196	IGF1R	570.873	0	156	4
196	LAMA1	570.873	0	156	4
196	LAMA2	570.873	1	156	4
196	MED13	570.873	0	156	4
197	CKAP5	9.787	0	3	1
197	EEF1A1	2.546	0	2	1
197	EGFR	260.856	1	68	2
197	LAMB3	260.856	0	68	2
198	DCHS1	6.476	0	3	1
198	TYK2	9.640	0	4	1
198	VCAN	39.185	0	12	1
199	AKT1	463.499	0	130	5
199	EGFR	463.499	1	130	5
199	SYNJ1	463.499	0	130	5
199	HLA-DRB1	463.499	0	130	5
199	PCDHB4	463.499	0	130	5
200	ACAN	300.754	0	85	4
200	EGFR	300.754	1	85	4
200	PIK3R1	300.754	0	85	4
200	LAMB1	300.754	0	85	4
200	GRIN2A	6.522	0	3	1
200	PCDHA10	9.457	0	4	1
201	COL4A5	176.603	0	58	6
201	EGFR	176.603	0	58	6
201	LAMB4	176.603	0	58	6
201	TP53	176.603	0	58	6
201	PLCG2	176.603	0	58	6
201	MET	176.603	0	58	6
201	DRD5	15.258	0	5	1
202	ACAN	10.280	0	4	1
202	MCM5	317.120	1	88	3
202	NOS3	317.120	0	88	3
202	TP53	317.120	0	88	3
203	ANK2	891.002	1	241	13
203	MAPK8	891.002	0	241	13
203	MCM6	891.002	1	241	13
203	NRXN1	891.002	1	241	13
203	PRKACG	891.002	0	241	13
203	RAD50	891.002	0	241	13
203	RANBP2	891.002	1	241	13
203	RASA1	891.002	0	241	13
203	TP53	891.002	0	241	13
203	VCAN	891.002	1	241	13
203	ZWINT	891.002	1	241	13
203	NCAPH	891.002	1	241	13
203	CDC2L1	891.002	0	241	13
203	HLA-DRB1	8.790	0	3	1
203	HMHA1	2.549	0	2	1
203	PCDH15	25.376	0	8	1
203	PRKG1	5.107	0	2	1
203	RPS23	5.925	0	3	1
203	ZNF2	19.757	0	7	1
204	COL6A2	388.565	0	108	4
204	EGFR	388.565	0	108	4
204	PLCG2	388.565	0	108	4
204	TP53	388.565	0	108	4
204	FAT2	13.529	0	5	1
204	HMHA1	28.206	0	10	1
204	TLE2	2.870	0	2	1
205	EGFR	143.830	0	48	4
205	PIK3R1	143.830	0	48	4
205	TP53	143.830	0	48	4
205	SDCCAG8	143.830	0	48	4
206	CAMK2B	375.258	1	102	9
206	EGFR	375.258	1	102	9
206	GNGT1	375.258	0	102	9
206	PPIA	375.258	0	102	9
206	SRI	375.258	0	102	9
206	COL1A2	375.258	0	102	9
206	GNAT3	375.258	0	102	9
206	IGFBP3	375.258	1	102	9
206	NCF1	375.258	0	102	9
206	CDK6	12.789	0	5	1
206	IKZF1	3.232	0	2	1
207	CACNA1G	5.367	0	3	1
207	FAS	290.159	0	79	3
207	NUMA1	290.159	0	79	3
207	TP53	290.159	0	79	3
207	HLA-DRB1	2.780	0	2	1
207	PCDHGC5	7.036	0	3	1
208	CNTNAP1	6.041	1	2	1
208	EGFR	273.650	1	74	7
208	GRB2	273.650	0	74	7
208	RAB3GAP2	273.650	0	74	7
208	ITGB4	273.650	0	74	7
208	HCLS1	273.650	0	74	7
208	KIT	273.650	0	74	7
208	NCF1	273.650	0	74	7
208	PCDHB6	12.799	0	5	1
208	TUBA4B	29.390	0	9	1
208	ZNF468	8.845	1	3	1
209	CFB	31.617	0	9	1
209	EGFR	227.565	1	65	2
209	F8	227.565	0	65	2
209	PIP5K1C	5.204	0	3	1
209	RAD50	3.196	0	2	1
210	ANAPC7	156.673	0	49	8
210	DRD5	156.673	0	49	8
210	GABRB3	156.673	0	49	8
210	ITPR1	156.673	1	49	8
210	PRKCG	156.673	0	49	8
210	VAMP7	156.673	0	49	8
210	PTPN11	156.673	0	49	8
210	CD3G	156.673	0	49	8
210	EZR	2.903	0	2	1
210	FLNA	26.759	0	7	1
210	IKZF3	3.169	0	2	1
210	PCDHGC5	9.847	0	4	1
210	WEE2	5.230	0	3	1
211	HSPG2	351.175	0	102	4
211	PRKCD	351.175	0	102	4
211	TP53	351.175	1	102	4
211	VAMP7	351.175	0	102	4
212	COL1A2	199.340	0	53	4
212	EGFR	199.340	1	53	4
212	PIK3CA	199.340	0	53	4
212	RIMS2	199.340	0	53	4
212	HLA-DRB1	7.260	0	3	1
213	PIK3R1	385.249	0	114	2
213	TP53	385.249	1	114	2
214	KIT	7.431	1	2	1
214	PRKDC	98.550	0	30	2
214	TP53	98.550	0	30	2
215	BTRC	6.037	0	3	1
215	F9	29.649	0	10	1
215	LRP2	3.249	0	2	1
215	SYT1	21.112	1	5	1
216	CACNA1E	3.284	0	2	1
216	CTNNA2	306.012	1	84	5
216	EGFR	306.012	1	84	5
216	RAB3GAP2	306.012	0	84	5
216	PTPRC	306.012	1	84	5
216	FLNB	306.012	0	84	5
216	OFD1	11.354	0	4	1
217	CNTN2	313.355	0	90	5
217	COL11A2	313.355	0	90	5
217	EGFR	313.355	1	90	5
217	PIK3CA	313.355	1	90	5
217	LAMA4	313.355	0	90	5
217	PCDHGC5	4.056	0	2	1
218	CACNA1C	438.660	0	127	7
218	CACNA1E	438.660	0	127	7
218	KIT	438.660	0	127	7
218	LAMC3	438.660	0	127	7
218	PARP1	438.660	0	127	7
218	TP53	438.660	1	127	7
218	PDGFRA	438.660	1	127	7
218	PCDHA8	12.696	0	5	1
219	AMPH	865.301	1	235	14
219	CFB	865.301	0	235	14
219	E2F4	865.301	0	235	14
219	EGFR	865.301	1	235	14
219	FGFR3	865.301	0	235	14
219	ITGB1	865.301	0	235	14
219	STXBP1	865.301	1	235	14
219	ESR1	865.301	0	235	14
219	MMP7	865.301	0	235	14
219	HLA-DRB1	865.301	0	235	14
219	HSPG2	865.301	0	235	14
219	IGF2R	865.301	1	235	14
219	CDH23	865.301	0	235	14
219	IKZF3	865.301	0	235	14
220	ACTB	319.041	0	100	8
220	COL1A2	319.041	1	100	8
220	EGFR	319.041	0	100	8
220	ITGB8	319.041	1	100	8
220	NCF1	319.041	0	100	8
220	S100A4	319.041	0	100	8
220	TPM3	319.041	0	100	8
220	TSGA14	319.041	0	100	8
220	IFI16	9.323	1	3	1
220	IKBKE	3.414	0	2	1
220	PCDHAC2	9.401	0	4	1
220	RASSF5	21.175	0	8	1
220	S100A12	2.867	0	2	1
220	SNAPIN	24.574	0	8	1
220	ZNF212	2.668	0	2	1
221	CDH9	6.344	0	4	2
221	PCDHGC5	6.344	0	4	2
221	EGFR	194.899	1	58	3
221	PTPN11	194.899	0	58	3
221	LAMA1	194.899	0	58	3
221	LRP2	4.885	0	2	1
221	MAP3K4	2.797	0	2	1
222	MLLT4	3.251	0	2	1
222	NCAPG	9.953	1	3	1
222	TP53	418.182	0	110	1
223	BTRC	518.261	0	160	18
223	BUB3	518.261	0	160	18
223	CDC2	518.261	1	160	18
223	EGFR	518.261	1	160	18
223	FGFR2	518.261	0	160	18
223	EPC1	518.261	0	160	18
223	STAT6	518.261	0	160	18
223	TCF7L2	518.261	0	160	18
223	VIM	518.261	0	160	18
223	ZWINT	518.261	1	160	18
223	ITGB1	518.261	0	160	18
223	ITGA8	518.261	0	160	18
223	LAMC1	518.261	0	160	18
223	LRP1	518.261	0	160	18
223	PLAU	518.261	0	160	18
223	PRKCQ	518.261	0	160	18
223	IFNG	518.261	0	160	18
223	SLC18A2	518.261	0	160	18
223	CDH23	6.337	0	4	2
223	PCDH15	6.337	0	4	2
223	HOXC8	9.930	0	4	1
223	PRKG1	2.584	0	2	1
224	CD3E	573.444	0	171	7
224	EGFR	573.444	0	171	7
224	EGR1	573.444	0	171	7
224	TP53	573.444	0	171	7
224	EZR	573.444	0	171	7
224	CDH5	573.444	0	171	7
224	MLLT4	573.444	0	171	7
225	CFTR	523.889	0	163	6
225	PIK3R1	523.889	0	163	6
225	PSIP1	523.889	0	163	6
225	SSRP1	523.889	0	163	6
225	FGFR4	523.889	0	163	6
225	VLDLR	523.889	0	163	6
225	FAT2	5.998	0	3	1
226	CDC23	336.756	0	100	9
226	IFI16	336.756	1	100	9
226	PLAT	336.756	1	100	9
226	GABRB3	336.756	0	100	9
226	ITGA1	336.756	0	100	9
226	LAMB4	336.756	0	100	9
226	PDGFRA	336.756	0	100	9
226	SRC	336.756	0	100	9
226	HLA-DRB1	336.756	0	100	9
226	CTNNA2	6.884	0	4	2
226	PCDHAC2	6.884	0	4	2
227	DNAH9	93.177	0	28	2
227	F8	93.177	0	28	2
227	ERCC6L	47.459	0	18	2
227	MCM3	47.459	0	18	2
227	NCL	15.094	0	6	1
227	SH3GL3	81.219	1	20	1
228	PIK3CA	834.986	0	229	2
228	PIK3R1	834.986	0	229	2
229	ACAN	274.657	0	84	3
229	EGFR	274.657	1	84	3
229	SDC1	274.657	0	84	3
229	ATM	37.927	1	12	1
230	ADCY8	8.768	1	3	1
230	CD3E	339.340	0	92	2
230	PIK3R1	339.340	0	92	2
230	ERCC6L	19.720	0	7	1
230	PCDH15	18.206	0	9	3
230	PCDHAC2	18.206	0	9	3
230	PCDHGC5	18.206	0	9	3
231	EGFR	481.478	1	128	2
231	PIK3C2G	481.478	0	128	2
231	PCDHGC5	6.593	0	3	1
232	CNTN2	793.436	0	232	9
232	EGFR	793.436	1	232	9
232	F2	793.436	0	232	9
232	GABRB3	793.436	0	232	9
232	PIK3CA	793.436	0	232	9
232	ERG	793.436	0	232	9
232	LAMB3	793.436	0	232	9
232	VAV1	793.436	0	232	9
232	SREBF1	793.436	0	232	9
232	PCDHAC2	9.450	0	4	1
233	ATM	18.041	1	7	2
233	IKZF1	18.041	0	7	2
233	PCDHAC2	6.190	0	3	1
234	DNAH9	153.944	0	50	4
234	GYG2	153.944	0	50	4
234	PIK3R1	153.944	0	50	4
234	PRKG1	153.944	0	50	4
234	HLA-DRB1	5.739	0	3	1
235	ACTN1	284.527	0	82	6
235	EGFR	284.527	1	82	6
235	FBLN2	284.527	0	82	6
235	ITGAM	284.527	0	82	6
235	LRP2	284.527	0	82	6
235	HLA-DRB1	284.527	0	82	6
235	CACNA1B	5.680	0	3	1
235	CDH13	3.979	0	3	2
235	PCDHAC2	3.979	0	3	2
236	EGF	498.423	0	152	4
236	FGFR4	498.423	0	152	4
236	FLI1	498.423	0	152	4
236	NOS3	498.423	0	152	4
236	PCDH19	2.806	0	2	1
237	CACNA1B	5.693	0	4	2
237	CACNA1E	5.693	0	4	2
237	DCHS2	6.746	0	5	3
237	PCDHA8	6.746	0	5	3
237	PCDHAC2	6.746	0	5	3
237	EGFR	317.952	1	85	2
237	HLA-DRB1	317.952	0	85	2
238	CCND2	92.040	0	33	5
238	PTPN6	92.040	0	33	5
238	SP1	92.040	0	33	5
238	TP53	92.040	0	33	5
238	GNB3	92.040	0	33	5
238	VAMP1	11.058	0	4	1
239	DCHS2	3.908	0	2	1
239	EGFR	296.082	1	76	3
239	SLC6A3	296.082	0	76	3
239	HDAC2	296.082	0	76	3
240	HLA-DRB1	248.696	0	73	6
240	MCM3	248.696	0	73	6
240	PIK3CG	248.696	0	73	6
240	TP53	248.696	1	73	6
240	STAT6	248.696	0	73	6
240	PRKCD	248.696	0	73	6
240	IKZF1	2.688	0	2	1
240	PCDHGC5	5.117	0	3	1
241	ITGA10	50.611	0	16	3
241	PDGFRA	50.611	1	16	3
241	PSIP1	50.611	1	16	3
241	KIF15	6.873	1	2	1
241	ROCK2	82.210	0	20	1
241	TYK2	2.647	0	2	1
242	CEP135	7.340	1	2	1
242	ITGAM	260.531	0	72	4
242	PIK3R1	260.531	1	72	4
242	PTPRB	260.531	0	72	4
242	KIT	260.531	0	72	4
243	CDH15	714.638	0	187	6
243	CDH5	714.638	0	187	6
243	PIK3CA	714.638	0	187	6
243	TP53	714.638	0	187	6
243	PRKX	714.638	0	187	6
243	EPC1	714.638	0	187	6
244	EGFR	674.742	0	169	4
244	F8	674.742	0	169	4
244	POLR2A	674.742	0	169	4
244	PRKG2	674.742	0	169	4
245	CEP135	207.116	1	62	4
245	KIT	207.116	0	62	4
245	SOS1	207.116	0	62	4
245	TP53	207.116	0	62	4
245	LRP2	3.625	0	2	1
246	COL14A1	268.158	0	73	4
246	EGFR	268.158	1	73	4
246	PDGFRA	268.158	0	73	4
246	ZNF3	268.158	0	73	4
246	FAT2	6.777	0	3	1
247	CAMK2B	368.939	1	99	8
247	EGFR	368.939	0	99	8
247	GLI3	368.939	0	99	8
247	PPIA	368.939	0	99	8
247	NFKBIA	368.939	0	99	8
247	IGFBP3	368.939	1	99	8
247	NRXN1	368.939	1	99	8
247	PSMA2	368.939	0	99	8
248	DCHS1	7.748	0	3	1
248	DNAH9	5.663	0	3	1
248	EGFR	178.840	1	44	1
248	NXF1	5.031	0	2	1
249	CACNA1E	3.133	0	2	1
249	CELSR3	12.732	0	6	2
249	PCDH15	12.732	0	6	2
249	COL6A2	49.207	0	15	1
249	PRKG1	3.548	0	2	1
250	LAMB3	318.567	0	86	4
250	MMP9	318.567	0	86	4
250	TP53	318.567	0	86	4
250	PIK3CG	318.567	0	86	4
251	CDH9	2.732	0	2	1
251	DNAH9	6.065	0	3	1
251	EGFR	119.797	1	38	3
251	LAMC3	119.797	0	38	3
251	TP53	119.797	0	38	3
251	F8	2.885	0	2	1
252	EGFR	210.633	0	64	2
252	HLA-DQB1	210.633	1	64	2
252	PCDHGC5	3.454	0	2	1
253	DNAH9	413.137	0	122	5
253	EGFR	413.137	1	122	5
253	PIK3CA	413.137	0	122	5
253	NOS3	413.137	0	122	5
253	TP53	413.137	0	122	5
253	ZNF212	2.766	0	2	1
254	CCND2	9.207	0	3	1
254	EGFR	63.914	1	20	1
255	AMPH	434.531	1	130	6
255	GABRA1	434.531	1	130	6
255	TP53	434.531	0	130	6
255	EZR	434.531	0	130	6
255	HLA-DRB1	434.531	1	130	6
255	BRSK1	434.531	0	130	6
256	ITGB8	323.167	0	93	4
256	LAMA2	323.167	0	93	4
256	TP53	323.167	0	93	4
256	TSC2	323.167	0	93	4
256	VLDLR	3.684	0	2	1
257	EGFR	387.340	0	111	5
257	LAMB3	387.340	0	111	5
257	LAMC3	387.340	0	111	5
257	POLR2A	387.340	0	111	5
