drug_id	drug	gene	no_mut	mut	amp	del	pvalue	anova_effect	drug_effect	slope effect	Mean_WT	Mean_MT	qvalue
1057	NVP-BEZ235	TET2	3	3	0	0	0.00182552	-0.708197	-0.307566	0.116021	-2.29375	-3.66467	0.0753463
1057	NVP-BEZ235	EWS_FLI1	14	14	0	0	0.0018414	0.271866	0.11807	0.0994163	-2.28667	-2.8175	0.0756562
1005	Cisplatin	ERBB2	15	1	14	0	0.00187472	0.49886	0.216652	-0.0467503	3.36125	4.859	0.0766768
1058	GDC0941	KRAS	78	63	15	0	0.00190139	0.285883	0.124157	0.0114518	2.12234	3.04674	0.0774172
59	WZ-1-84	NRAS	18	18	0	0	0.00190818	0.487155	0.211569	0.0269416	5.50909	6.33689	0.0773456
1012	Vorinostat	CDK4	8	0	8	0	0.00195043	0.473843	0.205787	0.0429731	1.42587	2.97487	0.0787053
110	Roscovitine	KDM5C	4	3	0	1	0.00196491	-1.25154	-0.543536	0.194939	5.38918	3.44475	0.0789369
30	Sorafenib	BCR_ABL	4	4	0	0	0.0019664	-1.2723	-0.552555	0.113999	3.8199	0.8889	0.0786473
104	Bortezomib	EWS_FLI1	11	11	0	0	0.00197523	-0.448599	-0.194824	-0.113413	-4.74664	-5.77636	0.0786523
30	Sorafenib	FLT3	2	1	1	0	0.00199819	-2.05968	-0.894507	-0.135301	3.80499	0.1195	0.0792176
1032	BIBW2992	BRCA2	4	3	1	0	0.00200212	-0.55693	-0.241872	-0.0246098	2.07761	-0.4787	0.0790269
194	AUY922	TSC1	2	1	0	1	0.00202724	2.44647	1.06249	-0.202587	-3.06	0.811	0.0796706
1053	MK-2206	PTEN	63	38	0	25	0.00203821	-0.248396	-0.107877	0.0184052	2.92157	2.37665	0.0797548
1000	Metformin	BRAF	54	51	3	0	0.00204425	0.33374	0.144941	-0.02297	10.5851	11.2362	0.0796466
83	JW-7-52-1	MYCN	19	0	19	0	0.00204536	0.971922	0.4221	0.0422632	-1.10277	1.51847	0.0793479
1050	ZM-447439	CDKN2A	213	43	1	169	0.00206087	-0.377706	-0.164035	0.0243844	3.00956	2.55738	0.0796079
1030	KU-55933	APC	26	25	1	0	0.00209973	0.198688	0.0862889	0.0235679	5.02754	5.74754	0.0807635
153	Midostaurin	CDKN2A	169	40	1	128	0.00212395	0.073123	0.0317569	0.0483522	0.748545	0.225334	0.081349
1015	CI-1040	MYCL1	6	0	6	0	0.00221412	1.02891	0.44685	0.094118	2.70228	4.8485	0.0844449
170	Shikonin	SETD2	2	2	0	0	0.00221799	1.9552	0.849134	-0.403287	0.122425	4.4785	0.084237
1006	Cytarabine	CDKN2A	196	39	1	156	0.0022828	-0.18093	-0.0785771	0.0427986	0.943061	0.301049	0.0863358
1060	PD-0325901	CDKN2A	209	43	1	165	0.00233614	-0.490987	-0.213233	-0.0276184	0.454917	-0.281461	0.0879847
62	BMS-536924	KRAS	21	17	4	0	0.00235255	-0.538333	-0.233795	-0.0402804	2.82793	1.37183	0.0882353
177	GSK-650394	CDKN2A	176	42	1	133	0.00245515	-0.0788955	-0.0342639	0.0162163	4.12476	3.75333	0.0917029
1032	BIBW2992	CTNNB1	8	3	1	4	0.00245811	-0.0939753	-0.040813	-0.0703407	2.06162	1.69866	0.0914357
1003	Camptothecin	KRAS	72	57	15	0	0.00247181	0.233617	0.101459	-0.000136172	-4.2983	-3.394	0.0915683
1014	RDEA119	CDKN2A	209	43	1	165	0.00254496	-0.590834	-0.256596	-0.0436242	2.73676	1.9182	0.0938934
1012	Vorinostat	MYCN	16	0	16	0	0.00255567	-0.671931	-0.291816	0.0604402	1.50054	0.13761	0.0939053
1059	AZD8055	MYCN	19	0	19	0	0.00259483	0.0910405	0.0395384	-0.0703621	0.47534	0.764081	0.0949583
9	MG-132	NOTCH1	9	9	0	0	0.0026194	0.229237	0.0995565	0.0980741	1.89351	2.33049	0.0954709
1009	ATRA	TET2	3	3	0	0	0.00262171	-1.11034	-0.482214	-0.063274	4.93957	0.837667	0.0951712
1050	ZM-447439	KRAS	78	63	15	0	0.00263044	-0.0728477	-0.0316374	-0.0157357	2.75538	3.07171	0.095106
150	Bicalutamide	MET	8	0	8	0	0.00266253	-0.265973	-0.115511	-0.0456636	4.26802	4.09987	0.0958828
9	MG-132	MYCN	18	0	18	0	0.00275329	1.50166	0.652161	0.0119132	1.76513	4.05914	0.0987579
1015	CI-1040	BCR_ABL	4	4	0	0	0.00276497	-0.916632	-0.398088	-0.0803835	2.74686	1.16254	0.0987848
86	A-443654	CDKN2A	102	13	0	89	0.00287592	-0.0669714	-0.0290853	-0.00385245	0.498042	-0.424579	0.102344
1025	SB 216763	NF2	13	11	0	2	0.00288017	-0.0944886	-0.0410359	0.040024	5.48415	5.24169	0.102094
1013	Nilotinib	TSC1	3	2	0	1	0.00289846	-0.471004	-0.204554	-0.0906768	4.16884	3.16197	0.102341
111	Salubrinal	MLH1	7	6	1	0	0.00295297	1.18917	0.516449	-0.220842	4.47078	6.50471	0.103859
1000	Metformin	STK11	22	17	0	5	0.00301487	0.0420103	0.0182448	0.0722967	10.6511	10.7295	0.105626
11	Paclitaxel	MLL_AFF1	2	2	0	0	0.00301814	-1.98177	-0.860673	0.327608	-2.06646	-5.158	0.105332
1017	AZD-2281	CCND1	22	0	22	0	0.00302417	0.251838	0.109372	0.0103574	4.70883	5.59186	0.105136
1047	Nutlin-3a	SMARCB1	2	0	0	2	0.0030532	-0.944237	-0.410077	0.0104594	4.49782	1.2785	0.105739
1021	Axitinib	BRAF	41	39	2	0	0.00306031	0.526738	0.22876	0.0316646	3.37351	4.07898	0.105581
59	WZ-1-84	MYCN	19	0	19	0	0.00310547	0.367258	0.159498	0.0607763	5.48011	6.70053	0.106731
9	MG-132	NRAS	20	20	0	0	0.00312897	-0.11061	-0.0480374	0.112094	1.9759	0.97375	0.107132
1022	AZD7762	FLT3	3	2	1	0	0.00314248	-1.77595	-0.771285	-0.109377	0.0854454	-2.87657	0.107188
1017	AZD-2281	MYC	31	0	31	0	0.00317077	-0.309882	-0.13458	-0.00494211	4.77118	4.47466	0.107747
1017	AZD-2281	TP53	308	306	0	2	0.00322503	0.254554	0.110551	0.0185127	4.44521	4.90115	0.10918
146	A-769662	KDM5C	2	2	0	0	0.00323666	-0.639259	-0.277627	-0.0143262	3.90193	2.2555	0.109165
1036	PLX4720	ERBB2	16	1	15	0	0.0032413	0.41004	0.178078	0.0114215	4.73818	6.24056	0.108915
172	Embelin	MYC	22	0	22	0	0.0033082	-0.352783	-0.153212	0.129441	2.84238	2.26645	0.110751
1039	SL 0101-1	CDKN2A	199	38	1	160	0.00331216	-0.24462	-0.106237	0.0038354	5.46467	5.3004	0.110475
1015	CI-1040	SMO	1	0	1	0	0.0033441	2.76013	1.19871	0.716862	2.72438	6.075	0.11113
1029	AMG-706	MET	10	0	10	0	0.00334866	-0.0945412	-0.0410587	0.0498606	4.08937	3.82322	0.110874
53	CGP-60474	NRAS	18	18	0	0	0.00344636	0.702339	0.305022	-0.162004	-1.25942	-0.133044	0.113692
1021	Axitinib	ALK	2	1	1	0	0.00344734	-0.561314	-0.243775	0.130182	3.44268	2.06474	0.113311
1003	Camptothecin	ERBB2	15	1	14	0	0.0034606	0.390617	0.169643	0.00530914	-4.21628	-2.23245	0.113335
1004	Vinblastine	KRAS	72	57	15	0	0.00347328	0.301059	0.130748	-0.0362101	-4.20385	-3.42358	0.113339
1015	CI-1040	KRAS	72	57	15	0	0.00357755	-0.441785	-0.191865	-0.0264654	2.8296	2.2463	0.116322
1007	Docetaxel	BRCA1	3	2	1	0	0.0036084	1.65719	0.719707	0.0258335	-5.23659	-2.895	0.116905
1023	GW 441756	PIK3CA	47	44	3	0	0.00369232	-0.308376	-0.133926	-0.0278545	4.28012	3.85798	0.119196
1054	PD-0332991	APC	25	24	1	0	0.00376158	0.493243	0.214213	0.045969	2.3082	3.42383	0.121
1018	ABT-888	CDKN2C	7	0	0	7	0.00377605	-0.172645	-0.0749789	-0.0457095	5.30281	4.87714	0.121034
197	Bryostatin 1	CDKN2C	4	0	0	4	0.00381984	-0.308735	-0.134082	0.0785696	-1.75475	-2.21273	0.122006
1050	ZM-447439	FLT3	3	2	1	0	0.00390432	-0.62905	-0.273193	0.0853294	2.81844	1.0379	0.124265
1010	Gefitinib	TET2	3	3	0	0	0.00390678	-0.559164	-0.242842	-0.0605985	1.87019	0.269377	0.123907
156	AZD6482	ERBB2	12	1	11	0	0.00404627	0.265337	0.115234	0.0771675	3.20615	2.66987	0.127882
1043	JNK Inhibitor VIII	MYC	32	0	32	0	0.00406146	-0.247871	-0.107649	-0.0261562	5.79055	5.45544	0.127915
34	Imatinib	MYCN	18	0	18	0	0.00408119	-0.148826	-0.0646341	-0.0681668	4.69863	4.558	0.12809
1024	CEP-701	ALK	2	1	1	0	0.00410403	-1.62835	-0.707182	0.0334901	-0.0765095	-2.41265	0.128361
32	VX-680	MSH2	4	2	0	2	0.00415637	2.44842	1.06334	0.117058	2.65914	4.04655	0.12955
1046	681640	CDH1	7	6	0	1	0.00417512	0.511651	0.222207	0.0454654	2.32125	4.12143	0.129687
1046	681640	RUNX1	1	1	0	0	0.00423317	-1.56908	-0.681444	-0.20615	2.35524	-0.2705	0.13104
1008	Methotrexate	NF1	16	10	0	6	0.00425253	0.28205	0.122493	0.0257486	0.500109	1.76159	0.13119
1020	Lenalidomide	MLL_AFF1	2	2	0	0	0.00427981	-0.332279	-0.144307	0.0234518	5.36095	3.972	0.131582
1016	Temsirolimus	MYCL1	6	0	6	0	0.00430898	1.12473	0.488465	0.085933	-1.34257	1.03054	0.13203
1026	17-AAG	ERBB2	16	1	15	0	0.00440532	-0.197259	-0.0856686	-0.0609997	-0.538366	-0.922962	0.134526
38	AZD-0530	ERBB2	4	0	4	0	0.00441824	-0.254538	-0.110544	-0.170858	3.93717	4.16725	0.134466
51	Dasatinib	SMAD4	7	5	0	2	0.00445744	-1.10234	-0.478739	0.0999288	1.67735	-2	0.135204
195	Camptothecin	MYC	22	0	22	0	0.00446919	-0.924408	-0.401465	0.0428507	-5.56731	-6.7623	0.135107
106	XMD8-85	CDKN2A	101	13	0	88	0.0044906	0.0676334	0.0293728	-0.0242767	3.71216	3.19259	0.135302
45	Z-LLNle-CHO	JAK2	1	0	1	0	0.00464279	-1.11391	-0.483766	0.514976	2.5402	0.04333	0.139423
155	AP-24534	NRAS	23	21	2	0	0.00465412	0.699024	0.303582	0.0430524	1.36249	2.22719	0.1393
1008	Methotrexate	NOTCH1	9	9	0	0	0.00466239	-0.112223	-0.0487377	0.0376451	0.598531	-1.87219	0.139087
86	A-443654	MYCN	19	0	19	0	0.0046853	0.771731	0.335159	0.00620722	0.0536598	1.78976	0.139311
5	Sunitinib	CDKN2A	102	13	0	89	0.00468814	-0.144378	-0.0627028	-0.060009	3.56954	2.63975	0.138938
11	Paclitaxel	NOTCH1	8	8	0	0	0.00469121	-0.160228	-0.0695862	0.18241	-2.04853	-3.46912	0.138575
1057	NVP-BEZ235	MYCN	19	0	19	0	0.00480188	0.535214	0.23244	0.0146858	-2.34204	-1.36636	0.141382
185	OSI-906	MISHL	36	36	0	0	0.00482983	-0.519055	-0.225423	-0.0659272	3.47159	2.99326	0.141743
88	MS-275	MLH1	8	7	1	0	0.004861	0.882097	0.38309	-0.233991	1.69648	2.87229	0.142196
38	AZD-0530	GNAS	3	1	2	0	0.00488569	-1.45521	-0.631988	0.0732634	3.96417	1.544	0.142457
87	GW843682X	CDKN2A	103	13	0	90	0.00489247	-0.0409431	-0.0177813	-0.0314956	-0.910096	-1.90615	0.142196
173	FH535	PTEN	46	26	0	20	0.00489886	-0.27353	-0.118793	-0.0466707	1.78173	1.21974	0.141926
1012	Vorinostat	NOTCH1	9	9	0	0	0.00498268	-0.278505	-0.120953	0.170605	1.47566	0.318944	0.143893
88	MS-275	SMARCA4	3	3	0	0	0.00505987	1.10295	0.479003	0.263817	1.69493	4.982	0.145657
136	Mitomycin C	MYC	22	0	22	0	0.00509531	-0.800727	-0.347751	-0.0183035	-1.22533	-2.56831	0.146211
1050	ZM-447439	RUNX1	2	1	0	1	0.00513485	-0.416434	-0.180855	-0.169335	2.81212	1.646	0.14688
204	Tipifarnib	CCND3	2	0	2	0	0.00515592	0.987825	0.429007	0.259352	1.72534	3.7315	0.147017
1037	BX-795	BCR_ABL	3	3	0	0	0.00517062	-0.445797	-0.193607	-0.103177	2.4254	1.20867	0.146973
127	GSK269962A	MLH1	8	7	1	0	0.00525926	0.450909	0.195827	-0.118566	3.55685	3.829	0.149023
37	PF-02341066	GNAS	3	1	2	0	0.00527323	-1.57916	-0.685819	0.0612922	4.31063	2.31573	0.148952
1047	Nutlin-3a	FLT3	3	2	1	0	0.00528548	-0.108383	-0.0470701	0.137847	4.48984	3.6102	0.148833
1053	MK-2206	SMARCB1	2	0	0	2	0.00528978	-0.86758	-0.376785	-0.202768	2.85366	0.79965	0.148492
1014	RDEA119	BCR_ABL	3	3	0	0	0.00533317	-2.15649	-0.936554	0.0366629	2.38634	0.1417	0.149246
1047	Nutlin-3a	CDKN2A	213	43	1	169	0.00534573	-0.0509071	-0.0221087	0.00647424	4.69393	4.22544	0.149136
1024	CEP-701	ERBB2	16	1	15	0	0.00536541	0.567782	0.246585	0.105048	-0.145006	1.5237	0.149224
1003	Camptothecin	SOCS1	1	0	1	0	0.0053962	3.12909	1.35895	0.132574	-4.15816	0.5508	0.14962
1018	ABT-888	CCND2	2	0	2	0	0.00540701	-1.82383	-0.792078	-0.10126	5.30209	3.976	0.149462
133	Doxorubicin	MYC	22	0	22	0	0.00540816	-0.404137	-0.175515	0.0558616	-1.96226	-2.64792	0.149038
184	BMS-754807	PTEN	46	26	0	20	0.00542775	0.0813964	0.03535	0.0681956	0.751111	0.853467	0.149123
38	AZD-0530	TSC1	1	1	0	0	0.00543689	-0.479455	-0.208225	-0.347262	3.94448	2.648	0.148921
45	Z-LLNle-CHO	AKT2	3	0	3	0	0.00550502	-1.06618	-0.463037	-0.181526	2.55575	0.256733	0.150332
182	Obatoclax Mesylate	NRAS	21	20	1	0	0.00551569	-0.875112	-0.380056	-0.0333367	-1.30495	-2.24498	0.15017
29	AZ628	FLCN	2	2	0	0	0.00554879	2.45357	1.06557	-0.0542476	2.49618	4.1415	0.150617
199	Pazopanib	SMARCB1	1	0	0	1	0.00558018	-1.69771	-0.737306	-0.173859	3.92586	-0.6091	0.151016
1016	Temsirolimus	CCND1	20	0	20	0	0.0055852	0.563472	0.244713	0.0292406	-1.35699	-0.334465	0.1507
1004	Vinblastine	NOTCH1	9	9	0	0	0.00559458	-0.504476	-0.219091	0.137764	-4.04009	-5.64033	0.150504
1009	ATRA	MLL_AFF1	2	2	0	0	0.00560099	-0.910327	-0.39535	-0.142545	4.92591	1.7175	0.15023
1011	ABT-263	CDKN2A	213	43	1	169	0.00564548	0.0570936	0.0247954	0.018131	2.48612	2.9603	0.150975
51	Dasatinib	MLLT3	6	0	0	6	0.00565829	1.82053	0.790647	-0.0143274	1.55672	2.9965	0.150871
51	Dasatinib	NOTCH1	7	7	0	0	0.00568188	1.37144	0.595609	0.10972	1.54407	3.29314	0.151054
1040	BI-D1870	MYC	32	0	32	0	0.00570163	-0.366609	-0.159216	0.0449733	2.65026	2.16681	0.151135
170	Shikonin	MYCL1	1	0	1	0	0.00570435	0.500207	0.217237	0.50857	0.154162	-1.258	0.150765
37	PF-02341066	MLH1	8	7	1	0	0.00570698	0.977521	0.424532	-0.0271859	4.26861	5.09638	0.150395
1031	Elesclomol	EWS_FLI1	14	14	0	0	0.00571635	-0.0906324	-0.0393611	-0.0502331	-2.73591	-4.63279	0.150204
64	CMK	MYCN	19	0	19	0	0.00573902	0.330268	0.143434	0.103323	3.82695	3.97042	0.150362
86	A-443654	SMAD4	7	5	0	2	0.00578479	-0.451815	-0.196221	0.303199	0.219063	-1.82657	0.151124
1036	PLX4720	APC	27	26	1	0	0.00580969	-0.0169936	-0.00738022	0.0236496	4.7546	5.37241	0.151337
1007	Docetaxel	CDKN2A	207	42	1	164	0.00589274	-0.417117	-0.181152	0.0782789	-4.99841	-5.49376	0.153059
197	Bryostatin 1	EZH2	2	1	1	0	0.00590206	-1.33054	-0.577848	0.0490521	-1.74976	-3.51	0.152862
1024	CEP-701	MYCN	16	0	16	0	0.00597772	-0.0749521	-0.0325513	0.140602	-0.0688467	-0.580211	0.154379
207	AS601245	KDM6A	13	9	0	4	0.00602889	-0.490012	-0.212809	-0.0592232	2.92476	1.56894	0.155257
37	PF-02341066	FBXW7	10	9	0	1	0.00607074	-0.680201	-0.295407	-0.0420638	4.33241	3.08064	0.15589
1009	ATRA	STK11	17	13	0	4	0.00609513	-0.199923	-0.0868254	0.0229441	4.90667	5.017	0.156073
55	A-770041	BCR_ABL	3	3	0	0	0.00609514	-2.29434	-0.996421	0.0877053	3.48075	-1.35867	0.155633
62	BMS-536924	FGFR3	2	1	1	0	0.00610174	-2.34697	-1.01928	-0.00428458	2.75184	-1.505	0.155362
56	WH-4-023	FLT3	2	1	1	0	0.00614214	-3.09994	-1.34629	0.110145	3.6187	-2.663	0.155952
1001	AICAR	MLL_AFF1	2	2	0	0	0.0061674	-0.253837	-0.11024	-0.156277	8.23921	6.263	0.156154
133	Doxorubicin	EWS_FLI1	3	3	0	0	0.00618836	-0.307351	-0.133481	0.257906	-1.9937	-3.47933	0.156247
71	Pyrimethamine	FBXW7	11	10	0	1	0.00619857	-1.14395	-0.49681	0.105016	4.93275	2.69175	0.156069
156	AZD6482	NRAS	23	21	2	0	0.00622998	0.747444	0.324611	0.0521742	3.11255	4.13096	0.156424
1013	Nilotinib	EWS_FLI1	14	14	0	0	0.00625089	-0.109411	-0.0475166	0.00623066	4.17999	3.59943	0.156515
1036	PLX4720	FLCN	4	3	1	0	0.00629725	1.34696	0.584977	0.0613346	4.78142	5.94825	0.15724
6	PHA-665752	MYCN	18	0	18	0	0.00631069	-0.073901	-0.0320948	-0.0958265	4.69884	4.70967	0.157141
1011	ABT-263	BCR_ABL	3	3	0	0	0.00632174	-0.905401	-0.393211	-0.0264697	2.72003	-0.727083	0.156984
30	Sorafenib	CDKN2A	104	14	0	90	0.0064133	0.103956	0.0451477	-0.0102217	3.89305	3.57494	0.158821
1026	17-AAG	SMAD4	24	14	0	10	0.00643404	-0.501677	-0.217876	0.0137218	-0.485263	-1.72849	0.1589
1024	CEP-701	FLT3	3	2	1	0	0.00647505	-1.20423	-0.522989	-0.0511132	-0.0741453	-1.9925	0.159477
1049	PD-173074	MLH1	11	9	1	1	0.00647824	-0.505637	-0.219595	-0.0187025	3.92014	2.734	0.159122
1012	Vorinostat	KRAS	75	60	15	0	0.00648508	0.0139021	0.00603762	-0.0555204	1.39708	1.73812	0.158858
176	IPA-3	FGFR3	3	1	2	0	0.00654438	-0.596958	-0.259256	0.208225	5.80573	3.389	0.159877
1029	AMG-706	STK11	21	16	0	5	0.00657032	-0.177146	-0.0769336	0.0110997	4.09287	3.88682	0.160079
1026	17-AAG	EWS_FLI1	14	14	0	0	0.00657363	1.21138	0.526094	0.0105401	-0.61516	1.39174	0.159729
1040	BI-D1870	NOTCH1	9	9	0	0	0.00663371	-0.472186	-0.205068	0.0722723	2.63814	1.52276	0.160756
119	Lapatinib	CDKN2A	100	13	0	87	0.00663497	-0.192009	-0.0833884	-0.0249189	4.31619	3.76097	0.160357
104	Bortezomib	VHL	3	3	0	0	0.00663725	-0.801677	-0.348164	-0.189632	-4.76089	-7.12133	0.159984
1062	AZD6244	BCR_ABL	3	3	0	0	0.00669799	-1.60906	-0.698806	-0.114466	2.79402	-0.2453	0.161019
1025	SB 216763	PIK3CA	47	44	3	0	0.00678531	0.301673	0.131015	0.0187013	5.40301	6.1266	0.162686
71	Pyrimethamine	MLH1	8	7	1	0	0.00680938	1.05378	0.457652	-0.168701	4.82097	5.81961	0.162831
1	Erlotinib	CCND1	7	0	7	0	0.00683339	-0.506539	-0.219987	-0.055519	4.53527	2.73954	0.162974
150	Bicalutamide	CDH1	7	5	1	1	0.00686832	-0.318621	-0.138375	-0.0345187	4.27698	3.652	0.163376
1022	AZD7762	NOTCH1	9	9	0	0	0.00688739	-0.386335	-0.167783	0.10214	0.102368	-1.74613	0.163399
1022	AZD7762	ERBB2	16	1	15	0	0.00694861	0.549509	0.238649	-0.0213115	0.0125949	1.54256	0.16442
11	Paclitaxel	MLH1	7	6	1	0	0.00699396	1.33998	0.581947	-0.217187	-2.13801	-0.0672429	0.165061
154	CHIR-99021	BRAF	42	39	3	0	0.00700567	-0.330215	-0.14341	-0.020593	4.32774	3.65968	0.164907
197	Bryostatin 1	KDM5C	2	2	0	0	0.00708336	-1.48445	-0.644689	-0.0534276	-1.74709	-3.958	0.166303
173	FH535	TSC1	2	1	0	1	0.00718106	1.3609	0.591032	-0.334879	1.6879	4.619	0.168159
1026	17-AAG	STK11	18	14	0	4	0.00722346	-0.55358	-0.240417	-0.0214452	-0.512886	-1.48609	0.168715
1019	Bosutinib	MSH2	6	4	0	2	0.00727458	-0.746936	-0.32439	0.0617943	2.88174	1.94793	0.169471
59	WZ-1-84	MSH2	4	2	0	2	0.00730845	1.07964	0.46888	0.0794918	5.54975	6.3675	0.169823
55	A-770041	NRAS	19	19	0	0	0.00732289	0.646917	0.280953	0.0574329	3.32207	4.97993	0.169722
1019	Bosutinib	EGFR	19	9	10	0	0.00742266	-0.377983	-0.164156	-0.0482986	2.89492	2.28021	0.171594
71	Pyrimethamine	NF2	10	8	0	2	0.00745118	0.811693	0.352514	0.0859086	4.79482	6.3573	0.171814
1049	PD-173074	SMARCB1	2	0	0	2	0.00756325	-1.43997	-0.625373	-0.0433	3.90475	1.0358	0.173955
1038	NU-7441	MYCN	19	0	19	0	0.00757159	-0.661066	-0.287097	-0.03658	3.43033	2.27009	0.173705
201	Epothilone B	MYC	22	0	22	0	0.00760319	-0.909484	-0.394984	-0.00658769	-5.30939	-6.74308	0.173988
104	Bortezomib	NF1	10	7	0	3	0.00760676	-0.505216	-0.219412	-0.0695922	-4.75975	-5.50177	0.17363
6	PHA-665752	MISHL	38	38	0	0	0.00762042	0.421627	0.18311	-0.0161659	4.65061	5.04029	0.173504
1057	NVP-BEZ235	KRAS	78	63	15	0	0.00766	0.13671	0.0593726	-0.0148902	-2.40913	-1.76808	0.173967
1057	NVP-BEZ235	CDKN2A	209	43	1	165	0.00768195	-0.25903	-0.112495	-0.0032205	-2.08052	-2.57868	0.174028
9	MG-132	BRAF	22	22	0	0	0.00768532	0.162172	0.0704306	-0.0666979	1.99536	0.826945	0.173669
1030	KU-55933	KRAS	74	59	15	0	0.00772405	0.222836	0.0967762	-0.0144197	4.9916	5.4602	0.174109
1050	ZM-447439	MYCN	19	0	19	0	0.00774184	-0.451481	-0.196076	0.041875	2.8498	1.78303	0.174076
1010	Gefitinib	BRCA2	4	3	1	0	0.0078023	-0.888426	-0.385839	0.0151849	1.87063	0.6221	0.175
171	AKT inhibitor VIII	TP53	211	210	0	1	0.00782491	-0.243169	-0.105607	-0.00921964	3.51316	2.8887	0.175073
5	Sunitinib	FLT3	2	1	1	0	0.00804904	-1.88093	-0.816876	-0.0134915	3.2736	-1.52995	0.179643
186	Bexarotene	MYC	22	0	22	0	0.00818563	-0.535641	-0.232626	-0.0156726	4.21641	3.51319	0.182241
1005	Cisplatin	EZH2	4	2	2	0	0.00819254	-0.700974	-0.304429	-0.150789	3.42224	2.46753	0.181947
1032	BIBW2992	VHL	6	5	1	0	0.00820055	0.0594625	0.0258243	-0.0745211	2.0729	0.728263	0.181678
1046	681640	NOTCH1	9	9	0	0	0.00827915	-0.182234	-0.0791433	0.0818692	2.37496	1.10188	0.182971
180	Thapsigargin	CDKN2A	176	42	1	133	0.00832887	-0.395616	-0.171814	0.0625739	-4.02508	-4.99484	0.183621
1023	GW 441756	FGFR3	2	1	1	0	0.00836243	-0.979883	-0.425558	-0.0526144	4.2454	2.274	0.183912
156	AZD6482	KRAS	54	40	14	0	0.00836968	0.250517	0.108798	-0.0104951	3.02912	3.95576	0.183625
1017	AZD-2281	ALK	2	1	1	0	0.00837715	-1.42809	-0.620211	-0.0409604	4.76302	2.0405	0.183344
157	JNK-9L	SETD2	2	2	0	0	0.00850114	1.54715	0.67192	-0.0216162	-0.167228	2.6155	0.185608
1006	Cytarabine	NOTCH1	9	9	0	0	0.00852885	-0.777357	-0.337602	0.0557495	0.690192	-1.18179	0.185765
56	WH-4-023	NRAS	18	18	0	0	0.00862699	0.47703	0.207172	0.114863	3.51679	4.45511	0.18745
1060	PD-0325901	APC	27	26	1	0	0.00863784	-0.0427093	-0.0185484	0.0368374	0.190251	-0.912512	0.187236
185	OSI-906	KDM5C	2	2	0	0	0.00875476	-1.09811	-0.476904	0.0749403	3.43257	1.417	0.189316
1057	NVP-BEZ235	FLT3	3	2	1	0	0.0087594	0.515326	0.223803	0.119136	-2.3109	-1.00067	0.188965
1019	Bosutinib	KRAS	76	61	15	0	0.00876725	0.101461	0.044064	0.00485148	2.77289	3.35944	0.188684
1062	AZD6244	ERBB2	16	1	15	0	0.00879628	0.453443	0.196928	0.0562265	2.70668	4.56619	0.188859
1010	Gefitinib	PIK3R1	8	6	0	2	0.00882689	0.74662	0.324253	0.0197111	1.83913	2.91212	0.189067
86	A-443654	FGFR2	2	0	2	0	0.00900842	2.30297	1.00017	-0.0554419	0.139805	4.314	0.192499
153	Midostaurin	MYCL1	1	0	1	0	0.00913366	-0.604312	-0.262449	0.217688	0.477164	-1.375	0.194715
1042	BIRB 0796	CTNNB1	10	5	1	4	0.00914958	-0.291228	-0.126479	-0.0878814	5.67115	5.2594	0.194595
1000	Metformin	MYCL1	6	0	6	0	0.00916645	-0.610422	-0.265103	-0.0455431	10.6704	9.325	0.194497
204	Tipifarnib	MYC	22	0	22	0	0.00917555	-0.399968	-0.173704	0.0861249	1.76887	1.28247	0.194234
1019	Bosutinib	VHL	6	5	1	0	0.00918677	-0.171218	-0.0743591	-0.0682515	2.8893	1.37453	0.194017
6	PHA-665752	PIK3R1	5	4	0	1	0.00919317	-0.648689	-0.281722	-0.168584	4.71143	3.987	0.1937
1054	PD-0332991	ALK	2	1	1	0	0.0091963	-1.57726	-0.684997	-0.107824	2.38732	-1.2705	0.193315
1033	GDC-0449	MLH1	9	8	1	0	0.00922416	-0.505047	-0.219339	-0.0377674	5.80502	5.00889	0.19345
29	AZ628	MLH1	8	7	1	0	0.00925394	0.93061	0.404159	-0.0382333	2.48821	3.1914	0.193626
1	Erlotinib	MYCN	19	0	19	0	0.00940122	0.59998	0.260568	0.116243	4.39917	5.70747	0.196253
127	GSK269962A	NRAS	22	22	0	0	0.00951625	0.333319	0.144759	0.0914854	3.52421	4.05196	0.198197
9	MG-132	ERBB2	5	0	5	0	0.0095437	-1.07516	-0.466936	-0.0986318	1.92494	0.882	0.198312
1001	AICAR	BCR_ABL	4	4	0	0	0.00957536	-0.629287	-0.273296	-0.00248383	8.25231	5.604	0.198513
134	Etoposide	NRAS	23	21	2	0	0.00958874	0.027277	0.0118463	-0.0674515	1.67767	1.43323	0.198336
147	NSC-87877	CCND2	1	0	1	0	0.00959496	3.87022	1.68082	0.430118	6.32753	7.198	0.198011
41	S-Trityl-L-cysteine	MLH1	7	6	1	0	0.0096983	0.994939	0.432096	-0.209326	2.26081	3.45667	0.199688
177	GSK-650394	SMAD4	23	14	0	9	0.00970844	-0.36061	-0.156611	0.0531096	3.96547	3.46408	0.199442
1008	Methotrexate	EWS_FLI1	14	14	0	0	0.0097135	-0.727216	-0.315826	-0.017367	0.599538	-1.01976	0.199094
34	Imatinib	NRAS	22	22	0	0	0.00971386	0.159858	0.0694254	-0.0122052	4.64854	5.22332	0.198651
