Genes	TCGA-02-0003-01A	TCGA-02-0033-01A	TCGA-02-0047-01A	TCGA-02-2470-01A	TCGA-02-2483-01A	TCGA-02-2485-01A	TCGA-02-2486-01A	TCGA-06-0122-01A	TCGA-06-0124-01A
ZNF7	0	0	0	0	0	0	0	0	0
MLIP	0	0	0	0	0	0	0	0	0
RDH8	0	0	0	0	0	0	0	0	0
TPMT	0	0	0	0	0	0	0	0	0
TTC21B	0	0	0	0	0	0	0	0	0
ZNF583	0	0	0	0	0	0	0	0	0
GPR132	0	0	0	0	0	0	0	0	0
OR2T12	0	0	0	0	0	0	0	0	0
ZNF672	0	0	0	0	0	0	0	0	0
PLXNB3	0	0	0	0	0	0	0	0	0
RIMBP3	0	0	0	0	0	0	0	0	0
FAIM3	0	0	0	0	0	0	0	0	0
UBQLN2	0	0	0	0	0	0	0	0	0
SORCS2	0	0	0	0	0	0	0	0	0
PGM2L1	0	0	0	0	0	0	0	0	0
ANKRD52	0	0	0	0	0	0	0	0	0
FAM83H	0	0	0	0	0	0	0	0	0
ZNF805	0	0	0	0	0	0	0	0	0
MIR527	0	0	0	0	0	0	0	0	0
RN7SKP98	0	0	0	0	0	0	0	0	0
GNAO1	0	0	0	0	0	0	0	0	0
C11orf53	0	0	0	0	0	0	0	0	0
OPA1	0	0	0	0	0	0	0	0	0
STRC	0	0	0	0	0	0	0	0	0
RPL10	0	0	0	0	0	0	0	0	0
MMP23B	0	0	0	0	0	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0	0	0	0
SNHG9	0	0	0	0	0	0	0	0	0
AURKB	0	0	0	0	0	0	0	0	0
TMEM140	0	0	0	0	0	0	0	0	0
SH3D19	0	0	0	0	0	0	0	0	0
RNA5SP373	0	0	0	0	0	0	0	0	0
LIPI	0	0	0	0	0	0	0	0	0
RN7SKP108	0	0	0	0	0	0	0	0	0
SCARNA8	0	0	0	0	0	0	0	0	0
IFI16	0	0	0	0	0	0	0	0	0
STMN1P1	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0
TMEM25	0	0	0	0	0	0	0	0	0
OSBPL10	0	0	0	0	0	0	0	0	0
CLTCL1	0	0	0	0	0	0	0	0	0
NUAK1	0	0	0	0	0	0	0	0	0
BMS1P2	0	0	0	0	0	0	0	0	0
NPPA	0	0	0	0	0	0	0	0	0
LAMB3	0	0	0	0	0	0	0	0	0
PPL	0	0	0	0	0	0	0	0	0
CARD14	0	0	1	0	0	0	0	0	0
CCL26	0	0	0	0	0	0	0	0	0
ANKRD20A1	0	0	0	0	0	0	0	0	0
ZNF891	0	0	0	0	0	0	0	0	0
LCN1	0	0	0	0	0	0	0	0	0
RALGPS1	0	0	0	0	0	0	0	0	0
ARHGAP42	0	0	0	0	0	0	0	0	0
CCDC6	0	0	0	0	0	0	0	0	0
TMEM212	0	0	0	0	0	0	0	0	0
RASSF4	0	0	0	0	0	0	0	0	0
CCAT1	0	0	0	0	0	0	0	0	0
PHF21B	0	0	0	0	0	0	0	0	0
PLA2G6	0	0	0	0	0	0	0	0	0
IGHD	0	0	0	0	0	0	0	0	0
TRGC1	0	0	0	0	0	0	0	0	0
S100A3	0	0	0	0	0	0	0	0	0
MRPS28	0	0	0	0	0	0	0	0	0
SEC63	0	0	0	0	0	0	0	0	0
TDRD10	0	0	0	0	0	0	0	0	0
MTRNR2L10	0	0	0	0	0	0	0	0	0
VSTM4	0	0	0	0	0	0	0	0	0
FAM66A	0	0	0	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0	0	0	0
PAFAH1B3	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0
ZNF107	0	0	0	0	0	0	0	0	0
OR6N2	0	0	0	0	0	0	0	0	0
RNA5SP163	0	0	0	0	0	0	0	0	0
G6PC2	0	0	0	0	0	0	0	0	0
SNORA5C	0	0	0	0	0	0	0	0	0
CTSB	0	0	0	0	0	0	0	0	0
PFKFB1	0	0	0	0	0	0	0	0	0
TRAJ41	0	0	0	0	0	0	0	0	0
AFG3L1P	0	0	0	0	0	0	0	0	0
ZFP36	0	0	0	0	0	0	0	0	0
CMYA5	0	0	0	0	0	0	0	0	0
MIR548AJ2	0	0	0	0	0	0	0	0	0
PXN	0	0	0	0	0	0	0	0	0
SVEP1	0	0	0	0	0	0	0	0	0
RILPL1	0	0	0	0	0	0	0	0	0
LINC00637	0	0	0	0	0	0	0	0	0
KLKP1	0	0	0	0	0	0	0	0	0
CYHR1	0	0	0	0	0	0	0	0	0
MIR504	0	0	0	0	0	0	0	0	0
ZNF417	0	0	0	0	0	0	0	0	0
SIRT2	0	0	0	0	0	0	0	0	0
CTAG1A	0	0	0	0	0	0	0	0	0
PHYKPL	0	0	0	0	0	0	0	0	0
DIXDC1	0	0	0	0	0	0	0	0	0
LINC00613	0	0	0	0	0	0	0	0	0
PGAM1	0	0	0	0	0	0	0	0	0
GRM6	0	0	0	0	0	0	0	0	0
HPYR1	0	0	0	0	0	0	0	0	0
ATP8B4	0	0	0	0	0	0	0	0	0
BMP8A	0	0	0	0	0	0	0	0	0
RN7SKP128	0	0	0	0	0	0	0	0	0
OR13H1	0	0	0	0	0	0	0	0	0
NGFRAP1	0	0	0	0	0	0	0	0	0
CCDC132	0	0	0	0	0	0	0	0	0
EDAR	0	0	0	0	0	0	0	0	0
OR10T2	0	0	0	0	0	0	0	0	0
SNORA38B	0	0	1	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0	0	0	0
DKFZP667F0711	0	0	0	0	0	0	0	0	0
CACNA1H	0	0	0	0	0	0	0	0	0
MIR378B	0	0	0	0	0	0	0	0	0
PDGFD	0	0	0	0	0	0	0	0	0
ERCC1	0	0	0	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0	0	0	0
CAV3	0	0	0	0	0	0	0	0	0
FAM3B	0	0	0	0	0	0	0	0	0
PMS2P4	0	0	0	0	0	0	0	0	0
RN7SKP187	0	0	0	0	0	0	0	0	0
AQP8	0	0	0	0	0	0	0	0	0
KRT77	0	0	0	0	0	0	0	0	0
CREBBP	0	0	0	0	0	0	0	0	0
BVES	0	0	0	0	0	0	0	0	0
CCL14	0	0	0	0	0	0	0	0	0
ZNF254	0	0	0	0	0	0	0	0	0
PARK7	0	0	0	0	0	0	0	0	0
RN7SKP115	0	0	0	0	0	0	0	0	0
COQ5	0	0	0	0	0	0	0	0	0
KCNG4	0	0	0	0	0	0	0	0	0
PSMC4	0	0	0	0	0	0	0	0	0
SGK1	0	0	0	0	0	0	0	0	0
TUBA1A	0	0	0	0	0	0	0	0	0
PRMT8	0	0	0	0	0	0	0	0	0
NOP10	0	0	0	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0	0	0	0
TCEAL6	0	0	0	0	0	0	0	0	0
LINC00352	0	0	0	0	0	0	0	0	0
PSMD8	0	0	0	0	0	0	0	0	0
RABGEF1	0	0	0	0	0	0	0	0	0
MAP1LC3B	0	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0	0
MEMO1	0	0	0	0	0	0	0	0	0
DCLK2	0	0	0	0	0	0	0	0	0
LRBA	0	0	0	0	0	0	0	0	0
TRAPPC2	0	0	0	0	0	0	0	0	0
ZNF827	0	0	0	0	0	0	0	0	0
KRT8	0	0	0	0	0	0	0	0	0
TMIGD2	0	0	0	0	0	0	0	0	0
AURKAIP1	0	0	0	0	0	0	0	0	0
C5orf46	0	0	0	0	0	0	0	0	0
LMAN2L	0	0	0	0	0	0	0	0	0
DPP7	0	0	0	0	0	0	0	0	0
OSBPL3	0	0	0	0	0	0	0	0	0
RN7SL236P	0	0	1	0	0	0	0	0	0
NSMF	0	0	0	0	0	0	0	0	0
C7orf49	0	0	0	0	0	0	0	0	0
SENP8	0	0	0	0	0	0	0	0	0
TCEANC	0	0	0	0	0	0	0	0	0
PQLC2	0	0	0	0	0	0	0	0	0
ATG7	0	0	0	0	0	0	0	0	0
PLIN3	0	0	0	0	0	0	0	0	0
PANK1	0	0	0	0	0	0	0	0	0
MIR3124	0	0	0	0	0	0	0	0	0
MIR542	0	0	0	0	0	0	0	0	0
MSANTD3	0	0	0	0	0	0	0	0	0
GLI1	1	0	0	0	0	1	0	0	0
MIR4292	0	0	0	0	0	0	0	0	0
FBN3	0	0	0	0	0	0	0	0	0
HYPK	0	0	0	0	0	0	0	0	0
HS3ST6	0	0	0	0	0	0	0	0	0
RN7SL485P	0	0	0	0	0	0	0	0	0
IGFLR1	0	0	0	0	0	0	0	0	0
ZNF157	0	0	0	0	0	0	0	0	0
SFTPD	0	0	0	0	0	0	0	0	0
RNA5SP335	0	0	0	0	0	0	0	0	0
PLAC9	0	0	0	0	0	0	0	0	0
C19orf47	0	0	0	0	0	0	0	0	0
BTNL3	0	0	0	0	0	0	0	0	0
CYP4F35P	0	0	0	0	0	0	0	0	0
TRABD2B	0	0	0	0	0	0	0	0	0
FAM81B	0	0	0	0	0	0	0	0	0
RN7SL204P	0	0	0	0	0	0	0	0	0
ASPSCR1	0	0	1	0	0	0	0	0	0
GNS	0	0	0	0	0	0	0	0	0
PHOSPHO2	0	0	0	0	0	0	0	0	0
TRGV10	0	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0	0
ENO2	0	0	0	0	0	0	0	0	0
FDFT1	0	0	0	0	0	0	0	0	0
MYL10	0	0	0	0	0	0	0	0	0
PEX26	0	0	0	0	0	0	0	0	0
CCDC90B	0	0	0	0	0	0	0	0	0
MIR4284	0	0	0	0	0	0	0	0	0
UBE2D3	0	0	0	0	0	0	0	0	0
LRP5	0	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0	0
SLC25A34	0	0	0	0	0	0	0	0	0
ARFGEF2	0	0	0	0	0	0	0	0	0
ARR3	0	0	0	0	0	0	0	0	0
H2AFB3	0	0	0	0	0	0	0	0	0
MAP1A	0	0	0	0	0	0	0	0	0
REXO1	0	0	0	0	0	0	0	0	0
RN7SL246P	0	0	0	0	0	0	0	0	0
SSC5D	0	0	0	0	0	0	0	0	0
ZNF561	0	0	0	0	0	0	0	0	0
LGALS9B	0	0	0	0	0	0	0	0	0
EME2	0	0	0	0	0	0	0	0	0
ENTPD2	0	0	0	0	0	0	0	0	0
NAV2	0	0	0	0	0	0	0	0	0
TMEM69	0	0	0	0	0	0	0	0	0
ATP6V1A	0	0	0	0	0	0	0	0	0
TRGV3	0	0	0	0	0	0	0	0	0
ZNF362	0	0	0	0	0	0	0	0	0
DNM1P34	0	0	0	0	0	0	0	0	0
MIR183	0	0	0	0	0	0	0	0	0
EFCAB5	0	0	0	0	0	0	0	0	0
CHN2	0	0	0	0	0	0	0	0	0
ZNF781	0	0	0	0	0	0	0	0	0
RNA5SP278	0	0	0	0	0	0	0	0	0
TGIF2	0	0	0	0	0	0	0	0	0
CYP2C9	0	0	0	0	0	0	0	0	0
RN7SL394P	0	0	0	0	0	0	0	0	0
DNMT3A	0	0	0	0	0	0	0	0	0
FCAR	0	0	0	0	0	0	0	0	0
MARCH3	0	0	0	0	0	0	0	0	0
NCKAP5L	0	0	0	0	0	0	0	0	0
LINC00174	0	0	0	0	0	0	0	0	0
LRRC61	0	0	0	0	0	0	0	0	0
HNF4G	0	0	0	0	0	0	0	0	0
C12orf39	0	0	0	0	0	0	0	0	0
LRCH4	0	0	0	0	0	0	0	0	0
EXOSC3	0	0	0	0	0	0	0	0	0
PSIP1	0	0	0	0	0	0	0	0	0
MEIOB	0	0	0	0	0	0	0	0	0
LINC00324	0	0	0	0	0	0	0	0	0
MIR587	0	0	0	0	0	0	0	0	0
SMCHD1	0	0	0	0	0	0	0	0	0
LINC00507	0	0	0	0	0	0	0	0	0
POP7	0	0	0	0	0	0	0	0	0
UBE2Q2	0	0	0	0	0	0	0	0	0
ESR1	0	0	0	0	0	0	0	0	0
SPAG11A	0	0	0	0	0	0	0	1	0
ZFPL1	0	0	0	0	0	0	0	0	0
ZNF767	0	0	0	0	0	0	0	0	0
LRRC19	0	0	0	0	0	0	0	0	0
SLCO1B1	0	0	0	0	0	0	0	0	0
ZNF565	0	0	0	0	0	0	0	0	0
CCNDBP1	0	0	0	0	0	0	0	0	0
KCNN3	0	0	0	0	0	0	0	0	0
SST	0	0	0	0	0	0	0	0	0
NACA	0	0	0	0	0	0	0	0	0
GLOD4	0	0	0	0	0	0	0	0	0
DPY19L3	0	0	0	0	0	0	0	0	0
SCCPDH	0	0	0	0	0	0	0	0	0
PRF1	0	0	0	0	0	0	0	0	0
ZNF790	0	0	0	0	0	0	0	0	0
SPATA9	0	0	0	0	0	0	0	0	0
CNFN	0	0	0	0	0	0	0	0	0
CDK4	1	0	0	0	0	1	0	0	0
OLIG3	0	0	0	0	0	0	0	0	0
TEX10	0	0	0	0	0	0	0	0	0
EDA2R	0	0	0	0	0	0	0	0	0
TNFRSF19	0	0	0	0	0	0	0	0	0
NARFL	0	0	0	0	0	0	0	0	0
MIR548AP	0	0	0	0	0	0	0	0	0
DENND2A	0	0	0	0	0	0	0	0	0
RHOV	0	0	0	0	0	0	0	0	0
IGFN1	0	0	0	0	0	0	0	0	1
PIM3	0	0	0	0	0	0	0	0	0
LINC00694	0	0	0	0	0	0	0	0	0
OR6C76	0	0	0	0	0	0	0	0	0
KCNAB1	0	0	0	0	0	0	0	0	0
SRRT	0	0	0	0	0	0	0	0	0
RBM3	0	0	0	0	0	0	0	0	0
RNA5SP165	0	0	0	0	0	0	0	0	0
SNORD93	0	0	0	0	0	0	0	0	0
DMTF1	0	0	0	0	0	0	0	0	0
MXRA5	0	0	0	0	0	0	0	0	0
HTR5A	0	0	0	0	0	0	0	0	0
LINC00846	0	0	0	0	0	0	0	0	0
GRM1	0	0	0	0	0	0	0	0	0
PDE4D	0	0	0	0	0	0	0	0	0
ACOT9	0	0	0	0	0	0	0	0	0
BPIFB6	0	0	0	0	0	0	0	0	0
TRPC4	0	0	0	0	0	0	0	0	0
EPHB3	0	0	0	0	0	0	0	0	0
GEMIN4	0	0	0	0	0	0	0	0	0
RAMP3	0	0	0	0	0	0	0	0	0
CNTN5	0	0	0	0	0	0	0	0	0
TSPYL5	0	0	0	0	0	0	0	0	0
SNORD73	0	0	0	0	0	0	0	0	0
ITGB8	0	0	0	0	0	0	0	0	0
MIR4779	0	0	0	0	0	0	0	0	0
LINC00423	0	0	0	0	0	0	0	0	0
PDE3A	0	0	0	0	0	0	0	0	0
RN7SL662P	0	0	0	0	0	0	0	0	0
OR10A6	0	0	0	0	-1	0	0	0	0
RASGEF1A	0	0	0	0	0	0	0	0	0
OTOF	0	0	0	0	0	0	0	0	0
UBE2K	0	0	0	0	0	0	0	0	0
XYLT2	0	0	0	0	0	0	0	0	0
TEX14	0	0	1	0	0	0	0	0	0
CTU2	0	0	0	0	0	0	0	0	0
XPOT	0	0	0	0	0	0	0	0	0
GAL3ST1	0	0	0	0	0	0	0	0	0
CDR2L	0	0	1	0	0	0	0	0	0
TSPY26P	0	0	0	0	0	0	0	0	0
MIR4446	0	0	0	0	0	0	0	0	0
SPATC1	0	0	0	0	0	0	0	0	0
RNA5SP380	0	0	0	0	0	0	0	0	0
LINC00341	0	0	0	0	0	0	0	0	0
DHCR7	0	0	0	0	0	0	0	0	0
LINC00387	0	0	0	0	0	0	0	0	0
PDZD7	0	0	0	0	0	0	0	0	0
FGFR4	0	0	0	0	0	0	0	0	0
CRAT	0	0	0	0	0	0	0	0	0
PPP1R14D	0	0	0	0	0	0	0	0	0
LIMS1	0	0	0	0	0	0	0	0	0
TRIM14	0	0	0	0	0	0	0	0	0
ABRACL	0	0	0	0	0	0	0	0	0
TMPRSS11D	0	0	0	0	0	0	0	0	0
PIK3CD	0	0	0	0	1	0	0	0	0
MFAP3L	0	0	0	0	0	0	0	0	0
DERL2	0	0	0	0	0	0	0	0	0
SLC7A11	0	0	0	0	0	0	0	0	0
FHL5	0	0	0	0	0	0	0	0	0
ACAN	0	0	0	0	0	0	0	0	0
PPM1E	0	0	1	0	0	0	0	0	0
TINAGL1	0	0	0	0	0	0	0	0	0
C3orf36	0	0	0	0	0	0	0	0	0
DOCK4	0	0	0	0	0	0	0	0	0
CWH43	0	0	0	0	0	0	0	0	0
BLACE	0	0	0	0	0	0	0	0	0
FHAD1	0	0	0	0	0	0	0	0	0
FAM127A	0	0	0	0	0	0	0	0	0
ARPC1A	0	0	0	0	0	0	0	0	0
CHST2	0	0	0	0	0	0	0	0	0
ZNF530	0	0	0	0	0	0	0	0	0
PGLYRP4	0	0	0	0	0	0	0	0	0
RUFY1	0	0	0	0	0	0	0	0	0
ZBED6	0	0	0	0	0	0	0	0	0
NAA15	0	0	0	0	0	0	0	0	0
BLOC1S5	0	0	0	0	0	0	0	0	0
TNFRSF8	0	0	0	0	0	0	0	0	0
BCL11B	0	0	0	0	0	0	0	0	0
FOXE3	0	0	0	0	0	0	0	0	0
TMEM259	0	0	0	0	0	0	0	0	0
PTGIR	0	0	0	0	0	0	0	0	0
ART4	0	0	0	0	0	0	0	0	0
EVX1	0	0	0	0	0	0	0	0	0
PRM1	0	0	0	0	0	0	0	0	0
ZC3H12C	0	0	0	0	0	0	0	0	0
WDR38	0	0	0	0	0	0	0	0	0
MIR4690	0	0	0	0	0	0	0	0	0
S100A16	0	0	0	0	0	0	0	0	0
UQCC	0	0	0	0	0	0	0	0	0
RNA5SP343	0	0	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0	0	0	0
WWOX	0	0	0	0	0	0	0	0	0
OR4D2	0	0	1	0	0	0	0	0	0
CCDC23	0	0	0	0	0	0	0	0	0
GTSE1	0	0	0	0	0	0	0	0	0
DPRX	0	0	0	0	0	0	0	0	0
RNA5SP356	0	0	0	0	0	0	0	0	0
PLOD2	0	0	0	0	0	0	0	0	0
CHIT1	0	0	0	0	0	0	0	0	0
RPS24	0	0	0	0	0	0	0	0	0
KLF9	0	0	0	0	0	0	0	0	0
TTC27	0	0	0	0	0	0	0	0	0
OR4F29	0	0	0	0	0	0	0	0	0
MIA	0	0	0	0	0	0	0	0	0
PYROXD1	0	0	0	0	0	0	0	0	0
RN7SL371P	0	0	0	0	0	0	0	0	0
PCSK2	0	0	0	0	0	0	0	0	0
MIR5009	0	0	0	0	0	0	0	0	0
MORN5	0	0	0	0	0	0	0	0	0
RN7SL710P	0	0	0	0	0	0	0	0	0
ARID2	0	0	0	0	0	0	0	0	0
RMRPP1	0	0	0	0	0	0	0	0	0
RCC1	0	0	0	0	0	0	0	0	0
RN7SL716P	0	0	1	0	0	0	0	0	0
MIR670	0	0	0	0	0	0	0	0	0
RN7SL720P	0	0	0	0	0	0	0	0	0
LFNG	0	0	0	0	0	0	0	0	0
GYG2	0	0	0	0	0	0	0	0	0
RAB4B	0	0	0	0	0	0	0	0	0
CTSF	0	0	0	0	0	0	0	0	0
CAHM	0	0	0	0	0	0	0	0	0
BNIPL	0	0	0	0	0	0	0	0	0
ZBTB4	0	0	0	0	0	0	0	0	0
GNA13	0	0	1	0	0	0	0	0	0
TSPAN31	1	0	0	0	0	1	0	0	0
FBXO25	0	0	0	0	0	0	0	1	0
PRSS3P3	0	0	0	0	0	0	0	0	0
RN7SL36P	0	0	0	0	0	0	0	0	0
MBLAC1	0	0	0	0	0	0	0	0	0
RN7SL200P	0	0	0	0	0	0	0	0	0
ARL8A	0	0	0	0	0	0	0	0	0
MSTO1	0	0	0	0	0	0	0	0	0
CNKSR2	0	0	0	0	0	0	0	0	0
OR51B6	0	0	0	0	-1	0	0	0	0
PRSS41	0	0	0	0	0	0	0	0	0
AGA	0	0	0	0	0	0	0	0	0
MIR662	0	0	0	0	0	0	0	0	0
B9D2	0	0	0	0	0	0	0	0	0
CPZ	0	0	0	0	0	0	0	0	0
LINC00621	0	0	0	0	0	0	0	0	0
TMEM62	0	0	0	0	0	0	0	0	0
POLR2M	0	0	0	0	0	0	0	0	0
ATXN3L	0	0	0	0	0	0	0	0	0
OR10A4	0	0	0	0	-1	0	0	0	0
RN7SKP169	0	0	0	0	0	0	0	0	0
MRFAP1	0	0	0	0	0	0	0	0	0
SSBP2	0	0	0	0	0	0	0	0	0
MMP12	0	0	0	0	0	0	0	0	0
OR8B12	0	0	0	0	0	0	0	0	0
NME4	0	0	0	0	0	0	0	0	0
CDCA5	0	0	0	0	0	0	0	0	0
TNFSF13	0	0	0	0	0	0	0	0	0
MIR203	0	0	0	0	0	0	0	0	0
CARD16	0	0	0	0	0	0	0	0	0
REEP1	0	0	0	0	0	0	0	0	0
SERINC4	0	0	0	0	0	0	0	0	0
DLL4	0	0	0	0	0	0	0	0	0
IRF2BPL	0	0	0	0	0	0	0	0	0
MYOCD	0	0	0	0	0	0	0	0	0
NRROS	0	0	0	0	0	0	0	0	0
LINC00478	0	0	0	0	0	0	0	0	0
HTR3D	0	0	0	0	0	0	0	0	0
C9orf156	0	0	0	0	0	0	0	0	0
MIR4672	0	0	0	0	0	0	0	0	0
CHMP4C	0	0	0	0	0	0	0	0	0
CD68	0	0	0	0	0	0	0	0	0
SMARCA1	0	0	0	0	0	0	0	0	0
PROCA1	0	0	0	0	0	0	0	0	0
GCDH	0	0	0	0	0	0	0	0	0
APOF	0	0	0	0	0	0	0	0	0
WEE1	0	0	0	0	-1	0	0	0	0
RNU6ATAC11P	0	0	0	0	0	0	0	0	0
SSR4	0	0	0	0	0	0	0	0	0
SPAST	0	0	0	0	0	0	0	0	0
FLJ00104	0	0	0	0	0	0	0	0	0
CXCL17	0	0	0	0	0	0	0	0	0
MIR338	0	0	1	0	0	0	0	0	0
BSG	0	0	0	0	0	0	0	0	0
PARP8	0	0	0	0	0	0	0	0	0
RN7SKP154	0	0	0	0	0	0	0	0	0
TEAD4	0	0	0	0	0	0	0	0	0
ZNF215	0	0	0	0	-1	0	0	0	0
ZNF862	0	0	0	0	0	0	0	0	0
PDE7B	0	0	0	0	0	0	0	0	0
C14orf180	0	0	0	0	0	0	0	0	0
FN3K	0	0	1	0	0	0	0	0	0
TNRC6B	0	0	0	0	0	0	0	0	0
ARMC2	0	0	0	0	0	0	0	0	0
RERE	0	0	0	0	0	0	0	0	0
FGFBP1	0	0	0	0	0	0	0	0	0
TIMM8A	0	0	0	0	0	0	0	0	0
PIGB	0	0	0	0	0	0	0	0	0
LINGO3	0	0	0	0	0	0	0	0	0
AJAP1	0	0	0	0	0	0	0	0	0
ZNF608	0	0	0	0	0	0	0	0	0
RN7SL657P	0	0	0	0	0	0	0	0	0
TBATA	0	0	0	0	0	0	0	0	0
MIR335	0	0	0	0	0	0	0	0	0
SYP	0	0	0	0	0	0	0	0	0
POT1	0	0	0	0	0	0	0	0	0
TRAJ36	0	0	0	0	0	0	0	0	0
MYO1E	0	0	0	0	0	0	0	0	0
EEF1A2	0	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0	0
MIPEP	0	0	0	0	0	0	0	0	0
ZFX	0	0	0	0	0	0	0	0	0
HRNR	0	0	0	0	0	0	0	0	0
IGKJ4	0	0	0	0	0	0	0	0	0
RN7SL581P	0	0	0	0	0	0	0	0	0
RNA5SP233	0	0	0	0	0	0	0	0	0
RN7SKP266	0	0	0	0	0	0	0	0	0
LRFN4	0	0	0	0	0	0	0	0	0
VPS29	0	0	0	0	0	0	0	0	0
ZNF727	0	0	0	0	0	0	0	0	0
C4orf45	0	0	0	0	0	0	0	0	0
BPIFB4	0	0	0	0	0	0	0	0	0
FAM21A	0	0	0	0	0	0	0	0	0
RAB24	0	0	0	0	0	0	0	0	0
CARHSP1	0	0	0	0	0	0	0	0	0
GREM2	0	0	0	0	0	0	0	0	0
ARHGAP20	0	0	0	0	0	0	0	0	0
ZNF577	0	0	0	0	0	0	0	0	0
SLA2	0	0	0	0	0	0	0	0	0
SDS	0	0	0	0	0	0	0	0	0
MTUS2	0	0	0	0	0	0	0	0	0
SHC2	0	0	0	0	0	0	0	0	0
CASQ1	0	0	0	0	0	0	0	0	0
INPPL1	0	0	0	0	0	0	0	0	0
SLC25A40	0	0	0	0	0	0	0	0	0
ASB11	0	0	0	0	0	0	0	0	0
COL9A3	0	0	0	0	0	0	0	0	0
RN7SL365P	0	0	0	0	0	0	0	0	0
BUB3	0	0	0	0	0	0	0	0	0
FOXD2	0	0	0	0	0	0	0	0	0
C6orf211	0	0	0	0	0	0	0	0	0
IFFO1	0	0	0	0	0	0	0	0	0
LINC00704	0	0	0	0	0	0	0	0	0
PHGR1	0	0	0	0	0	0	0	0	0
MIR4525	0	0	1	0	0	0	0	0	0
MDGA1	0	0	0	0	0	0	0	0	0
SNORD124	0	0	0	0	0	0	0	0	0
VPS35	0	0	0	0	0	0	0	0	0
MIR3167	0	0	0	0	0	0	0	0	0
CNN2	0	0	0	0	0	0	0	0	0
WNT1	0	0	0	0	0	0	0	0	0
RN7SL568P	0	0	0	0	0	0	0	0	0
MIR4786	0	0	0	0	0	0	0	0	0
ASNA1	0	0	0	0	0	0	0	0	0
COL5A3	0	0	0	0	0	0	0	0	0
RHOD	0	0	0	0	0	0	0	0	0
ZC4H2	0	0	0	0	0	0	0	0	0
HEBP1	0	0	0	0	0	0	0	0	0
ZNF563	0	0	0	0	0	0	0	0	0
C1S	0	0	0	0	0	0	0	0	0
TCF7L1	0	0	0	0	0	0	0	0	0
MIR548T	0	0	0	0	0	0	0	0	0
UBASH3B	0	0	0	0	0	0	0	0	0
OR10Z1	0	0	0	0	0	0	0	0	0
RN7SL53P	0	0	0	0	0	0	0	0	0
ZCCHC6	0	0	0	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0	0	0	0
GGACT	0	0	0	0	0	0	0	0	0
DTX2	0	0	0	0	0	0	0	0	0
GLO1	0	0	0	0	0	0	0	0	0
CD302	0	0	0	0	0	0	0	0	0
C9orf129	0	0	0	0	0	0	0	0	0
MIR1282	0	0	0	0	0	0	0	0	0
ZNF835	0	0	0	0	0	0	0	0	0
RABIF	0	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0
SIRT7	0	0	1	0	0	0	0	0	0
DYRK3	0	0	0	0	0	0	0	0	0
PFAS	0	0	0	0	0	0	0	0	0
C1orf229	0	0	0	0	0	0	0	0	0
ALOXE3	0	0	0	0	0	0	0	0	0
PRR23C	0	0	0	0	0	0	0	0	0
MIR3177	0	0	0	0	0	0	0	0	0
RPLP0	0	0	0	0	0	0	0	0	0
ADGB	0	0	0	0	0	0	0	0	0
LINC00276	0	0	0	0	0	0	0	0	0
CDRT1	0	0	0	0	0	0	0	0	0
MIR548M	0	0	0	0	0	0	0	0	0
MKNK2	0	0	0	0	0	0	0	0	0
U2AF2	0	0	0	0	0	0	0	0	0
ZNF528	0	0	0	0	0	0	0	0	0
SEC16A	0	0	0	0	0	0	0	0	0
ZNF44	0	0	0	0	0	0	0	0	0
NOL4	0	0	0	0	0	0	0	0	0
YWHAG	0	0	0	0	0	0	0	0	0
CCS	0	0	0	0	0	0	0	0	0
MTFR2	0	0	0	0	0	0	0	0	0
MFSD7	0	0	0	0	0	0	0	0	0
ZNF555	0	0	0	0	0	0	0	0	0
IGF2BP2	0	0	0	0	0	0	0	0	0
MIR3157	0	0	0	0	0	0	0	0	0
OR1D5	0	0	0	0	0	0	0	0	0
TUBB8P7	0	0	0	0	0	0	0	0	0
CCR6	0	0	0	0	0	0	0	0	0
TSSC4	0	0	0	0	-1	0	0	0	0
AAR2	0	0	0	0	0	0	0	0	0
CNTLN	0	0	0	0	0	0	0	0	0
BPNT1	0	0	0	0	0	0	0	0	0
PLD2	0	0	0	0	0	0	0	0	0
NEK5	0	0	0	0	0	0	0	0	0
PALM	0	0	0	0	0	0	0	0	0
LINC00441	0	0	0	0	0	0	0	0	0
PUM2	0	0	0	0	0	0	0	0	0
SASH1	0	0	0	0	0	0	0	0	0
