sample_id	gene_symbol	type
132	DCTN2	MUTATED
132	DNAH7	MUTATED
132	DTX3	MUTATED
132	ENPEP	MUTATED
132	EVI5	MUTATED
132	FBXO5	EXPLAINED
132	PSMB8	EXPLAINED
132	PTTG1	EXPLAINED
132	UBE2C	EXPLAINED
132	ZWINT	EXPLAINED
132	GRB7	MUTATED
132	HBD	MUTATED
132	IL21R	MUTATED
132	JARID1D	MUTATED
132	KCNN3	MUTATED
132	KIF5A	MUTATED
132	TUBB6	EXPLAINED
132	MPO	MUTATED
132	MYO1B	MUTATED
132	NAP1L2	MUTATED
132	OR2L8	MUTATED
132	OR51G1	MUTATED
132	OS9	MUTATED
132	PCDH11X	MUTATED
132	PDHA2	MUTATED
132	PIP4K2C	MUTATED
132	SCIN	EXPLAINED
132	PRIC285	MUTATED
132	PTEN	MUTATED
132	RGS12	MUTATED
132	RGS4	EXPLAINED
132	RILP	MUTATED
132	SDC2	MUTATED
132	TNC	EXPLAINED
132	VCAN	EXPLAINED
132	SEMA3C	MUTATED
132	SERPINA5	MUTATED
132	SOCS6	MUTATED
132	SRPK1	MUTATED
132	TOP2A	EXPLAINED
132	TTK	EXPLAINED
132	STAB1	MUTATED
132	TCF4	MUTATED
132	TP53	MUTATED
132	TP53I3	EXPLAINED
132	TYMS	EXPLAINED
132	VCAN	EXPLAINED
132	VEGFA	EXPLAINED
132	YES1	EXPLAINED
132	ZWINT	EXPLAINED
132	TSFM	MUTATED
132	UGT2B17	MUTATED
132	WRN	MUTATED
133	AOX1	MUTATED
133	BCOR	MUTATED
133	CDK4	MUTATED
133	CDKN2A	EXPLAINED
133	CDKN2C	EXPLAINED
133	CHEK1	EXPLAINED
133	CKS1B	EXPLAINED
133	CKS2	EXPLAINED
133	CLK1	EXPLAINED
133	GMNN	EXPLAINED
133	IFI16	EXPLAINED
133	MCM2	EXPLAINED
133	MCM5	EXPLAINED
133	MCM7	EXPLAINED
133	MELK	EXPLAINED
133	NCAPD2	EXPLAINED
133	NCAPG	EXPLAINED
133	ORC6L	EXPLAINED
133	PBK	EXPLAINED
133	PCNA	EXPLAINED
133	POLE2	EXPLAINED
133	PRIM1	EXPLAINED
133	PSMB8	EXPLAINED
133	PSMB9	EXPLAINED
133	PTTG1	EXPLAINED
133	RFC2	EXPLAINED
133	RFC4	EXPLAINED
133	RRM2	EXPLAINED
133	SMC2	EXPLAINED
133	SMC4	EXPLAINED
133	STK17A	EXPLAINED
133	TIMELESS	EXPLAINED
133	TTK	EXPLAINED
133	TYMS	EXPLAINED
133	UBE2C	EXPLAINED
133	WEE1	EXPLAINED
133	ZWINT	EXPLAINED
133	CEP135	MUTATED
133	TUBB4	EXPLAINED
133	CHD8	MUTATED
133	CLOCK	MUTATED
133	CRY1	EXPLAINED
133	TIMELESS	EXPLAINED
133	COL17A1	MUTATED
133	FLNA	EXPLAINED
133	FLNC	EXPLAINED
133	LAMB1	EXPLAINED
133	LAMC1	EXPLAINED
133	MMP2	EXPLAINED
133	MMP9	EXPLAINED
133	NID1	EXPLAINED
133	NID2	EXPLAINED
133	PAK3	EXPLAINED
133	PAK6	EXPLAINED
133	PAK7	EXPLAINED
133	PLAU	EXPLAINED
133	SERPINE1	EXPLAINED
133	SV2B	EXPLAINED
133	TIMP1	EXPLAINED
133	TIMP4	EXPLAINED
133	TNFAIP6	EXPLAINED
133	VCAN	EXPLAINED
133	CTDSP2	MUTATED
133	CYP27B1	MUTATED
133	EXOC1	MUTATED
133	FABP2	MUTATED
133	FIP1L1	MUTATED
133	GGT2	MUTATED
133	GRID2	MUTATED
133	GRM8	MUTATED
133	KCNJ6	EXPLAINED
133	GSX2	MUTATED
133	HLA-DRB1	MUTATED
133	PSMB9	EXPLAINED
133	PTTG1	EXPLAINED
133	STAT4	EXPLAINED
133	UBE2C	EXPLAINED
133	ZNF395	EXPLAINED
133	ZWINT	EXPLAINED
133	HLA-DRB5	MUTATED
133	HOPX	MUTATED
133	IL2	MUTATED
133	NMI	EXPLAINED
133	NRAS	EXPLAINED
133	STAT4	EXPLAINED
133	ZNF395	EXPLAINED
133	KDR	MUTATED
133	VEGFA	EXPLAINED
133	YES1	EXPLAINED
133	KIR3DL2	MUTATED
133	KIT	MUTATED
133	NRAS	EXPLAINED
133	PDGFRA	EXPLAINED
133	SNAI2	EXPLAINED
133	VEGFA	EXPLAINED
133	YES1	EXPLAINED
133	LNX1	MUTATED
133	LRP2	MUTATED
133	MDK	EXPLAINED
133	PLAU	EXPLAINED
133	SERPINE1	EXPLAINED
133	MAD2L1	MUTATED
133	MLF1IP	EXPLAINED
133	NDC80	EXPLAINED
133	NUP107	EXPLAINED
133	NUP37	EXPLAINED
133	PSMB8	EXPLAINED
133	PSMB9	EXPLAINED
133	PTTG1	EXPLAINED
133	RACGAP1	EXPLAINED
133	RHOC	EXPLAINED
133	RICH2	EXPLAINED
133	SPC25	EXPLAINED
133	UBE2C	EXPLAINED
133	ZWILCH	EXPLAINED
133	ZWINT	EXPLAINED
133	MAP3K1	MUTATED
133	SPP1	EXPLAINED
133	MAPK1	MUTATED
133	NEFM	EXPLAINED
133	NRAS	EXPLAINED
133	PLA2G2A	EXPLAINED
133	PLAT	EXPLAINED
133	PLAU	EXPLAINED
133	PTPRR	EXPLAINED
133	SERPINE1	EXPLAINED
133	SNAI2	EXPLAINED
133	SNCA	EXPLAINED
133	SNCAIP	EXPLAINED
133	SNCB	EXPLAINED
133	TGIF1	EXPLAINED
133	UCHL1	EXPLAINED
133	YES1	EXPLAINED
133	MYO6	MUTATED
133	PAK3	EXPLAINED
133	NANOS1	MUTATED
133	NEUROG2	MUTATED
133	NLRP4	MUTATED
133	NMU	MUTATED
133	OR10S1	MUTATED
133	OR4C6	MUTATED
133	OR4P4	MUTATED
133	OR4S2	MUTATED
133	OR7A17	MUTATED
133	OS9	MUTATED
133	PAICS	MUTATED
133	PCDH11X	MUTATED
133	PDGFRA	MUTATED
133	VEGFA	EXPLAINED
133	YES1	EXPLAINED
133	PPAT	MUTATED
133	PRDM9	MUTATED
133	ZNF107	EXPLAINED
133	ZNF140	EXPLAINED
133	ZNF167	EXPLAINED
133	ZNF3	EXPLAINED
133	ZNF83	EXPLAINED
133	PTEN	MUTATED
133	PTPRS	MUTATED
133	RASGRP2	MUTATED
133	RGS12	MUTATED
133	RGS4	EXPLAINED
133	SCNN1G	MUTATED
133	SGCB	MUTATED
133	SPTA1	MUTATED
133	SRP72	MUTATED
133	TAF1L	MUTATED
133	TAF6	MUTATED
133	TG	MUTATED
133	TMF1	MUTATED
133	TNFSF8	MUTATED
133	TP53	MUTATED
133	TP53I3	EXPLAINED
133	TYMS	EXPLAINED
133	VCAN	EXPLAINED
133	VEGFA	EXPLAINED
133	YES1	EXPLAINED
133	ZWINT	EXPLAINED
133	TSFM	MUTATED
133	ZNF333	MUTATED
133	ZNF83	EXPLAINED
133	ZNF658	MUTATED
133	ZNF83	EXPLAINED
133	ZNF735	MUTATED
133	ZNF83	EXPLAINED
133	ZNF845	MUTATED
134	ABCC9	MUTATED
134	KCNJ8	EXPLAINED
134	ADCY6	MUTATED
134	GNAO1	EXPLAINED
134	GNG3	EXPLAINED
134	ALB	MUTATED
134	ALMS1	MUTATED
134	TUBB4	EXPLAINED
134	AOX1	MUTATED
134	ARNTL2	MUTATED
134	ASB13	MUTATED
134	BCAT1	MUTATED
134	BCL11A	MUTATED
134	BHLHB3	MUTATED
134	BICD1	MUTATED
134	CACNA1H	MUTATED
134	RYR3	EXPLAINED
134	CDKN2A	MUTATED
134	MCM2	EXPLAINED
134	CDKN2B	MUTATED
134	CLIC5	MUTATED
134	CREB1	MUTATED
134	CXCR4	EXPLAINED
134	HLA-DQB1	EXPLAINED
134	HLA-DRA	EXPLAINED
134	HLF	EXPLAINED
134	HMOX1	EXPLAINED
134	PCSK1	EXPLAINED
134	PLAT	EXPLAINED
134	PTPRC	EXPLAINED
134	SERPINE1	EXPLAINED
134	SERPING1	EXPLAINED
134	STON1	EXPLAINED
134	TIMP1	EXPLAINED
134	TRIM22	EXPLAINED
134	DNAH3	MUTATED
134	DNM1L	MUTATED
134	DYX1C1	MUTATED
134	EGFR	MUTATED
134	FGF13	EXPLAINED
134	LAMB2	EXPLAINED
134	LIMS1	EXPLAINED
134	PAK3	EXPLAINED
134	PDGFD	EXPLAINED
134	PLAT	EXPLAINED
134	RAP1GAP	EXPLAINED
134	SDC3	EXPLAINED
134	SERPINE1	EXPLAINED
134	SERPING1	EXPLAINED
134	SH3GL2	EXPLAINED
134	SV2B	EXPLAINED
134	THBS4	EXPLAINED
134	TNC	EXPLAINED
134	FANCD2	MUTATED
134	FAR2	MUTATED
134	FGD4	MUTATED
134	GYS2	MUTATED
134	HLA-DRB1	MUTATED
134	PTPRC	EXPLAINED
134	TRIM22	EXPLAINED
134	HLA-DRB5	MUTATED
134	HNF1B	MUTATED
134	IAPP	MUTATED
134	PCSK1	EXPLAINED
134	IPO8	MUTATED
134	TNFRSF1A	EXPLAINED
134	ITPR2	MUTATED
134	JARID1D	MUTATED
134	KCNG2	MUTATED
134	KCNJ8	MUTATED
134	KIAA0528	MUTATED
134	KRAS	MUTATED
134	LDHB	MUTATED
134	MED21	MUTATED
134	MLLT3	MUTATED
134	OR1B1	MUTATED
134	PIK3CG	MUTATED
134	VCAM1	EXPLAINED
134	PKP2	MUTATED
134	PPFIBP1	MUTATED
134	PTEN	MUTATED
134	PTHLH	MUTATED
134	PYROXD1	MUTATED
134	RECQL	MUTATED
134	SLCO1A2	MUTATED
134	SLCO1B1	MUTATED
134	SLCO1B3	MUTATED
134	SLCO1C1	MUTATED
134	SOX5	MUTATED
134	SPAG5	MUTATED
134	SRGAP3	MUTATED
134	SSPN	MUTATED
134	STAG2	MUTATED
134	STK38L	MUTATED
134	TTN	MUTATED
134	UGT2B17	MUTATED
134	XRCC5	MUTATED
134	YARS2	MUTATED
134	ZNF208	MUTATED
135	ABCC8	MUTATED
135	ADAMTS2	MUTATED
135	ADD2	MUTATED
135	AKR7A3	MUTATED
135	AMELY	MUTATED
135	APOF	MUTATED
135	ATG5	MUTATED
135	ATP8A1	MUTATED
135	ATP8A2	EXPLAINED
135	CASKIN1	MUTATED
135	CBL	MUTATED
135	EPHB6	EXPLAINED
135	FCER1G	EXPLAINED
135	FGF9	EXPLAINED
135	HCK	EXPLAINED
135	HLA-DRA	EXPLAINED
135	IL10RB	EXPLAINED
135	IL13RA1	EXPLAINED
135	IL8	EXPLAINED
135	ITGAV	EXPLAINED
135	ITGB2	EXPLAINED
135	LCP2	EXPLAINED
135	MMP9	EXPLAINED
135	NCF2	EXPLAINED
135	NRAS	EXPLAINED
135	OSMR	EXPLAINED
135	PAK3	EXPLAINED
135	PLAUR	EXPLAINED
135	PTPRC	EXPLAINED
135	SERPINE1	EXPLAINED
135	SH3GL2	EXPLAINED
135	SHC1	EXPLAINED
135	SMAD1	EXPLAINED
135	SNCA	EXPLAINED
135	SNCB	EXPLAINED
135	SPRY1	EXPLAINED
135	STAT4	EXPLAINED
135	TIMP1	EXPLAINED
135	TRIM22	EXPLAINED
135	VAMP8	EXPLAINED
135	VAV3	EXPLAINED
135	VEGFA	EXPLAINED
135	YES1	EXPLAINED
135	ZYX	EXPLAINED
135	CD24	MUTATED
135	CTNND2	MUTATED
135	CYP11A1	MUTATED
135	DDX3Y	MUTATED
135	DGCR8	MUTATED
135	DLGAP5	MUTATED
135	DNAH3	MUTATED
135	EDA	MUTATED
135	EFNB2	MUTATED
135	EPHB6	EXPLAINED
135	NRAS	EXPLAINED
135	SHC1	EXPLAINED
135	SPRY1	EXPLAINED
135	STAT4	EXPLAINED
135	VAV3	EXPLAINED
135	VEGFA	EXPLAINED
135	YES1	EXPLAINED
135	ZYX	EXPLAINED
135	EIF2S2	MUTATED
135	GBA	MUTATED
135	HCLS1	MUTATED
135	ITGB2	EXPLAINED
135	LCP2	EXPLAINED
135	LMO2	EXPLAINED
135	NRAS	EXPLAINED
135	PAK3	EXPLAINED
135	PTPRC	EXPLAINED
135	RBBP8	EXPLAINED
135	STAT4	EXPLAINED
135	TRIM22	EXPLAINED
135	VAV3	EXPLAINED
135	ZYX	EXPLAINED
135	HIPK1	MUTATED
135	ITGAX	MUTATED
135	ITGB2	EXPLAINED
135	LAMA5	EXPLAINED
135	LAMB1	EXPLAINED
135	LAMB2	EXPLAINED
135	LAMC1	EXPLAINED
135	LIMS1	EXPLAINED
135	MMP2	EXPLAINED
135	MMP9	EXPLAINED
135	NCF2	EXPLAINED
135	NID1	EXPLAINED
135	NID2	EXPLAINED
135	PAK3	EXPLAINED
135	PAK7	EXPLAINED
135	PLAU	EXPLAINED
135	PLAUR	EXPLAINED
135	SERPINE1	EXPLAINED
135	SHC1	EXPLAINED
135	SMAD1	EXPLAINED
135	SPARC	EXPLAINED
135	SPRY1	EXPLAINED
135	STAT4	EXPLAINED
135	SV2B	EXPLAINED
135	TIMP1	EXPLAINED
135	TNFAIP6	EXPLAINED
135	VAV3	EXPLAINED
135	VCAN	EXPLAINED
135	VEGFA	EXPLAINED
135	YES1	EXPLAINED
135	ZYX	EXPLAINED
135	JARID1D	MUTATED
135	MCF2	MUTATED
135	RHOC	EXPLAINED
135	VAV3	EXPLAINED
135	ZYX	EXPLAINED
135	NF1	MUTATED
135	NRAS	EXPLAINED
135	OR2M3	MUTATED
135	OR4C6	MUTATED
135	OR4P4	MUTATED
135	OR4S2	MUTATED
135	PCDH11Y	MUTATED
135	PCDH8	EXPLAINED
135	PDP2	MUTATED
135	PIK3R1	MUTATED
135	PRKD1	EXPLAINED
135	SHC1	EXPLAINED
135	SPRY1	EXPLAINED
135	STAT4	EXPLAINED
135	TPX2	EXPLAINED
135	VAV3	EXPLAINED
135	VEGFA	EXPLAINED
135	YES1	EXPLAINED
135	ZYX	EXPLAINED
135	PLCB1	MUTATED
135	RGS17	EXPLAINED
135	VEGFA	EXPLAINED
135	YES1	EXPLAINED
135	PRKY	MUTATED
135	PRPS1L1	MUTATED
135	PVRL4	MUTATED
135	RBMY1A1	MUTATED
135	RPS4Y1	MUTATED
135	SELE	MUTATED
135	SLC4A4	MUTATED
135	SMG5	MUTATED
135	SRY	MUTATED
135	SSTR4	MUTATED
135	TBL1Y	MUTATED
135	TDG	MUTATED
135	TMSB4Y	MUTATED
135	TTN	MUTATED
135	XCL1	MUTATED
135	ZNF77	MUTATED
136	ACACA	MUTATED
136	ANAPC1	MUTATED
136	BUB1B	EXPLAINED
136	CCNB1	EXPLAINED
136	CCNB2	EXPLAINED
136	CDC2	EXPLAINED
136	CDC20	EXPLAINED
136	CDK4	EXPLAINED
136	CDKN1A	EXPLAINED
136	MAD2L1	EXPLAINED
136	MCM2	EXPLAINED
136	MCM7	EXPLAINED
136	PBK	EXPLAINED
136	PCNA	EXPLAINED
136	POLD2	EXPLAINED
136	POLE2	EXPLAINED
136	PSMB8	EXPLAINED
136	PSMB9	EXPLAINED
136	RFC4	EXPLAINED
136	TP53	EXPLAINED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TTK	EXPLAINED
136	TYMS	EXPLAINED
136	UBE2C	EXPLAINED
136	WRN	EXPLAINED
136	ZWINT	EXPLAINED
136	APBA3	MUTATED
136	ATP8B4	MUTATED
136	CDKN2A	MUTATED
136	CDKN2C	EXPLAINED
136	HDAC1	EXPLAINED
136	MCM2	EXPLAINED
136	MCM7	EXPLAINED
136	MYC	EXPLAINED
136	PCNA	EXPLAINED
136	POLD2	EXPLAINED
136	POLE2	EXPLAINED
136	RFC4	EXPLAINED
136	SMAD4	EXPLAINED
136	TGIF1	EXPLAINED
136	TIMP1	EXPLAINED
136	TNC	EXPLAINED
136	TP53	EXPLAINED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TYMS	EXPLAINED
136	WRN	EXPLAINED
136	ZWINT	EXPLAINED
136	CDKN2B	MUTATED
136	MYC	EXPLAINED
136	SMAD1	EXPLAINED
136	SMAD4	EXPLAINED
136	TGIF1	EXPLAINED
136	TIMP1	EXPLAINED
136	TNC	EXPLAINED
136	TNFRSF11B	EXPLAINED
136	CLPP	MUTATED
136	COL14A1	MUTATED
136	ITGA7	EXPLAINED
136	LAMA2	EXPLAINED
136	LAMB1	EXPLAINED
136	LAMB2	EXPLAINED
136	LAMC1	EXPLAINED
136	LUM	EXPLAINED
136	MATN2	EXPLAINED
136	MMP2	EXPLAINED
136	NID1	EXPLAINED
136	NID2	EXPLAINED
136	PAK3	EXPLAINED
136	PAK6	EXPLAINED
136	PAK7	EXPLAINED
136	SV2B	EXPLAINED
136	TIMP1	EXPLAINED
136	TIMP4	EXPLAINED
136	TNC	EXPLAINED
136	TNFAIP6	EXPLAINED
136	TP53	EXPLAINED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TYMS	EXPLAINED
136	WRN	EXPLAINED
136	ZWINT	EXPLAINED
136	CYP7B1	MUTATED
136	DNAH3	MUTATED
136	EGFR	MUTATED
136	EPHA2	EXPLAINED
136	FGF13	EXPLAINED
136	FGF9	EXPLAINED
136	HDAC1	EXPLAINED
136	IRF1	EXPLAINED
136	LAMA2	EXPLAINED
136	LAMB1	EXPLAINED
136	LAMB2	EXPLAINED
136	LAMC1	EXPLAINED
136	MMP2	EXPLAINED
136	MYC	EXPLAINED
136	NID1	EXPLAINED
136	NID2	EXPLAINED
136	PAK3	EXPLAINED
136	PAK6	EXPLAINED
136	PAK7	EXPLAINED
136	PDGFC	EXPLAINED
136	PDGFD	EXPLAINED
136	PRKD3	EXPLAINED
136	RAP1GAP	EXPLAINED
136	SH3GL2	EXPLAINED
136	SMAD1	EXPLAINED
136	SMAD4	EXPLAINED
136	SPRY1	EXPLAINED
136	SPRY4	EXPLAINED
136	SV2B	EXPLAINED
136	TGIF1	EXPLAINED
136	TIMP1	EXPLAINED
136	TIMP4	EXPLAINED
136	TNC	EXPLAINED
136	TNFAIP6	EXPLAINED
136	TNFRSF11B	EXPLAINED
136	TP53	EXPLAINED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TYMS	EXPLAINED
136	WRN	EXPLAINED
136	YES1	EXPLAINED
136	ZWINT	EXPLAINED
136	ELAVL2	MUTATED
136	ELAVL4	EXPLAINED
136	HIST3H3	MUTATED
136	MCM2	EXPLAINED
136	MCM7	EXPLAINED
136	PCNA	EXPLAINED
136	POLD2	EXPLAINED
136	POLE2	EXPLAINED
136	POT1	EXPLAINED
136	RFC4	EXPLAINED
136	TP53	EXPLAINED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TYMS	EXPLAINED
136	WRN	EXPLAINED
136	ZWINT	EXPLAINED
136	IDE	MUTATED
136	IFNA1	MUTATED
136	IFNA10	MUTATED
136	IFNA14	MUTATED
136	IFNA16	MUTATED
136	IFNA17	MUTATED
136	IFNA2	MUTATED
136	IFNA21	MUTATED
136	IFNA4	MUTATED
136	IFNA5	MUTATED
136	IFNA6	MUTATED
136	IFNA7	MUTATED
136	IFNA8	MUTATED
136	IFNB1	MUTATED
136	IFNE1	MUTATED
136	IFNW1	MUTATED
136	JARID1D	MUTATED
136	JUP	MUTATED
136	MMP2	EXPLAINED
136	MYC	EXPLAINED
136	TIMP1	EXPLAINED
136	TIMP4	EXPLAINED
136	TP53	EXPLAINED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TYMS	EXPLAINED
136	WRN	EXPLAINED
136	ZBTB16	EXPLAINED
136	ZWINT	EXPLAINED
136	KCNH2	MUTATED
136	KLHL9	MUTATED
136	LPAR4	MUTATED
136	LRP2	MUTATED
136	MDK	EXPLAINED
136	MLLT3	MUTATED
136	NSD1	MUTATED
136	OPHN1	MUTATED
136	OR11H6	MUTATED
136	OR2C3	MUTATED
136	OR51M1	MUTATED
136	RIMS2	MUTATED
136	SCNN1A	MUTATED
136	SEC61G	MUTATED
136	SEPT14	MUTATED
136	SIRT3	MUTATED
136	SLC26A3	MUTATED
136	SLK	MUTATED
136	SPRR1A	MUTATED
136	SRRM2	MUTATED
136	TGM3	MUTATED
136	TLR9	MUTATED
136	TP53	MUTATED
136	TP53I3	EXPLAINED
136	TRIM22	EXPLAINED
136	TYMS	EXPLAINED
136	WRN	EXPLAINED
136	ZWINT	EXPLAINED
136	TRIP12	MUTATED
136	TRPM2	MUTATED
136	VAV1	MUTATED
136	ZYX	EXPLAINED
136	ZNF713	MUTATED
136	ZNF83	EXPLAINED
136	ZPBP	MUTATED
136	ZZZ3	MUTATED
137	ASB13	MUTATED
137	ATP2B2	MUTATED
137	BPY2	MUTATED
137	CACNA1I	MUTATED
137	RYR2	EXPLAINED
137	CDKN2A	MUTATED
137	CDKN2C	EXPLAINED
137	MCM2	EXPLAINED
137	MCM7	EXPLAINED
137	PCNA	EXPLAINED
137	POLE2	EXPLAINED
137	RFC2	EXPLAINED
137	SMAD4	EXPLAINED
137	TGIF1	EXPLAINED
137	TIMP1	EXPLAINED
137	TNC	EXPLAINED
137	VCAN	EXPLAINED
137	VIP	EXPLAINED
137	VIPR1	EXPLAINED
137	CDKN2B	MUTATED
137	SMAD1	EXPLAINED
137	SMAD4	EXPLAINED
137	TGIF1	EXPLAINED
137	TIMP1	EXPLAINED
137	TNC	EXPLAINED
137	VCAN	EXPLAINED
137	VIP	EXPLAINED
137	VIPR1	EXPLAINED
137	COL4A4	MUTATED
137	FLNA	EXPLAINED
137	FLNC	EXPLAINED
137	ITGA7	EXPLAINED
137	ITGB8	EXPLAINED
137	LAMA2	EXPLAINED
137	LAMB1	EXPLAINED
137	LAMB2	EXPLAINED
137	LAMC1	EXPLAINED
137	LIMS1	EXPLAINED
137	NID1	EXPLAINED
137	NID2	EXPLAINED
137	PAK3	EXPLAINED
137	PAK6	EXPLAINED
137	PAK7	EXPLAINED
137	PLAU	EXPLAINED
137	RELN	EXPLAINED
137	SPARC	EXPLAINED
137	SPP1	EXPLAINED
137	SV2B	EXPLAINED
137	TNC	EXPLAINED
137	TNFAIP6	EXPLAINED
137	VCAN	EXPLAINED
137	VEGFA	EXPLAINED
137	YES1	EXPLAINED
137	CSE1L	MUTATED
137	DAZ1	MUTATED
137	DAZ4	MUTATED
137	DMD	MUTATED
137	LAMA2	EXPLAINED
137	LAMB1	EXPLAINED
137	LAMB2	EXPLAINED
137	LAMC1	EXPLAINED
137	LIMS1	EXPLAINED
137	NID1	EXPLAINED
137	NID2	EXPLAINED
137	PAK3	EXPLAINED
137	PAK6	EXPLAINED
137	PAK7	EXPLAINED
137	PLAU	EXPLAINED
137	SPARC	EXPLAINED
137	SV2B	EXPLAINED
137	TNFAIP6	EXPLAINED
137	TNNT1	EXPLAINED
137	VCAN	EXPLAINED
137	VEGFA	EXPLAINED
137	YES1	EXPLAINED
137	EGFR	MUTATED
137	FGF13	EXPLAINED
137	FGF9	EXPLAINED
137	LAMA2	EXPLAINED
137	LAMB1	EXPLAINED
137	LAMB2	EXPLAINED
137	LAMC1	EXPLAINED
137	LIMS1	EXPLAINED
137	NID1	EXPLAINED
137	NID2	EXPLAINED
137	NRAS	EXPLAINED
137	PAK3	EXPLAINED
137	PAK6	EXPLAINED
137	PAK7	EXPLAINED
137	PDGFC	EXPLAINED
137	PLAT	EXPLAINED
137	PLAU	EXPLAINED
137	PRKD1	EXPLAINED
137	PRKD3	EXPLAINED
137	SH3GL2	EXPLAINED
137	SMAD1	EXPLAINED
137	SMAD4	EXPLAINED
137	SPARC	EXPLAINED
137	SPRY4	EXPLAINED
137	STAT4	EXPLAINED
137	SV2B	EXPLAINED
137	TGIF1	EXPLAINED
137	TIMP1	EXPLAINED
137	TNC	EXPLAINED
137	TNFAIP6	EXPLAINED
137	VAMP8	EXPLAINED
137	VCAN	EXPLAINED
137	VEGFA	EXPLAINED
137	VIP	EXPLAINED
137	VIPR1	EXPLAINED
137	YES1	EXPLAINED
137	EIF2C3	MUTATED
137	ELAVL2	MUTATED
137	ENO2	MUTATED
137	EPB41	MUTATED
137	FAT1	MUTATED
137	FLG	MUTATED
137	FRK	MUTATED
137	SNCA	EXPLAINED
137	SNCB	EXPLAINED
137	UCHL1	EXPLAINED
137	YES1	EXPLAINED
137	FTHL17	MUTATED
137	GK	MUTATED
137	HLA-DQB1	MUTATED
137	PSMB9	EXPLAINED
137	PTPRC	EXPLAINED
137	TRIM22	EXPLAINED
137	UBE2C	EXPLAINED
137	IFNA1	MUTATED
137	IFNA10	MUTATED
137	IFNA14	MUTATED
137	IFNA16	MUTATED
137	IFNA17	MUTATED
137	IFNA2	MUTATED
137	IFNA4	MUTATED
137	IFNA5	MUTATED
137	IFNA6	MUTATED
137	IFNA7	MUTATED
137	IFNA8	MUTATED
137	IFNE1	MUTATED
137	KLHL9	MUTATED
137	MAP3K7IP3	MUTATED
137	MLL2	MUTATED
137	SMAD1	EXPLAINED
137	SMAD4	EXPLAINED
137	TGIF1	EXPLAINED
137	TIMP1	EXPLAINED
137	TNC	EXPLAINED
137	VCAN	EXPLAINED
137	VIP	EXPLAINED
137	VIPR1	EXPLAINED
137	MTDH	MUTATED
137	MYLK3	MUTATED
137	PAK3	EXPLAINED
137	PAK6	EXPLAINED
137	PAK7	EXPLAINED
137	NPM1	MUTATED
137	PCNA	EXPLAINED
137	POLE2	EXPLAINED
137	RFC2	EXPLAINED
137	SFRS12	EXPLAINED
137	NR0B1	MUTATED
137	NRF1	MUTATED
137	NUP153	MUTATED
137	NUP205	EXPLAINED
137	NUP37	EXPLAINED
137	SMAD4	EXPLAINED
137	TGIF1	EXPLAINED
137	TIMP1	EXPLAINED
137	TNC	EXPLAINED
137	VCAN	EXPLAINED
137	VIP	EXPLAINED
137	VIPR1	EXPLAINED
137	ZWINT	EXPLAINED
137	NUP62	MUTATED
137	OR4K1	MUTATED
137	OR4K2	MUTATED
137	OR4K5	MUTATED
137	OR4M1	MUTATED
137	OR4N2	MUTATED
137	OR4Q3	MUTATED
137	PLCL1	MUTATED
137	RGS4	EXPLAINED
137	POLI	MUTATED
137	PPIAL4	MUTATED
137	PRSS2	MUTATED
137	RAB11FIP1	MUTATED
137	RBMY1A1	MUTATED
137	SEPT11	MUTATED
137	SH2D3A	MUTATED
137	SLC26A8	MUTATED
137	SVEP1	MUTATED
137	SYT16	MUTATED
137	TFPI2	MUTATED
137	TJP3	MUTATED
137	TNS3	MUTATED
137	TTN	MUTATED
137	VASP	MUTATED
137	ZYX	EXPLAINED
137	VPS13B	MUTATED
137	ZNF10	MUTATED
137	ZNF107	EXPLAINED
137	ZNF140	EXPLAINED
137	ZNF167	EXPLAINED
137	ZNF3	EXPLAINED
138	ADAMTS16	MUTATED
138	ANK1	MUTATED
138	ANK3	EXPLAINED
138	CACNA1S	MUTATED
138	RYR2	EXPLAINED
138	CCT2	MUTATED
138	TUBA4A	EXPLAINED
138	TUBB4	EXPLAINED
138	CD96	MUTATED
138	CDC2L1	MUTATED
138	PCNA	EXPLAINED
138	POLE2	EXPLAINED
138	TP53	EXPLAINED
138	TP53I3	EXPLAINED
138	TRIM22	EXPLAINED
138	TUBA4A	EXPLAINED
138	TUBB4	EXPLAINED
138	TYMS	EXPLAINED
138	VCAN	EXPLAINED
138	VEGFA	EXPLAINED
138	WRN	EXPLAINED
138	YES1	EXPLAINED
138	CDC2L2	MUTATED
138	CDKN2A	MUTATED
138	CDKN2C	EXPLAINED
138	MCM2	EXPLAINED
138	POLE2	EXPLAINED
138	SMAD4	EXPLAINED
138	TGIF1	EXPLAINED
138	TIMP1	EXPLAINED
138	TNC	EXPLAINED
138	TP53	EXPLAINED
138	TP53I3	EXPLAINED
138	TRIM22	EXPLAINED
138	TUBA4A	EXPLAINED
138	TUBB4	EXPLAINED
138	TYMS	EXPLAINED
138	VCAN	EXPLAINED
138	VEGFA	EXPLAINED
