GENE	TYPE	SAMPLE_ID	MODULE
IGKC	PHENOTYPE	52	3
LYN	PHENOTYPE	52	3
NRAS	PHENOTYPE	52	3
PAK3	PHENOTYPE	52	3
PSMB8	PHENOTYPE	52	3
PSMB9	PHENOTYPE	52	3
STAT1	PHENOTYPE	52	3
TRIM22	PHENOTYPE	52	3
VCAM1	PHENOTYPE	52	3
IRF7	PHENOTYPE	52	3
PSMB9	PHENOTYPE	52	3
STAT1	PHENOTYPE	52	3
TLR2	PHENOTYPE	52	3
TRIM22	PHENOTYPE	52	3
MDK	PHENOTYPE	52	3
PLAU	PHENOTYPE	52	3
PLAUR	PHENOTYPE	52	3
SERPINE1	PHENOTYPE	52	3
STAT1	PHENOTYPE	52	3
TRIM22	PHENOTYPE	52	3
HLA-F	EXPLAINED	52	3
LCP2	EXPLAINED	52	3
LILRB1	EXPLAINED	52	3
NCF4	EXPLAINED	52	3
PTPRC	EXPLAINED	52	3
SLA	EXPLAINED	52	3
SP110	EXPLAINED	52	3
TAP1	EXPLAINED	52	3
TIMP1	EXPLAINED	52	3
TNFRSF1A	EXPLAINED	52	3
TNFRSF1B	EXPLAINED	52	3
VIP	EXPLAINED	52	3
VIPR1	EXPLAINED	52	3
ISG20	EXPLAINED	52	3
ITGB2	EXPLAINED	52	3
LAPTM5	EXPLAINED	52	3
MYD88	EXPLAINED	52	3
SRGN	EXPLAINED	52	3
TIMP1	EXPLAINED	52	3
TLR1	EXPLAINED	52	3
TLR3	EXPLAINED	52	3
TNFRSF1A	EXPLAINED	52	3
TNFRSF1B	EXPLAINED	52	3
VIP	EXPLAINED	52	3
VIPR1	EXPLAINED	52	3
SERPINB6	EXPLAINED	52	3
TIMP1	EXPLAINED	52	3
TNFRSF1A	EXPLAINED	52	3
TNFRSF1B	EXPLAINED	52	3
VIP	EXPLAINED	52	3
VIPR1	EXPLAINED	52	3
HSPG2	DRIVER	52	4
ITGA2	PHENOTYPE	52	4
LIMS1	PHENOTYPE	52	4
RELN	PHENOTYPE	52	4
TNC	PHENOTYPE	52	4
VCAN	PHENOTYPE	52	4
ITGB2	EXPLAINED	52	4
ITGB5	EXPLAINED	52	4
SPP1	EXPLAINED	52	4
MCM7	DRIVER	52	5
PCNA	PHENOTYPE	52	5
SEC61G	DRIVER	52	6
SSR3	PHENOTYPE	52	6
APH1A	DRIVER	53	0
EGFR	DRIVER	53	0
COL22A1	DRIVER	53	0
EZR	DRIVER	53	0
CDKN2A	DRIVER	53	0
CDKN2B	DRIVER	53	0
LRP1	DRIVER	53	0
COL6A3	PHENOTYPE	53	0
ERBB4	PHENOTYPE	53	0
FN1	PHENOTYPE	53	0
LAMB1	PHENOTYPE	53	0
LAMC1	PHENOTYPE	53	0
LIMS1	PHENOTYPE	53	0
MSN	PHENOTYPE	53	0
NID1	PHENOTYPE	53	0
PAK3	PHENOTYPE	53	0
PAK6	PHENOTYPE	53	0
PAK7	PHENOTYPE	53	0
PLAU	PHENOTYPE	53	0
PLAUR	PHENOTYPE	53	0
PRKD1	PHENOTYPE	53	0
STAT1	PHENOTYPE	53	0
STAT4	PHENOTYPE	53	0
SV2B	PHENOTYPE	53	0
TRIM22	PHENOTYPE	53	0
VCAM1	PHENOTYPE	53	0
VCAN	PHENOTYPE	53	0
ERBB4	PHENOTYPE	53	0
FGF12	PHENOTYPE	53	0
FGF13	PHENOTYPE	53	0
FGF9	PHENOTYPE	53	0
FOS	PHENOTYPE	53	0
HOXC10	PHENOTYPE	53	0
IRF1	PHENOTYPE	53	0
LAMB1	PHENOTYPE	53	0
LAMC1	PHENOTYPE	53	0
LIMS1	PHENOTYPE	53	0
MYC	PHENOTYPE	53	0
NID1	PHENOTYPE	53	0
PAK3	PHENOTYPE	53	0
PAK6	PHENOTYPE	53	0
PAK7	PHENOTYPE	53	0
PDGFC	PHENOTYPE	53	0
PLAT	PHENOTYPE	53	0
PLAU	PHENOTYPE	53	0
PLAUR	PHENOTYPE	53	0
PRKD1	PHENOTYPE	53	0
RAP1GAP	PHENOTYPE	53	0
SERPING1	PHENOTYPE	53	0
SH3GL2	PHENOTYPE	53	0
STAT1	PHENOTYPE	53	0
STAT4	PHENOTYPE	53	0
SV2B	PHENOTYPE	53	0
TNC	PHENOTYPE	53	0
TRIM22	PHENOTYPE	53	0
VCAN	PHENOTYPE	53	0
VEGFA	PHENOTYPE	53	0
FN1	PHENOTYPE	53	0
ITGA2	PHENOTYPE	53	0
LAMB1	PHENOTYPE	53	0
LAMC1	PHENOTYPE	53	0
LIMS1	PHENOTYPE	53	0
NID1	PHENOTYPE	53	0
PAK3	PHENOTYPE	53	0
PAK6	PHENOTYPE	53	0
PAK7	PHENOTYPE	53	0
PLAU	PHENOTYPE	53	0
PLAUR	PHENOTYPE	53	0
RELN	PHENOTYPE	53	0
SV2B	PHENOTYPE	53	0
TNC	PHENOTYPE	53	0
VCAN	PHENOTYPE	53	0
MSN	PHENOTYPE	53	0
TRIM22	PHENOTYPE	53	0
VCAM1	PHENOTYPE	53	0
CDKN2C	PHENOTYPE	53	0
MYC	PHENOTYPE	53	0
LTF	PHENOTYPE	53	0
MDK	PHENOTYPE	53	0
PLAT	PHENOTYPE	53	0
PLAU	PHENOTYPE	53	0
PLAUR	PHENOTYPE	53	0
SERPING1	PHENOTYPE	53	0
STAT1	PHENOTYPE	53	0
STAT4	PHENOTYPE	53	0
TRIM22	PHENOTYPE	53	0
VCAN	PHENOTYPE	53	0
CD44	EXPLAINED	53	0
COL1A2	EXPLAINED	53	0
COL3A1	EXPLAINED	53	0
COL4A1	EXPLAINED	53	0
COL4A2	EXPLAINED	53	0
COL5A1	EXPLAINED	53	0
COL5A2	EXPLAINED	53	0
EGFR	EXPLAINED	53	0
IGFBP3	EXPLAINED	53	0
IGFBP5	EXPLAINED	53	0
PTPRC	EXPLAINED	53	0
SPP1	EXPLAINED	53	0
SRGN	EXPLAINED	53	0
THBD	EXPLAINED	53	0
TIMP1	EXPLAINED	53	0
TNFRSF1A	EXPLAINED	53	0
VIP	EXPLAINED	53	0
VIPR1	EXPLAINED	53	0
THBD	EXPLAINED	53	0
TIMP1	EXPLAINED	53	0
TNFRSF1A	EXPLAINED	53	0
VIP	EXPLAINED	53	0
VIPR1	EXPLAINED	53	0
FLNA	EXPLAINED	53	0
ITGA5	EXPLAINED	53	0
ITGB2	EXPLAINED	53	0
SPP1	EXPLAINED	53	0
THBD	EXPLAINED	53	0
PTPRC	EXPLAINED	53	0
SRGN	EXPLAINED	53	0
LYZ	EXPLAINED	53	0
THBD	EXPLAINED	53	0
TIMP1	EXPLAINED	53	0
TNFRSF1A	EXPLAINED	53	0
VIP	EXPLAINED	53	0
VIPR1	EXPLAINED	53	0
RYR2	DRIVER	53	1
SEC61G	DRIVER	53	2
TTN	DRIVER	53	3
AMELY	DRIVER	54	0
DAZ1	DRIVER	54	1
NCAN	DRIVER	54	2
TNC	PHENOTYPE	54	2
VCAN	PHENOTYPE	54	2
NF1	DRIVER	54	3
PCDH11Y	DRIVER	54	4
PTEN	DRIVER	54	5
PTPN6	DRIVER	54	5
SPRY1	PHENOTYPE	54	5
SPRY4	PHENOTYPE	54	5
VEGFA	PHENOTYPE	54	5
SPRY1	PHENOTYPE	54	5
SPRY4	PHENOTYPE	54	5
TRIM22	PHENOTYPE	54	5
VEGFA	PHENOTYPE	54	5
SHC1	EXPLAINED	54	5
PTPRC	EXPLAINED	54	5
SHC1	EXPLAINED	54	5
TNFAIP8	EXPLAINED	54	5
TNFRSF1A	EXPLAINED	54	5
TNFRSF1B	EXPLAINED	54	5
A2M	DRIVER	55	0
MMP2	EXPLAINED	55	0
PROS1	EXPLAINED	55	0
TIMP1	EXPLAINED	55	0
TIMP4	EXPLAINED	55	0
CDH23	DRIVER	55	1
SNAI2	PHENOTYPE	55	1
RDX	EXPLAINED	55	1
COL3A1	DRIVER	55	2
EGFR	DRIVER	55	2
HLA-DRB1	DRIVER	55	2
CTNNB1	DRIVER	55	2
KDR	DRIVER	55	2
ITGA2	PHENOTYPE	55	2
LAMB1	PHENOTYPE	55	2
LAMC1	PHENOTYPE	55	2
NID1	PHENOTYPE	55	2
PAK3	PHENOTYPE	55	2
PAK6	PHENOTYPE	55	2
PAK7	PHENOTYPE	55	2
RELN	PHENOTYPE	55	2
SV2B	PHENOTYPE	55	2
TNC	PHENOTYPE	55	2
VCAN	PHENOTYPE	55	2
FGF13	PHENOTYPE	55	2
FGF9	PHENOTYPE	55	2
LAMB1	PHENOTYPE	55	2
LAMC1	PHENOTYPE	55	2
MYC	PHENOTYPE	55	2
NID1	PHENOTYPE	55	2
PAK3	PHENOTYPE	55	2
PAK6	PHENOTYPE	55	2
PAK7	PHENOTYPE	55	2
SH3GL2	PHENOTYPE	55	2
SPRY1	PHENOTYPE	55	2
SPRY4	PHENOTYPE	55	2
STAT4	PHENOTYPE	55	2
SV2B	PHENOTYPE	55	2
TNC	PHENOTYPE	55	2
VCAN	PHENOTYPE	55	2
VEGFA	PHENOTYPE	55	2
MBP	PHENOTYPE	55	2
MOG	PHENOTYPE	55	2
PLP1	PHENOTYPE	55	2
STAT4	PHENOTYPE	55	2
SMAD4	PHENOTYPE	55	2
TGIF1	PHENOTYPE	55	2
TNC	PHENOTYPE	55	2
VCAN	PHENOTYPE	55	2
VEGFA	PHENOTYPE	55	2
ZYX	PHENOTYPE	55	2
VEGFA	PHENOTYPE	55	2
FLNA	EXPLAINED	55	2
MMP2	EXPLAINED	55	2
SV2C	EXPLAINED	55	2
TIMP1	EXPLAINED	55	2
TIMP4	EXPLAINED	55	2
YWHAH	EXPLAINED	55	2
MMP2	EXPLAINED	55	2
SV2C	EXPLAINED	55	2
TIMP1	EXPLAINED	55	2
TIMP4	EXPLAINED	55	2
YWHAH	EXPLAINED	55	2
EGFR	EXPLAINED	55	2
FZD7	EXPLAINED	55	2
GNAO1	EXPLAINED	55	2
GNG12	EXPLAINED	55	2
GNG3	EXPLAINED	55	2
LIMA1	EXPLAINED	55	2
MMP2	EXPLAINED	55	2
SALL1	EXPLAINED	55	2
TIMP1	EXPLAINED	55	2
TIMP4	EXPLAINED	55	2
TOP2A	EXPLAINED	55	2
VIP	EXPLAINED	55	2
VIPR1	EXPLAINED	55	2
PTCH1	DRIVER	55	3
TUBB4	PHENOTYPE	55	3
PTEN	DRIVER	55	4
RYR2	DRIVER	55	5
RYR3	EXPLAINED	55	5
SEC61G	DRIVER	55	6
AMELY	DRIVER	56	0
COL1A2	DRIVER	56	1
LAMC1	PHENOTYPE	56	1
NID1	PHENOTYPE	56	1
PAK3	PHENOTYPE	56	1
PAK6	PHENOTYPE	56	1
PAK7	PHENOTYPE	56	1
SPARC	PHENOTYPE	56	1
SV2B	PHENOTYPE	56	1
TGFBI	PHENOTYPE	56	1
VCAN	PHENOTYPE	56	1
MMP2	EXPLAINED	56	1
TIMP4	EXPLAINED	56	1
DAZ1	DRIVER	56	2
FGB	DRIVER	56	3
HLA-DRB1	DRIVER	56	4
MBP	PHENOTYPE	56	4
PCDH11Y	DRIVER	56	5
PKN1	DRIVER	56	6
TUBA4A	PHENOTYPE	56	6
TUBB4	PHENOTYPE	56	6
PRKAR2B	EXPLAINED	56	6
PLCG2	DRIVER	56	7
SPRY4	PHENOTYPE	56	7
YES1	PHENOTYPE	56	7
PPP3R1	EXPLAINED	56	7
RGS4	EXPLAINED	56	7
SMC3	DRIVER	56	8
SMC4	PHENOTYPE	56	8
TTN	DRIVER	56	9
CDKN2A	DRIVER	57	0
CDKN2C	PHENOTYPE	57	0
CDKN2B	DRIVER	57	1
EGFR	DRIVER	57	2
FGF13	PHENOTYPE	57	2
RAP1GAP	PHENOTYPE	57	2
SH3GL2	PHENOTYPE	57	2
TNC	PHENOTYPE	57	2
VCAN	PHENOTYPE	57	2
ELAVL2	DRIVER	57	3
ELAVL4	PHENOTYPE	57	3
HLA-DRB1	DRIVER	57	4
PSMB9	PHENOTYPE	57	4
IFNA1	DRIVER	57	5
SEC61G	DRIVER	57	6
AMELY	DRIVER	58	0
ATN1	DRIVER	58	1
CD79B	DRIVER	58	1
MBP	PHENOTYPE	58	1
PSMB9	PHENOTYPE	58	1
HLA-DMB	EXPLAINED	58	1
HLA-DPA1	EXPLAINED	58	1
HLA-DPB1	EXPLAINED	58	1
HLA-DQA1	EXPLAINED	58	1
HLA-DQB1	EXPLAINED	58	1
HLA-DRA	EXPLAINED	58	1
SH3BP5	EXPLAINED	58	1
SRGN	EXPLAINED	58	1
UBE2C	EXPLAINED	58	1
C3	DRIVER	58	2
VSIG4	PHENOTYPE	58	2
CFI	EXPLAINED	58	2
KDR	DRIVER	58	3
PCDH11Y	DRIVER	58	4
PCDH8	PHENOTYPE	58	4
PCDH9	PHENOTYPE	58	4
PIK3R1	DRIVER	58	5
VCAM1	PHENOTYPE	58	5
TP53	DRIVER	58	6
TP53I3	PHENOTYPE	58	6
TUBA4A	PHENOTYPE	58	6
TUBB4	PHENOTYPE	58	6
TYMS	PHENOTYPE	58	6
VCAN	PHENOTYPE	58	6
ZWINT	PHENOTYPE	58	6
TTN	DRIVER	58	7
ATRX	DRIVER	59	0
EZH2	PHENOTYPE	59	0
CDK4	DRIVER	59	1
MAPK13	DRIVER	59	1
MAPK14	DRIVER	59	1
PIK3R1	DRIVER	59	1
PIM1	DRIVER	59	1
TP53	DRIVER	59	1
CDKN2C	PHENOTYPE	59	1
CKS1B	PHENOTYPE	59	1
CKS2	PHENOTYPE	59	1
CLK1	PHENOTYPE	59	1
MCM2	PHENOTYPE	59	1
MCM5	PHENOTYPE	59	1
MCM7	PHENOTYPE	59	1
MELK	PHENOTYPE	59	1
MYC	PHENOTYPE	59	1
NCAPD2	PHENOTYPE	59	1
NCAPG	PHENOTYPE	59	1
ORC6L	PHENOTYPE	59	1
PBK	PHENOTYPE	59	1
PCNA	PHENOTYPE	59	1
PSMB8	PHENOTYPE	59	1
PSMB9	PHENOTYPE	59	1
RFC4	PHENOTYPE	59	1
RRM2	PHENOTYPE	59	1
SMAD4	PHENOTYPE	59	1
SMC2	PHENOTYPE	59	1
SMC4	PHENOTYPE	59	1
STAT1	PHENOTYPE	59	1
STAT4	PHENOTYPE	59	1
TGIF1	PHENOTYPE	59	1
TNC	PHENOTYPE	59	1
TRIM22	PHENOTYPE	59	1
TYMS	PHENOTYPE	59	1
VCAN	PHENOTYPE	59	1
ZWINT	PHENOTYPE	59	1
MYC	PHENOTYPE	59	1
PBK	PHENOTYPE	59	1
STAT1	PHENOTYPE	59	1
STAT4	PHENOTYPE	59	1
TRIM22	PHENOTYPE	59	1
MYC	PHENOTYPE	59	1
NCAPD2	PHENOTYPE	59	1
NCAPG	PHENOTYPE	59	1
ORC6L	PHENOTYPE	59	1
PAK3	PHENOTYPE	59	1
PCNA	PHENOTYPE	59	1
RBBP8	PHENOTYPE	59	1
RFC4	PHENOTYPE	59	1
SMC2	PHENOTYPE	59	1
SMC4	PHENOTYPE	59	1
STAT1	PHENOTYPE	59	1
STAT4	PHENOTYPE	59	1
TRIM22	PHENOTYPE	59	1
PRKD1	PHENOTYPE	59	1
SCG2	PHENOTYPE	59	1
STAT1	PHENOTYPE	59	1
STAT4	PHENOTYPE	59	1
TLR2	PHENOTYPE	59	1
TPX2	PHENOTYPE	59	1
TRIM22	PHENOTYPE	59	1
VCAM1	PHENOTYPE	59	1
STAT1	PHENOTYPE	59	1
STAT4	PHENOTYPE	59	1
TRIM22	PHENOTYPE	59	1
TP53I3	PHENOTYPE	59	1
TRIM22	PHENOTYPE	59	1
TUBA4A	PHENOTYPE	59	1
TYMS	PHENOTYPE	59	1
VCAN	PHENOTYPE	59	1
ZWINT	PHENOTYPE	59	1
CHEK1	EXPLAINED	59	1
IFI16	EXPLAINED	59	1
MAPK14	EXPLAINED	59	1
PRIM1	EXPLAINED	59	1
PTPRC	EXPLAINED	59	1
PTTG1	EXPLAINED	59	1
RFC5	EXPLAINED	59	1
SMC3	EXPLAINED	59	1
SP110	EXPLAINED	59	1
SRPK1	EXPLAINED	59	1
TCF7L1	EXPLAINED	59	1
TIMELESS	EXPLAINED	59	1
TOP2A	EXPLAINED	59	1
TTK	EXPLAINED	59	1
UBE2C	EXPLAINED	59	1
MAPK14	EXPLAINED	59	1
NEFL	EXPLAINED	59	1
NEFM	EXPLAINED	59	1
PLA2G4A	EXPLAINED	59	1
PTPRR	EXPLAINED	59	1
SRPK1	EXPLAINED	59	1
TOP2A	EXPLAINED	59	1
TTK	EXPLAINED	59	1
NEFL	EXPLAINED	59	1
NEFM	EXPLAINED	59	1
PLA2G4A	EXPLAINED	59	1
PRIM1	EXPLAINED	59	1
PTPRR	EXPLAINED	59	1
RFC5	EXPLAINED	59	1
SMC3	EXPLAINED	59	1
TLR7	EXPLAINED	59	1
CTDSP2	DRIVER	59	2
CYP27B1	DRIVER	59	3
GLI1	DRIVER	59	4
SLIT2	PHENOTYPE	59	4
ZIC1	PHENOTYPE	59	4
GNAO1	EXPLAINED	59	4
WNT5A	EXPLAINED	59	4
COL12A1	DRIVER	60	0
TP53	DRIVER	60	0
FN1	PHENOTYPE	60	0
LAMB1	PHENOTYPE	60	0
LAMC1	PHENOTYPE	60	0
LIMS1	PHENOTYPE	60	0
NID1	PHENOTYPE	60	0
NID2	PHENOTYPE	60	0
PAK3	PHENOTYPE	60	0
PAK6	PHENOTYPE	60	0
PAK7	PHENOTYPE	60	0
PLAU	PHENOTYPE	60	0
PLAUR	PHENOTYPE	60	0
RELN	PHENOTYPE	60	0
SERPINE1	PHENOTYPE	60	0
SPARC	PHENOTYPE	60	0
SPRY1	PHENOTYPE	60	0
SV2A	PHENOTYPE	60	0
SV2B	PHENOTYPE	60	0
TLN1	PHENOTYPE	60	0
TNC	PHENOTYPE	60	0
VCAM1	PHENOTYPE	60	0
VCAN	PHENOTYPE	60	0
VEGFC	PHENOTYPE	60	0
ZYX	PHENOTYPE	60	0
TP53I3	PHENOTYPE	60	0
TRIM22	PHENOTYPE	60	0
TWIST1	PHENOTYPE	60	0
TYMS	PHENOTYPE	60	0
VCAN	PHENOTYPE	60	0
ZWINT	PHENOTYPE	60	0
COL5A1	EXPLAINED	60	0
FLNA	EXPLAINED	60	0
FLNC	EXPLAINED	60	0
ITGA4	EXPLAINED	60	0
ITGA5	EXPLAINED	60	0
ITGB2	EXPLAINED	60	0
LPXN	EXPLAINED	60	0
LUM	EXPLAINED	60	0
MMP2	EXPLAINED	60	0
MMP9	EXPLAINED	60	0
NCF2	EXPLAINED	60	0
SDC2	EXPLAINED	60	0
SHC1	EXPLAINED	60	0
SYK	EXPLAINED	60	0
TFPI	EXPLAINED	60	0
TGFB1	EXPLAINED	60	0
THBS1	EXPLAINED	60	0
THBS3	EXPLAINED	60	0
TIMP1	EXPLAINED	60	0
TNFAIP6	EXPLAINED	60	0
TYROBP	EXPLAINED	60	0
WIPF1	EXPLAINED	60	0
TTN	DRIVER	60	1
AMELY	DRIVER	61	0
DAZ1	DRIVER	61	1
EGFR	DRIVER	61	2
HCK	PHENOTYPE	61	2
LYN	PHENOTYPE	61	2
TNC	PHENOTYPE	61	2
ITGB2	EXPLAINED	61	2
SYK	EXPLAINED	61	2
TYROBP	EXPLAINED	61	2
PCDH11Y	DRIVER	61	3
PIP5K1B	DRIVER	61	4
SCIN	EXPLAINED	61	4
PSMA5	DRIVER	61	5
PSMB8	PHENOTYPE	61	5
PSMB9	PHENOTYPE	61	5
CDKN2A	DRIVER	62	0
CDKN2C	PHENOTYPE	62	0
CDKN2B	DRIVER	62	1
EGFR	DRIVER	62	2
FGF13	PHENOTYPE	62	2
HOXB7	PHENOTYPE	62	2
NRAS	PHENOTYPE	62	2
PRKD3	PHENOTYPE	62	2
RAP1GAP	PHENOTYPE	62	2
SH3GL2	PHENOTYPE	62	2
TNC	PHENOTYPE	62	2
VAMP8	PHENOTYPE	62	2
VCAN	PHENOTYPE	62	2
GLI1	DRIVER	62	3
GNAO1	EXPLAINED	62	3
WNT5A	EXPLAINED	62	3
HLA-DRB1	DRIVER	62	4
PSMB9	PHENOTYPE	62	4
TRIM22	PHENOTYPE	62	4
PTPRC	EXPLAINED	62	4
PIK3R1	DRIVER	62	5
VCAM1	PHENOTYPE	62	5
SEC61G	DRIVER	62	6
CD44	DRIVER	63	0
COL6A3	PHENOTYPE	63	0
COL11A1	EXPLAINED	63	0
COL1A2	EXPLAINED	63	0
COL3A1	EXPLAINED	63	0
COL4A1	EXPLAINED	63	0
COL4A2	EXPLAINED	63	0
COL6A2	EXPLAINED	63	0
IGFBP3	EXPLAINED	63	0
IGFBP5	EXPLAINED	63	0
CDKN2A	DRIVER	63	1
CDKN2B	DRIVER	63	2
DOCK2	DRIVER	63	3
ELMO1	EXPLAINED	63	3
EGFR	DRIVER	63	4
EPS15	PHENOTYPE	63	4
FGF13	PHENOTYPE	63	4
RAP1GAP	PHENOTYPE	63	4
SH3GL2	PHENOTYPE	63	4
STAM	PHENOTYPE	63	4
TNC	PHENOTYPE	63	4
VEGFA	PHENOTYPE	63	4
MAPK1	EXPLAINED	63	4
YWHAH	EXPLAINED	63	4
YWHAZ	EXPLAINED	63	4
IFNA1	DRIVER	63	5
IFNB1	DRIVER	63	6
ITGAM	DRIVER	63	7
THY1	EXPLAINED	63	7
LAMA5	DRIVER	63	8
PAK3	PHENOTYPE	63	8
PAK6	PHENOTYPE	63	8
PRNP	PHENOTYPE	63	8
SV2A	PHENOTYPE	63	8
SV2B	PHENOTYPE	63	8
SV2C	EXPLAINED	63	8
YWHAH	EXPLAINED	63	8
YWHAZ	EXPLAINED	63	8
NOS1	DRIVER	63	9
PIK3C2G	DRIVER	63	10
SEC61G	DRIVER	63	11
CCT2	DRIVER	64	0
TUBA4A	PHENOTYPE	64	0
TUBB4	PHENOTYPE	64	0
TUBB6	PHENOTYPE	64	0
FRS2	DRIVER	64	1
NRAS	PHENOTYPE	64	1
SPRY1	PHENOTYPE	64	1
VEGFA	PHENOTYPE	64	1
PPYR1	DRIVER	64	2
PTEN	DRIVER	64	3
HLA-DRB1	DRIVER	65	0
IGKC	PHENOTYPE	65	0
LYN	PHENOTYPE	65	0
NRAS	PHENOTYPE	65	0
PAK3	PHENOTYPE	65	0
PSMB8	PHENOTYPE	65	0
PSMB9	PHENOTYPE	65	0
SHC3	PHENOTYPE	65	0
TRIM22	PHENOTYPE	65	0
VCAM1	PHENOTYPE	65	0
HLA-F	EXPLAINED	65	0
LCP2	EXPLAINED	65	0
LILRB1	EXPLAINED	65	0
LILRB2	EXPLAINED	65	0
NCF4	EXPLAINED	65	0
PLCG2	EXPLAINED	65	0
PLEK	EXPLAINED	65	0
PPP3CA	EXPLAINED	65	0
PTPN6	EXPLAINED	65	0
PTPRC	EXPLAINED	65	0
RGS4	EXPLAINED	65	0
SLA	EXPLAINED	65	0
SYK	EXPLAINED	65	0
TNFAIP8	EXPLAINED	65	0
TNFRSF1A	EXPLAINED	65	0
TNFRSF1B	EXPLAINED	65	0
TYROBP	EXPLAINED	65	0
BCOR	DRIVER	66	0
ELN	DRIVER	66	1
FOS	PHENOTYPE	66	1
KIFC3	DRIVER	66	2
TUBA4A	PHENOTYPE	66	2
TUBB4	PHENOTYPE	66	2
RB1	DRIVER	66	3
RBBP8	PHENOTYPE	66	3
TOP2A	EXPLAINED	66	3
DAZ1	DRIVER	67	0
HLA-DRB1	DRIVER	67	1
PSMB9	PHENOTYPE	67	1
TRIM22	PHENOTYPE	67	1
PTPRC	EXPLAINED	67	1
SYK	EXPLAINED	67	1
TYROBP	EXPLAINED	67	1
COL6A2	DRIVER	68	0
COL6A3	PHENOTYPE	68	0
EGFR	DRIVER	68	1
ITGA4	DRIVER	68	1
TNC	PHENOTYPE	68	1
ERBB3	EXPLAINED	68	1
KDR	DRIVER	68	2
SEC61G	DRIVER	68	3
SFI1	DRIVER	68	4
CDKN2A	DRIVER	69	0
EGFR	DRIVER	69	0
KIT	DRIVER	69	0
PIK3C2B	DRIVER	69	0
MDM4	PHENOTYPE	69	0
PIK3R1	PHENOTYPE	69	0
FGF12	PHENOTYPE	69	0
FGF13	PHENOTYPE	69	0
HCK	PHENOTYPE	69	0
IRF1	PHENOTYPE	69	0
LAMB1	PHENOTYPE	69	0
PAK3	PHENOTYPE	69	0
PAK6	PHENOTYPE	69	0
PAK7	PHENOTYPE	69	0
PIK3C2B	PHENOTYPE	69	0
PIK3R1	PHENOTYPE	69	0
PLAUR	PHENOTYPE	69	0
RAP1GAP	PHENOTYPE	69	0
RGS16	PHENOTYPE	69	0
SERPINE1	PHENOTYPE	69	0
SH3GL2	PHENOTYPE	69	0
SV2A	PHENOTYPE	69	0
SV2B	PHENOTYPE	69	0
TNC	PHENOTYPE	69	0
VCAN	PHENOTYPE	69	0
VEGFA	PHENOTYPE	69	0
PIK3C2B	PHENOTYPE	69	0
PIK3R1	PHENOTYPE	69	0
IL6	EXPLAINED	69	0
IL8	EXPLAINED	69	0
ITGB2	EXPLAINED	69	0
MMP9	EXPLAINED	69	0
PTX3	EXPLAINED	69	0
RGS20	EXPLAINED	69	0
RGS4	EXPLAINED	69	0
SNCA	EXPLAINED	69	0
SNCB	EXPLAINED	69	0
TIMP1	EXPLAINED	69	0
CDKN2B	DRIVER	69	1
DAZ1	DRIVER	69	2
CDK4	DRIVER	70	0
CHEK1	DRIVER	70	0
CKS2	PHENOTYPE	70	0
MELK	PHENOTYPE	70	0
PBK	PHENOTYPE	70	0
STK17A	PHENOTYPE	70	0
CKS2	PHENOTYPE	70	0
MELK	PHENOTYPE	70	0
PBK	PHENOTYPE	70	0
MAPK10	EXPLAINED	70	0
PTPRR	EXPLAINED	70	0
CDKN2A	DRIVER	70	1
CDKN2B	DRIVER	70	2
CNKSR2	DRIVER	70	3
RELN	PHENOTYPE	70	3
DLG2	EXPLAINED	70	3
FZD7	EXPLAINED	70	3
GNAO1	EXPLAINED	70	3
GNG12	EXPLAINED	70	3
GNG3	EXPLAINED	70	3
GRIN2A	EXPLAINED	70	3
RYR2	EXPLAINED	70	3
CTDSP2	DRIVER	70	4
CYP27B1	DRIVER	70	5
DDIT3	DRIVER	70	6
DMD	DRIVER	70	7
EGFR	DRIVER	70	7
LAMA2	DRIVER	70	7
PIK3C2G	DRIVER	70	7
LAMA2	PHENOTYPE	70	7
PAK3	PHENOTYPE	70	7
PAK6	PHENOTYPE	70	7
PAK7	PHENOTYPE	70	7
SV2B	PHENOTYPE	70	7
FGF13	PHENOTYPE	70	7
FGF14	PHENOTYPE	70	7
FGF9	PHENOTYPE	70	7
IRF1	PHENOTYPE	70	7
LAMA2	PHENOTYPE	70	7
NRAS	PHENOTYPE	70	7
PAK3	PHENOTYPE	70	7
PAK6	PHENOTYPE	70	7
PAK7	PHENOTYPE	70	7
PDGFD	PHENOTYPE	70	7
PRKD1	PHENOTYPE	70	7
RAP1GAP	PHENOTYPE	70	7
SH3GL2	PHENOTYPE	70	7
SPRY1	PHENOTYPE	70	7
SV2B	PHENOTYPE	70	7
TNC	PHENOTYPE	70	7
VAMP8	PHENOTYPE	70	7
VEGFA	PHENOTYPE	70	7
PAK3	PHENOTYPE	70	7
PAK6	PHENOTYPE	70	7
PAK7	PHENOTYPE	70	7
SV2B	PHENOTYPE	70	7
PRKD1	PHENOTYPE	70	7
ERBB3	EXPLAINED	70	7
SV2C	EXPLAINED	70	7
YWHAH	EXPLAINED	70	7
ERBB3	EXPLAINED	70	7
SV2C	EXPLAINED	70	7
YWHAH	EXPLAINED	70	7
SV2C	EXPLAINED	70	7
YWHAH	EXPLAINED	70	7
FAT2	DRIVER	70	8
GLI1	DRIVER	70	9
SLIT2	PHENOTYPE	70	9
ZIC1	PHENOTYPE	70	9
GNAI1	EXPLAINED	70	9
GNAO1	EXPLAINED	70	9
