Genes	TCGA-02-0003-01A	TCGA-02-0033-01A	TCGA-02-0047-01A	TCGA-02-2470-01A	TCGA-02-2483-01A
UTP3	0	-2.68829496820237	0	0	0
U1SNRNPBP	0	-1.27223632175928	0	0.453770403798135	0.707504220501315
CKLF	1.88197861524568	2.72217482222918	2.36798128728098	1.93504328543143	2.58067696117111
RUSC1	-1.81928264055471	-2.7935832580261	-1.5045641813217	0	-1.19713564427175
FLJ20674	0.535523836979725	0.438618710492485	0.665232369372265	0.371291570718365	0.720613795473015
MBNL1	1.18396935149661	0.75680630867972	-0.8179785433964	1.04496812180227	0.847707236876429
NUP160	0.805407769548825	0.718223590217545	0.893206939271495	0.551704098202715	1.6928803813418
GRIK5	-1.05691724706853	-0.872702036893835	-0.682176468278924	0	-0.353587358212165
USP21	-0.497571564179335	-1.65202179489273	0	0.796598589863305	1.07194579386949
FLJ22639	0	0	0	0	0.530342953029446
HAND1	0	0.5089477400626	0	-0.2868356152053	-0.26646221809466
FGA	0	0.618935204142205	7.1467481465434	-0.351798664922175	-0.244801624899375
ORMDL2	2.04943036254995	3.31260301495109	3.63868240089958	1.67354680871146	1.87974888138673
SERPINB1	3.17192909868558	3.93225164538852	3.52950565564062	2.64248451402931	2.17125389011998
IGFBP1	0	0	0.89306481754716	0	1.25750265323678
PRSS7	0	0.770087699270835	0.237699051356285	0	-0.138791415464325
SLC1A1	-1.60864448381963	-0.817655675337766	0	0	0
DHX57	0	-0.74444673777913	0	0.5620390695722	1.33870867470261
PSAT1	0	-1.20346959678626	1.61236283680669	0	0
FLJ13195	-0.32459604122456	0	-0.38151972791607	0	-0.37621512411395
PTPN21	0	0.169703771806246	0	0	0
GDPD3	0	0.75277067703016	0	0	0
TBR1	-1.47103244622764	-1.05000784212239	-1.13184106151971	-1.11003835663035	-1.30676978544596
FOS	0	0	-2.14225312147853	0	3.24742310953881
TBC1D1	0	0	-0.527228735066346	0.586625804481635	0
IFNG	1.04158479963169	0	0	0	-0.65522384158763
IQGAP1	2.32731220651916	1.68887761141061	2.59749643779154	2.14482697611914	1.84467651930895
ZNF226	-1.23564995125926	2.16488280320276	0	0	0
EMD	0.713926311416605	0	0	0	1.13318363754748
RETN	0.405829919449065	0.578323327684365	0.440499640841435	0	-0.303457416301245
C14orf1	0	-0.90704051142326	0.8634720146465	0	0
APH1A	1.05057997449456	-0.661022401034605	3.13837124380101	2.17193680852228	2.10612234844221
PAFAH2	0.59065690755295	0.880637801514	1.77746248074739	0.70942027508693	0.61134953303801
PUS7	0.927999242651031	0	1.29479017340105	1.53258339972347	2.09909836531844
NPEPL1	0.30225183151862	0	0.54734554009296	0.541784044721219	0
RP11-114G1.1	0	0	0	0	0
TUBB6	3.45859508415232	2.04034079206516	0	2.52547033446193	3.1702654857147
FOXL2	0	0.68933344701187	0.536005684267089	0	0.42162289498512
LATS1	0	0	0	-0.266118360612195	0
BAZ2A	0	0	0.60610543899814	0	0
KCNQ2	-0.2899952406611	0	0	0	1.48743303859567
SPOCK2	-1.80516357496767	-2.1648039613937	-2.3359047484198	0	-0.70734246302254
MARCH6	0	-1.56043508628944	1.53188068669748	0	0
MGC10334	-0.608873230387965	-1.37666326305834	0.659816302352315	0	0
HTATIP2	1.44843476026217	1.72663029674168	3.72015947205854	0.69423655663825	0
CENTA2	0.92330868916472	0	-0.91290737056658	2.4210263392061	2.19373053088035
FGF2	-0.374207243311489	-0.319267877010819	-0.702382649579279	1.43438733667864	0.8486414830281
FXYD7	-4.63309800353386	-4.55361809017372	-4.43942206458092	-1.95977627722069	-4.06379983186845
CCDC33	0	0.39043444739832	0	0	0
PRODH	-0.74527286629988	-0.71335622023694	-0.90186345463561	0	-1.99879704679757
SLC43A1	0	0.355510899387485	3.9072811587293	0	0.538135081115925
DDX6	-0.958854854496095	-0.400817671053385	-0.748325721503585	-0.448877410268905	0
NTN1	0	0	0	0	0
ING4	0	0.91718129725239	0	1.46762656615995	1.24395769494709
DPH2	0	0	0.99645450533294	0	0.73385213380358
ZNF313	1.58625142050289	0.66431687450981	1.55334598946176	1.49789885111112	1.63606890773912
VPS28	0	0	0	0	0.838218115825715
FCGR2C	0.515806647422855	0.743584468151705	0	0	0
DIAPH1	0.62538787837697	0	1.70450715056133	0.48325787025953	0.81552722898311
TRAF4	0.771456721252496	1.40817536424588	1.15356133606137	0	1.8413873534164
CEP76	0.637612218653344	1.67008562999611	0.767244137048745	0	2.36054364085618
CORO1A	1.63817224285602	-1.26154173851578	-3.11523574614041	0.91473275419059	0
ZNF460	0	0.370721817080665	0.387416587170595	0	0
RRM2	5.56300060294986	3.70453986094225	5.33258597076744	4.16915903678526	4.83427731102171
EDG4	0.822553598651339	0	0.61162132864014	0	0.30791686800279
OS9	0.549860285093541	-1.35199373125566	1.73811169280431	1.18944737693144	1.07150796021416
SLC4A1AP	-0.67170815057346	-2.09778857888132	0	0	0
COG5	0.690918803928034	0	1.64540844056027	1.11705280604323	0.750418244235185
COPS8	-1.21479320384945	-1.32518984811694	-1.06353932060753	0	0
AKAP9	0	0	0.903162092525389	0	0
NGLY1	1.06459843862511	0	0	0.650852571851081	0.83738445555352
NCBP2	0.88109401224451	0	0	1.27395821514921	1.23313725816041
C17orf42	0.948808499186425	1.65943487171493	2.40604004268218	1.46810829883307	2.03350665959124
GPSM3	0.871488782681705	0.508527393956484	0	0.658140253842914	0.549582968553654
SLC20A1	0	-2.35991846864808	0	0	0
SIL1	1.0593312427759	0	3.55861528729824	1.98445116390011	0.869765977997759
LDB2	-3.09442349004582	-3.85503404715747	-5.43525173479091	-1.34062419553305	-2.26204436969024
ASB6	0	-1.15842355712558	-0.834696132384081	0	1.04184205842523
KLK5	0	0	0	0	0
UNC93A	0	0	0	0	0
SPTB	0	0.53144440697552	0.68572005583861	0.38549760554995	0.35303052439307
SMAD5OS	0	0.480552252858305	0.291990287333945	0	0
EFEMP2	1.12348391727355	-0.54989752568465	-1.685331780402	2.92937276293411	0
EFNB2	-1.36959136718793	-3.15733387350201	-4.69235571969157	0	0
C21orf62	0	0	0	3.84894625368927	1.29681827703704
PCM1	0	-0.825305153863995	0	0.481976142663294	1.00131991298696
TSG101	0	0.581703408190279	1.2268286509196	0	0
FMO5	0.27709783671451	0.89632067664475	0.777331182824031	0	0
CEBPG	1.27234977913395	0	2.45227137958091	1.23603008198016	2.51427382531268
GTF3C4	0	-0.485831266270189	0.641518325662081	0	1.94513686937153
TNFRSF1B	1.47233489664021	0	-1.35052166105636	2.69107467520713	2.28418663796441
ABHD3	2.30618716197234	2.66371818490128	3.7402699869285	1.65698317914014	1.44802735048873
CLEC1A	0.509416012293116	1.0834514592885	0	-0.255453967729744	0
IQSEC1	-1.91711642248327	-2.06320798945625	-0.989982518113755	0	-1.32657281252439
PATZ1	0	0	0	0.243579016617909	1.11508769782448
PIGN	0	0.532525296998445	1.55585406836473	1.82680443330529	1.84347168928556
RBM22	0	-1.06917646505323	0	1.14663539776676	1.14882109044546
AEBP1	2.10883965049715	0	-1.86384381268239	3.80885113380615	0
BAG2	1.34183599228562	2.53910193033875	3.79315724974823	1.64775296659129	1.65965510120761
PAQR5	0.28202752968261	0.31398723840036	0.2276463365692	0	0
C9orf127	-1.18055801836366	-1.62864160918598	0	0.87648719659093	0
THNSL1	-0.707732377455121	0	-0.31004213043035	1.27514814713991	0.488066929215489
ANKRD2	-0.56012361639934	0	0	0	-0.58069581523957
JAM2	0	-1.71745441527024	-3.30701223849074	1.60122360803115	1.48809589616924
SNRPN	-0.850567687742455	0	-1.04515833613681	0	0
ALX4	-0.269934182085946	0	0	0	0
CACNA1S	-0.39251041068976	-0.31287680413474	0	-0.59169822298075	-0.436214804197951
TRIM38	2.31161868866377	1.41927705367349	0.498011869293539	2.81172056743541	1.05073201228537
FAM130A1	-2.06562407656859	-2.52161640695267	-2.38237498418563	0	0
CORIN	0	0	0	0	-0.198827646378015
TMCC1	-0.54412402275041	-1.21890991270207	-1.41607078587611	0	0.80913123181844
PCLKC	0	0	0	0	0
LRRC40	0	0	0	1.30113390171724	1.67630704126314
PLEKHG6	0.533006457472871	0.44360971643719	0	0	0
SMG5	0	-0.446597510362944	0	0.493152132842155	0.623425890371236
NCAPD2	1.7464057326359	0	1.36050073075572	2.35847207419558	3.42757222167172
WNT2B	-0.460660027185805	-0.431014643297186	-0.288406453486505	-0.354974302195395	-0.650381947268825
DCP2	0	-1.56695626236135	-0.937151088829345	0.935036021492165	0.942052021611826
MRPL49	-0.605110535152404	0.969436614559246	0	0	0
ASNS	-0.79241529965816	-1.73343207602226	1.16455876409725	-1.1008686314598	0
TMEM24	-2.30090572866902	-2.23797501994207	-1.77187061190318	-0.909639736242426	-1.41781212517909
RPL18	0.9434377838017	0.5814646130657	0.945782030025299	0.7452587631147	1.5611976389699
SMU1	0.895492473138241	0.471843655791241	1.0239605646681	1.7693571556413	1.60952583086658
ISG20	4.35367084003087	3.11627951748313	3.76626166465959	1.67812139612658	0.811409161870065
POLR1D	0	0	1.75815713929311	0	0
CASZ1	0.409470802195065	0.468811771597255	0.416965237230885	0	0
GIN1	0	0.978975373993955	1.8170715196122	0.807464848115406	1.5305727068925
TMEM177	0	-0.61285119000267	0	0	-0.91000842958685
KRR1	0	-0.39973773415953	0.762160297362231	1.22359348011744	1.63654182445786
CDKN2AIP	1.16778087885813	0.52646341553105	0	0.72527537276827	1.57458706666628
C1D	0	0.983411503395292	0.636046053194471	0	0.641862616880392
CXCL1	2.28242772704234	4.97893836084891	0	0	0
EPM2A	-0.289379190868911	-0.257053125127791	-0.37167172376533	0	0
LDHC	0	0	0.859755978722269	0	0
PC	-1.97645777359714	-1.95793412727308	-1.13092770567056	0	0
PDZRN4	-1.44868592738343	0	-1.37582330421683	-0.849203175306275	0.866629153441514
FAH	1.42690583317265	0	1.71190345817849	1.39013607010621	0.437839993081836
UBE4B	0	-0.624384937349705	0	0	0
NIT1	0	0	0	0	0
CDC2L6	-1.23021644764051	-1.92418824516386	-2.06828868864691	0	0
PAX8	0	0.127036318161306	0	0	-0.242021454000194
BTN3A3	2.51508607511485	1.20725860128178	3.25327886736855	2.59219106150095	1.79119081388667
PRO2012	0	0	0	0	0
MRPL40	0	0	1.34927866664983	1.29111619543647	0.910600532771021
COMMD3	0	1.84784319303719	1.52226216275598	0	0
BEX1	-7.34750743594888	-7.33432607434079	-7.85372427928164	-0.95542537517745	-0.702496352114849
SLC2A4	0	0	0	0.370642776484495	0
SHFM1	0.909283184872455	0.968847556016284	0.958316242756135	0.765101289393264	1.10010609186065
PKMYT1	0	0	0.820048834240245	-0.457883357409015	0.709779216852096
FEZF2	-2.85143232059173	-2.86524254372741	-2.8417111530449	-2.32659810510632	-2.36031793033607
DUT	0.481982027473011	0	0	0	1.14129584009534
LRRC59	1.23205901938021	0.643609037089356	2.68689271072645	0.862727145483695	1.51061622922578
LY6H	-5.81651264655133	-5.65185571363598	-5.84910010692703	-1.58227236056783	-1.93712055453213
MAP2	-4.14347585662931	-3.59212955159651	-4.49449905719903	-0.790243921648516	1.21563724303303
LYL1	0.682682858310845	0	0	0.688066978412246	0.846313482827545
EDEM1	1.79012058872952	0.53701435786202	1.35799416114595	0.863878279195981	0.50634216057746
NOS3	0	0	-0.51663108840639	0	0
ZNF34	-0.612645309645525	-0.853514471635935	-0.717634991871855	0.473258960887735	1.89859670061765
ADH1A	0	0.527255492717955	0	0	-0.265488108828765
CYP11B1	0	0.771363375814735	0	0	0
CDC73	1.28617589544061	1.40289210939448	1.56450004106777	2.2327090182664	2.45418345290285
GPR172A	0.58481875882204	0	2.45671227580748	1.82192395307847	2.52312098460543
GSTM3	-2.22208948320644	0	-4.70520033239622	0	0
C19orf54	0.89206664512045	-0.6472426141184	2.01720787201054	1.48389584776154	1.86428926187237
KCNA5	0	0	0	0	0
FLRT2	-1.99396390001066	-2.7583035084984	-2.66954186973466	-1.56278694536364	-2.4276255197449
WRN	0.947905432604156	0.961398275640035	0.564067275148886	1.48988287134491	2.26446620520603
ANAPC5	0	0	0.590803521916769	0	0
SDF2	0	1.28134029072765	2.28918965998897	1.219318223012	0
KRT8P12	0	0.961335542300025	0	0.701796538363605	0
DZIP3	-1.42192827071819	-1.59900119566701	-2.09917666967196	0	0
C15orf24	0	0	1.99841037915088	0	0
NFATC2IP	0.62348608553058	-0.41630915591186	0.523227044123019	0.975170786682249	1.24893705630498
RIT1	3.40346970482197	2.04130944573769	0	2.74347147045343	2.6883136846176
SCML1	0	0	1.89653341516803	1.05443192591655	0.92144713978965
RHBDF2	0.679594157091844	0	0	1.09632812270918	0
MED9	0	-0.39062757046111	1.00609207221117	0.57509068545136	0
RAB13	1.79582018221677	0.979373112243504	2.16327570475632	2.65647177923042	2.10660344604702
FBXW11	-0.823531784687701	-1.58038428142845	-0.49044354237226	0	0
C14orf131	0	-0.55818538423876	0.6186925079153	0	0
ETAA1	1.87546259171403	1.585741008586	2.42474189295773	2.07377213206915	2.64626767270741
SLC12A5	-6.01501449723199	-5.74660692871048	-6.25354857198679	-2.14786128558255	-5.95222946821514
PHF14	-0.696077385581905	0	-0.650024616009985	0.630475034363545	1.01139359382799
NRIP3	-4.62663102303085	-4.59021410034141	-5.46307441662942	-1.68419754585986	-3.0525316279059
TMEM121	-0.605761641879391	-0.7750125682915	-0.65099565065454	0	0.88549678489081
NOS1AP	-2.20574675113601	-1.70070715957001	-1.81270593120423	-1.03904838331632	-1.31687947861699
FAM3A	-0.62865912501857	-1.12161843473457	0	0.75041601645166	0
RPL13	0.98984561373535	0	0.77700778380945	0	1.41816226179545
PRDX2	-1.03712237735925	-1.7340049441588	0	0	0
WDR76	0	1.04659031755106	0.667266043147105	0	0
SAP30BP	0.611651841742575	-0.695019613236445	0	1.06292691286413	1.18729429469486
TRIM10	0	0.235122246121144	0.282153568628525	0	0
PRMT3	0	1.1528300429234	1.79902423986298	2.20235388469105	2.77054046907441
FAM82B	2.5567274405351	3.75503041223249	3.91398544995605	2.87344548368344	2.40217375424333
GCNT4	0	0.78023252303433	0	-0.39329858154926	-0.33447811700231
MAP9	-1.57242263350031	-2.19142559056894	0	0	0
GPRASP1	-5.05137035550291	-5.91458335514752	-5.51826631439474	-1.71175078150271	-3.95698880480222
CDKN1C	0	0	-0.91488195221489	0	0
CXorf36	0.52440430551938	1.34242480448623	0.50201491990792	0	0
DSCR3	0.606768816350014	0.328770128790084	0.630775016271635	0.271431411894344	0.564644694778684
ZFAND3	0	-0.96630278574739	0	1.1771186680337	1.20495219412956
C7orf43	0	-0.516907267886666	0	0	0
HSPH1	-1.92589199558498	-2.61639011728365	-1.50481254565469	-0.813312527638361	-1.65631629440745
SPSB3	0	-1.49226723928497	0	0	0.445674725043586
AQP1	4.14783525904215	0	-1.12731847983792	5.5729855292326	2.59328049271232
COL17A1	0.9704438316804	0.654310771628319	0.304531231263879	0	0
GFAP	-1.92510367747748	-1.29507462738106	-1.27934265019556	0.504997870000466	0
CDC16	0	-0.947021022791694	0	0.614110961253136	0.683324198638495
KIAA1614	0	0	0.574211234176005	0	0
KIF13B	0	-1.11047751835329	0	0	0
PRSS16	0	0.634390061497546	0.656090545462765	0	-0.440468409443115
PCDH9	-5.95914564676024	-5.54906331165094	-6.35630474634044	-1.43228979490897	-2.88306392979519
MKRN3	-0.362184281467376	0	0	0	1.78689572481286
ADAMTS13	0	0.59726566353783	0	-0.3748335604215	0
ITFG1	-1.05116593621175	-2.48125582904529	0.932769859155648	-1.61464804021732	-1.91381809385159
TUBG2	-2.35021084139283	-2.53909428544226	-1.97868652313066	0	-1.6035166769694
SFRS7	0	0	0	0	0.548052222216887
TTYH1	-5.73525751443742	-5.47675004620203	-5.78773075413966	-1.41339102827363	-1.11585475767573
C3orf18	-1.06478229679406	-1.56295051258567	0	0	-0.599526041756451
FLJ13236	0	1.22140995483482	2.8394060985552	0.918890924735945	0
C18orf25	0	0.31187844191398	0.405243949876271	0	0.37942821895181
EXTL1	-0.97518390089847	-0.63444545864037	0	-0.70550743030568	-0.859936856261839
RARG	0	0.292703340639759	0	-0.3101758969283	-0.33794511479634
RANBP10	-0.42493083399043	-0.589739656317341	0	0	0.76330842894584
MYO7A	0	0.180692750389546	0	0.164641533389255	0
SFRS18	0.70691138586069	-0.93904460183673	0.8752356813347	0	0.71184490664128
ACVR1B	-0.6171857196606	-0.47254728475738	0	-0.36306927298397	-0.40131621015874
CD96	1.60506024141148	0	0	0	0
DENND1C	1.28965733038007	0	0	0.636700846694966	0
RBMS3	0.33784997215659	0	0.20863460938776	-0.24328607593209	0
SLC41A3	-0.6024708559027	-2.07519139322193	0	0	-0.527676262212061
PSMD1	-1.03923396224993	-2.58357378146221	-1.27502658887752	0	-0.58215849791271
DGCR6L	-0.45467646204448	0	0	0	0
ILVBL	0	0	3.13825122606831	1.66981669495228	1.57945779865039
CSNK1G3	0	0	0.742252773731425	0	0.823541312566046
RNF186	0	0.747478799149525	0	0	-0.264783146063495
IFNGR1	1.22833264683814	2.53779075851847	0	1.4677691695664	1.35664836027447
MAGEL2	-1.13888704216128	-0.52873597192855	-0.78358507388123	-0.61242458191176	-0.476313722983821
SLC29A2	-0.33836140203623	-0.28344427453429	2.85095476954923	0	0
TSPAN6	2.16750688037667	3.4392952759923	3.21982297856952	2.90786291649689	3.01539028553822
MATN2	0.657665087798099	-1.15811905116309	-2.2450934764248	1.73310924809718	2.32517959080389
MSL2L1	1.82771821732323	0	0.779815575818279	1.0197192072965	2.40376778162842
ST6GALNAC2	3.69569117231474	0.5206081277845	1.05821485226823	0	0
RBMX	0	0	0	0	1.74714557874561
MPP3	0	0	0.82064321653511	-0.64259632186031	0
FGL1	0	0.89074063353994	6.58934761382546	0	0
RAD51L3	0	0	0	0.632128127153921	0
PSORS1C2	0	0	0.357641915382355	0	0
ARHGEF6	0	-2.44286042361459	-4.75550021496738	1.20503837396194	0.808703067046105
TGFBR2	1.87613443959213	0.621924971784434	0.414518862341785	0.752806322786654	0.930832995129035
ORAI2	-0.394193099843575	-0.874719922807485	-0.366326220923425	0.452543030362815	0.462314482450945
CDC123	0	1.05714730957519	0.846083520350509	0.640213288210891	1.61949416984193
IL33	1.28946824252654	1.25664958657123	-1.0257132978365	2.91886481163641	0.876879805135226
DEAF1	-3.60792764267473	-4.08680975094166	-4.26077869279952	-1.18370550816735	-1.77903287747784
AMN	-0.411379103168676	0	0.315728804125294	-0.408427205561345	-0.435295268691145
MSLN	0	0	0	0	0
DEFA6	0.573108483969385	0.565978907748225	0.798880867931635	0	0
WWTR1	1.02301902588446	1.02775793049378	0.843253971385661	1.27656594840094	0
CIB1	1.86151002185908	1.40328911951744	2.04936876105318	1.40658067082835	0.92353408066923
PPP1R16B	-2.00754439189276	-3.66681646122556	-4.20674413921469	-1.48417109675711	-3.06804149113189
COBL	-4.67237247736607	-4.64445361716833	-3.15255363416487	-1.46522693142598	-2.49366851733534
TSSK1B	-0.255699936190905	0	0	0	-0.418869891495055
GAS7	-2.25890168648264	-3.39944309358557	-3.33521099528699	0	-1.49328805760869
HAAO	0	0.273273197006745	0	-0.284234342844035	0
MDN1	0	-0.975073329857475	0	-0.765242477815654	0
HLA-DRB1	3.04990146493383	2.47051574727393	-4.18113394698225	1.88852162569673	1.60085638932943
CTNNAL1	2.67326097348572	1.4084414736434	0.720051334479635	1.76399929205578	2.64317434984836
TLE6	0	0	0.529261678499561	0	0
TNFAIP2	0.682845010433035	0.505678221972835	0	0.787303416020156	0
CIT	-3.56398891475795	-3.56190766917942	-3.28278192326872	-1.57935202322042	-2.01964735639377
FOXN1	0	0	0.441707754972844	0	0
HERC4	0.521939636491745	0.557147154640435	0.828238963996405	0	0
DRAP1	-0.99633213124442	-1.47628273613963	-1.81011003738489	0	0
PEMT	0	-1.06940529432835	0	1.03081565046317	1.51738990488734
SLC38A1	0	-3.05375854209537	2.39336678166326	-1.94415285381652	0
ARHGAP6	-0.743057514444225	-0.694298688094805	-0.884561129149295	0	0
PHF20L1	0.858719160921595	0	0.374255682974565	0	1.53223502174687
MCM3AP	0	-0.43756227359355	0	0	0.47656671292553
MYO1F	1.76960635646946	0	0	2.09469710769436	2.06626934617405
RAB11A	0	0	0	0.386200089708463	0.643082942934484
PTBP2	-1.07390384698124	-1.42470917133686	-1.97098626212321	0	1.43965472142287
SNX1	0.68024304865827	0	0.87589667312356	0	0.86095275176683
CTB-1048E9.5	0	-0.42887531193011	0.41753961658331	0.60943527568287	1.04978432446906
C19orf60	-0.888707391385065	-1.68570362034932	0	0	0
C7orf25	0	0	0.426152764967155	0.790476302950265	0.682257793986355
ELF5	1.00149693419698	2.09165652516	0	-0.209821984830589	-0.400602928067019
HOXB9	0	0	0	0	-0.409953574547065
PARP3	0	0	0.572877489052686	1.35652116355796	0
RBM8A	-0.442701018476365	-2.28575288343179	-1.72253989038888	0.627371565818175	1.27369174844154
ITGA9	0	0	0	0	0
ZFR	-1.59046305137804	-1.59544544703773	-0.6850510950944	0.622497653888219	0
VANGL1	0.766448478571215	0.529307687772605	0.837961943093715	0	1.13800830266223
FLJ20699	0	0	0.461764243732494	1.22069663330862	1.18830778035145
CHAF1B	0.613959723646355	0	0	0	0.837048631805095
ACSL6	-2.23784844440744	-2.69287283466979	-2.47126513112314	-0.707013709385055	-2.30972497442576
NDUFA3	-1.8292320931866	-1.7936907026732	-0.5094175265223	0	-0.684803824992901
FABP4	4.05115913637225	3.44780453431476	0	0	3.70438244493236
KCNB1	-3.84520417177862	-3.37354888237927	-3.42552441133331	-1.62226343967214	-1.61063921619393
CANX	0	-0.874904856439139	3.37311189085773	1.32795785218413	0.82125822914827
SLC25A28	0	-1.08068158902496	-0.451376111740485	0	0
SHARPIN	0	-0.699061441665465	1.13144170864318	1.26021122347138	1.47399094211004
ADIPOR2	0	-2.08749779105946	0	0	0
TTC23	0.506106776583995	0.702231237746616	0	1.37767553244865	1.00850345559398
UGP2	-0.929140521526699	-0.709732424680199	0	-0.9009513345418	-1.075918148029
ECHDC2	1.46941886845017	0	1.16052659283641	-0.499435081911225	-1.26193443092488
CIRBP	-1.32753682269952	-3.43080995195856	-1.37461858807429	0.320863053150788	0.571003882300989
SMA4	0	0	0	0	2.08877865113984
SEC14L4	0	0	0	-0.43134792090969	0
FRZB	0	0	-2.14170678686877	0	0
PABPC1	0.707895508759551	-0.74707609595405	0.502543921048551	0.586162620869651	1.38099540876675
APOBEC3G	4.01199621749454	4.32996165167159	-1.25504378336525	2.81859936968942	1.51312351592361
CUEDC1	-1.40263449750972	-1.21818686641985	-0.78941637964502	0.81152223976468	1.69716635868939
CLDN8	0	0.5102198078177	0	0	0
VPS52	-0.379324407215876	-1.48657002788156	0	0	0
FAT	0	-1.03083411429003	0.937805856504115	1.1501498794308	1.50355379146447
LOC23117	0	-3.00907935203408	0.786355524687306	-1.15617104071973	0
M6PRBP1	1.27379183875682	0	1.47129253015611	2.96282036486324	1.67036022312097
PPM1F	0	-1.0903589642098	-0.62633624839933	0.92069639992657	0.88912825875981
TSR1	1.3883675776424	1.67171908838919	1.46784177958964	1.1809409454342	1.36046836737944
E2F6	1.54986579551027	0.83303140658022	1.47534352912711	1.897358892849	2.17760910615358
ZFHX3	0	-0.71587755469213	0	0	0
TMEM126B	-0.968474532854639	0	0	0	0
PCSK5	0.383147593175515	-0.486048815942265	-0.865671736842475	1.4060096252002	0
HEMK1	0	0	0.57027502329347	0.64572785557869	0.61243777053288
DPY19L4	1.29494547228154	2.61462514846025	2.18219276720409	2.47600995907057	2.32841899445157
GIMAP5	1.67434470981362	0.628994984661245	0	1.34460180646963	0.870328983820745
NDUFA9	0	0	1.58199964876177	0	0
FAM77C	-0.58098281259014	0	0	-0.668748857553959	2.34466129328738
CTPS2	1.24949538773735	1.01929052707744	0.586210445245276	0.749712370722945	1.12725354551947
AURKC	0	0.54627463413844	0	0	0
RSRC2	0	-2.54003332817909	0	0	0
SCRIB	0.494635958159605	-1.82635296245317	0.840061334015225	1.43456556980068	2.49310404603061
LOC51035	-0.353792466140015	-0.622800977330435	-0.657048653255544	0	0.362525061124705
FAM115A	0	-0.582511471615526	-0.406884975233125	0	0
ORM2	0	1.19138062340544	0	-0.28442903079151	-0.27530089271893
EGLN3	0	0	0	0	0
FZD6	3.55167482344945	4.61455795541153	3.37962980840761	1.19235506508238	0.792822600091644
PITX3	0	0	0	0	0
UNC119	0	0	0	0	0
GPX3	2.16223493220344	0	1.74305967074317	1.6674384870809	3.60892504018787
NOV	-2.27181490700877	-2.62333000329996	6.02094061596896	-1.23109920585694	-1.72016423548402
GRM4	0	0	0	0	-0.459044623709746
CABC1	0	-0.855846311191785	1.70455432318321	1.68546352056971	1.09237684791002
KLK1	0	0.42368986841722	0.4085382365595	0	0
GPM6B	-5.99905639798103	-6.46038323448809	-7.14034060106845	0	-0.562387100519249
RRAGD	-1.47632795777571	-3.05337132645702	0	0	0
EIF2S2	0.595400888964085	0.549333803853835	1.01848134655005	0.296555079616796	0.787377273070235
CKAP5	-0.6338441140096	-2.40521920560444	0	0	0.79398123278468
RNF130	0.768893843491199	-0.651480190988341	-0.757176890240721	1.33614712427224	1.27590903199256
UCHL5	0	0	1.92294419798356	0	0.77061791762105
C10orf18	1.2988186121465	0	2.61085373014477	1.40658226820909	2.10310495902928
TMEM93	0	0	1.19503312718248	0.915891042572221	1.33433699615594
KCNMB2	-0.94493567576839	0	-0.74655707256627	0	-0.836554724150699
AIM2	3.41206943416414	2.82244838627187	0	1.28897494537494	1.31700275628353
PNO1	1.59035833309281	2.79267919231019	2.39139350172093	1.41659800975065	1.79833488866521
ANK3	-2.40441779800735	-2.80496939024871	-2.30074559880495	-1.88078306782536	-2.9954567803421
OR2F2	0	0	0	0	0
GNAT2	0	0.36522889251227	0.15492538710356	0	0
KRT5	3.99694378410908	6.34919449376845	0	0	0
SIX1	0	0.278676224529025	0.366037332622705	-0.382863498780015	1.98515861883723
ST13	-0.474106709026099	-1.42370062517372	-0.40643685360059	0.500474855448381	0.4535918916723
TIMP2	1.09738173977122	0	1.34627124352339	1.94620723740404	1.48495130308496
CDH12	-1.91002928798636	-1.31823252250721	0	-1.38852583964875	-2.07005954012848
QRSL1	0	0	0	1.33913648094841	1.73974702563301
ZMAT4	-2.26810424144078	-1.66384025342331	-1.93695257083584	0	-2.49759258339762
CCL15	0.89988205475239	0.95430526064057	0.98655076026711	-0.37227550519095	0
CCDC22	0	-0.635123364135841	-0.332987262014131	0.575017006063679	0.758146392823029
GTF2IRD1	-0.417539684409815	-0.949061338566985	0	0.516794859219745	1.12766743589222
SNX24	0	0	0.73706741316026	1.13335834482202	0.707134668997511
RARS	0.693009931332176	-1.78717321641267	1.29059951462965	0	0
MORC2	1.18237204593855	-0.374656466972165	1.01501306148284	0.987814195068655	2.08149897985047
FAM48A	0.969463553927435	0.396804438532415	0.480533824068685	0.691058668592735	0.975298560128055
FOXD1	0	0.23934437145122	0	0.403008212967221	1.70260826607622
COX4I1	-1.00128139331417	-1.10561276121868	0	-0.39710905246292	-0.31718292624843
AMT	0	0	0	-0.84531955050131	0
DSN1	0.675623190079405	0.688709921917785	1.09880972740554	0.706491623874944	1.59233433043814
GPRC5B	-3.18108338479693	-3.68899615504686	-3.66987800115092	-0.600071080591545	-1.21575734144704
CTAGE1	0	0.653948254618395	0	0	0
DTWD1	0.79914135467355	1.14721757557838	2.68301403642966	0.85767409726004	1.33747302027765
STRN4	-0.968892710343405	-2.04784222700566	-0.606050580365524	0	0.855270155326425
KITLG	0.473737823827061	0.742147274979191	0.34942490647448	0	0
HSD11B1	1.49907011534142	0	-1.20248903068974	0.855392669496659	-0.972304249429051
HDGF	0	-1.70041019037313	-0.6946861050696	0	1.27255326811902
KRT6B	3.80977868783668	0.96933802797826	0	0	0
SUMO4	0.78945683630221	0	0	1.35423929255027	1.96383447336038
