GENE	DRIVER_FREQUENCY	DRIVER_SNV_FREQUENCY	DRIVER_DELTION_FREQUENCY	DRIVER_AMPLIFICATION_FREQUENCY	CANCER_CENSUS	PAN_CANCER	IMPACT	MUTATION_FREQUENCY	SNV_FREQUENCY	DELTION_FREQUENCY	AMPLIFICATION_FREQUENCY
VLDLR	0.006	0.003	0.003	0.000	-	-	2.15055399299674	0.012	0.003	0.009	0.000
SLC26A8	0.012	0.009	0.000	0.003	-	-	2.10811594864268	0.012	0.009	0.000	0.003
PTPN6	0.009	0.003	0.000	0.006	-	-	2.10289380185389	0.009	0.003	0.000	0.006
PPARA	0.009	0.003	0.006	0.000	-	-	2.10103192602935	0.009	0.003	0.006	0.000
KALRN	0.006	0.006	0.000	0.000	-	PC	2.09600040924816	0.012	0.012	0.000	0.000
TUBGCP5	0.006	0.003	0.003	0.000	-	-	2.08479465425116	0.009	0.006	0.003	0.000
CEP250	0.009	0.009	0.000	0.000	-	-	2.07333252965733	0.009	0.009	0.000	0.000
ADCY9	0.006	0.006	0.000	0.000	-	-	2.06882619403779	0.009	0.009	0.000	0.000
PSMD4	0.003	0.003	0.000	0.000	-	-	2.05252505587031	0.003	0.003	0.000	0.000
HLA-DRA	0.003	0.003	0.000	0.000	-	-	2.05219223648579	0.003	0.003	0.000	0.000
DNMT1	0.006	0.003	0.000	0.003	-	-	2.0310797483458	0.006	0.003	0.000	0.003
SGOL2	0.009	0.009	0.000	0.000	-	-	2.01331251210139	0.012	0.012	0.000	0.000
RYR3	0.040	0.037	0.003	0.000	-	-	1.99922255455249	0.052	0.049	0.003	0.000
AKT3	0.006	0.000	0.000	0.006	-	-	1.99481382218032	0.006	0.000	0.000	0.006
APEX2	0.009	0.003	0.003	0.003	-	-	1.98832754074897	0.009	0.003	0.003	0.003
ANAPC1	0.006	0.006	0.000	0.000	-	PC	1.97441951817236	0.006	0.006	0.000	0.000
CTNNB1	0.006	0.006	0.000	0.000	CC	PC	1.9724240871978	0.006	0.006	0.000	0.000
LAMA4	0.006	0.003	0.003	0.000	-	-	1.97151768278291	0.006	0.003	0.003	0.000
PARP1	0.006	0.006	0.000	0.000	-	-	1.9705099919089	0.006	0.006	0.000	0.000
CACNA1E	0.015	0.015	0.000	0.000	-	-	1.97031166253706	0.015	0.015	0.000	0.000
CDH15	0.006	0.006	0.000	0.000	-	-	1.9626219353741	0.006	0.006	0.000	0.000
RFC4	0.006	0.003	0.000	0.003	-	-	1.94278761152702	0.006	0.003	0.000	0.003
CDC27	0.015	0.015	0.000	0.000	-	-	1.89718739796879	0.015	0.015	0.000	0.000
BARD1	0.006	0.006	0.000	0.000	-	PC	1.88168594204581	0.006	0.006	0.000	0.000
TCF12	0.009	0.009	0.000	0.000	CC	PC	1.87356827679502	0.012	0.012	0.000	0.000
PRKCD	0.009	0.009	0.000	0.000	-	PC	1.83482818609667	0.009	0.009	0.000	0.000
SYNJ2	0.006	0.006	0.000	0.000	-	-	1.83273912598705	0.009	0.009	0.000	0.000
FOS	0.003	0.003	0.000	0.000	-	-	1.81328433302349	0.003	0.003	0.000	0.000
CBL	0.006	0.006	0.000	0.000	CC	-	1.79021005606012	0.006	0.006	0.000	0.000
JAK1	0.006	0.006	0.000	0.000	CC	-	1.78683231165823	0.006	0.006	0.000	0.000
TYK2	0.012	0.009	0.000	0.003	-	-	1.77642924752433	0.012	0.009	0.000	0.003
RABIF	0.006	0.000	0.000	0.006	-	-	1.74741132624589	0.006	0.000	0.000	0.006
TFAP2B	0.003	0.003	0.000	0.000	-	-	1.74543448055964	0.006	0.003	0.003	0.000
SGOL1	0.003	0.003	0.000	0.000	-	-	1.74543448055964	0.003	0.003	0.000	0.000
MAPKAPK3	0.003	0.003	0.000	0.000	-	-	1.74543448055964	0.003	0.003	0.000	0.000
HLA-DQB1	0.006	0.000	0.003	0.003	-	-	1.74464845987958	0.006	0.000	0.003	0.003
NUMA1	0.009	0.009	0.000	0.000	CC	PC	1.73798541681779	0.012	0.012	0.000	0.000
COL5A2	0.006	0.006	0.000	0.000	-	-	1.68855347176497	0.006	0.006	0.000	0.000
CTNNA2	0.009	0.009	0.000	0.000	-	-	1.68424656309325	0.009	0.009	0.000	0.000
INSR	0.003	0.003	0.000	0.000	-	-	1.68187288028606	0.006	0.006	0.000	0.000
SRC	0.006	0.006	0.000	0.000	-	-	1.6797562836323	0.006	0.006	0.000	0.000
COL6A1	0.006	0.006	0.000	0.000	-	-	1.66891938407383	0.006	0.006	0.000	0.000
SH3GL3	0.006	0.006	0.000	0.000	-	-	1.66771108467398	0.006	0.006	0.000	0.000
PLCG2	0.009	0.009	0.000	0.000	-	-	1.6590919807929	0.009	0.009	0.000	0.000
TGFBR1	0.006	0.006	0.000	0.000	-	-	1.65812387656207	0.006	0.006	0.000	0.000
LRRC7	0.015	0.012	0.000	0.003	-	-	1.64045083909446	0.015	0.012	0.000	0.003
PCDH11Y	0.186	0.012	0.183	0.000	-	-	1.62419933659588	0.198	0.015	0.192	0.000
B2M	0.003	0.003	0.000	0.000	-	PC	1.5796786817644	0.003	0.003	0.000	0.000
MLL	0.009	0.009	0.000	0.000	CC	PC	1.574658997786	0.009	0.009	0.000	0.000
ERCC6L	0.006	0.006	0.000	0.000	-	-	1.54470351795408	0.006	0.006	0.000	0.000
LUM	0.009	0.009	0.000	0.000	-	PC	1.54349377996631	0.012	0.012	0.000	0.000
HCLS1	0.009	0.009	0.000	0.000	-	-	1.53826767100105	0.009	0.009	0.000	0.000
F9	0.009	0.009	0.000	0.000	-	-	1.52506830455707	0.009	0.009	0.000	0.000
RASGRF1	0.009	0.009	0.000	0.000	-	-	1.50673677521399	0.009	0.009	0.000	0.000
SRI	0.015	0.000	0.000	0.015	-	-	1.49303131917295	0.015	0.000	0.000	0.015
GNG12	0.003	0.000	0.000	0.003	-	-	1.4872588862347	0.003	0.000	0.000	0.003
FGF18	0.006	0.006	0.000	0.000	-	-	1.47376012255177	0.006	0.006	0.000	0.000
CACNA1H	0.027	0.009	0.018	0.000	-	-	1.47103162995435	0.043	0.012	0.030	0.000
RPN1	0.003	0.003	0.000	0.000	CC	-	1.45336157515476	0.003	0.003	0.000	0.000
NBN	0.003	0.003	0.000	0.000	-	-	1.45336157515476	0.003	0.003	0.000	0.000
ADCY8	0.003	0.003	0.000	0.000	-	-	1.43679193115022	0.006	0.006	0.000	0.000
MACF1	0.009	0.009	0.000	0.000	-	-	1.43553806973877	0.024	0.024	0.000	0.000
PCDHAC2	0.101	0.101	0.000	0.000	-	-	1.41327482222004	0.101	0.101	0.000	0.000
RALGDS	0.006	0.006	0.000	0.000	CC	-	1.38337972483692	0.006	0.006	0.000	0.000
CNTNAP1	0.006	0.006	0.000	0.000	-	-	1.38049063488826	0.006	0.006	0.000	0.000
CACNA1I	0.012	0.009	0.003	0.000	-	-	1.36712059465052	0.012	0.009	0.003	0.000
ERBB4	0.003	0.003	0.000	0.000	-	-	1.36207223040925	0.003	0.003	0.000	0.000
RECQL5	0.006	0.006	0.000	0.000	-	-	1.35303586847163	0.012	0.009	0.000	0.003
PRKCG	0.006	0.006	0.000	0.000	-	-	1.32444189914211	0.006	0.006	0.000	0.000
SYT1	0.006	0.003	0.000	0.003	-	-	1.30296801122168	0.006	0.003	0.000	0.003
VAMP1	0.006	0.000	0.000	0.006	-	-	1.27231684721389	0.006	0.000	0.000	0.006
CD1D	0.006	0.003	0.000	0.003	-	-	1.25278263090701	0.012	0.006	0.000	0.006
SCML2	0.006	0.006	0.000	0.000	-	-	1.22266644321792	0.006	0.006	0.000	0.000
MYOG	0.003	0.000	0.000	0.003	-	-	1.21920052567453	0.006	0.000	0.000	0.006
ADCY5	0.006	0.006	0.000	0.000	-	-	1.16459731049413	0.018	0.018	0.000	0.000
NAP1L1	0.003	0.003	0.000	0.000	-	-	1.15923445205443	0.009	0.003	0.000	0.006
RNF8	0.006	0.003	0.000	0.003	-	-	1.14906450146184	0.006	0.003	0.000	0.003
PIM1	0.006	0.003	0.000	0.003	CC	-	1.13007345075625	0.009	0.006	0.000	0.003
KCNB2	0.012	0.012	0.000	0.000	-	-	1.11792001647938	0.015	0.015	0.000	0.000
KCNV2	0.006	0.003	0.003	0.000	-	-	1.11496409857926	0.012	0.003	0.009	0.000
HLA-DOA	0.003	0.003	0.000	0.000	-	-	1.10709645629418	0.003	0.003	0.000	0.000
CACNA1B	0.015	0.015	0.000	0.000	-	-	1.08967865500292	0.015	0.015	0.000	0.000
TJP1	0.009	0.006	0.003	0.000	-	-	1.07866209989564	0.009	0.006	0.003	0.000
CLSPN	0.003	0.003	0.000	0.000	-	-	1.07117593421966	0.003	0.003	0.000	0.000
COL4A3	0.003	0.003	0.000	0.000	-	-	1.06552458649554	0.003	0.003	0.000	0.000
NCAPG	0.006	0.006	0.000	0.000	-	-	1.05726199401389	0.009	0.009	0.000	0.000
PTK2B	0.006	0.006	0.000	0.000	-	-	1.04911014861256	0.006	0.006	0.000	0.000
ROCK2	0.006	0.003	0.000	0.003	-	-	1.04846017239763	0.006	0.003	0.000	0.003
ANK3	0.006	0.003	0.003	0.000	-	-	1.03667893152544	0.012	0.003	0.009	0.000
KCNG1	0.009	0.009	0.000	0.000	-	-	1.03598359491953	0.012	0.012	0.000	0.000
GABRA5	0.009	0.006	0.003	0.000	-	-	1.01536652325226	0.009	0.006	0.003	0.000
ETS2	0.003	0.000	0.003	0.000	-	-	1.00941229216152	0.003	0.000	0.003	0.000
FGF13	0.003	0.003	0.000	0.000	-	-	1.00052760285021	0.003	0.003	0.000	0.000
CBLB	0.003	0.003	0.000	0.000	CC	-	1.00052760285021	0.003	0.003	0.000	0.000
GRK5	0.006	0.000	0.006	0.000	-	-	0.994694226545524	0.018	0.000	0.018	0.000
MELK	0.006	0.003	0.003	0.000	-	-	0.974238399180673	0.006	0.003	0.003	0.000
MAG	0.003	0.003	0.000	0.000	-	-	0.963017860435085	0.009	0.009	0.000	0.000
PPP3CB	0.018	0.003	0.015	0.000	-	-	0.95541754462575	0.024	0.003	0.021	0.000
AHR	0.006	0.006	0.000	0.000	-	-	0.942843262832505	0.021	0.012	0.000	0.009
ITPR1	0.012	0.012	0.000	0.000	-	-	0.938271587590348	0.012	0.012	0.000	0.000
MYF5	0.006	0.006	0.000	0.000	-	-	0.937155845070723	0.006	0.006	0.000	0.000
RPA2	0.006	0.003	0.003	0.000	-	-	0.923539720947173	0.006	0.003	0.003	0.000
NFKBIA	0.003	0.003	0.000	0.000	-	-	0.923224367030787	0.003	0.003	0.000	0.000
PTPRM	0.003	0.003	0.000	0.000	-	-	0.912106339808198	0.009	0.009	0.000	0.000
CACNA1C	0.012	0.012	0.000	0.000	-	-	0.904997105408873	0.015	0.012	0.000	0.003
FLNB	0.006	0.006	0.000	0.000	-	-	0.893814957308205	0.006	0.006	0.000	0.000
ITGB2	0.009	0.009	0.000	0.000	-	-	0.89162112321116	0.012	0.012	0.000	0.000
CNKSR2	0.006	0.006	0.000	0.000	-	-	0.870156714439937	0.006	0.006	0.000	0.000
MCM3	0.006	0.006	0.000	0.000	-	-	0.857060763495439	0.006	0.006	0.000	0.000
TAP1	0.003	0.003	0.000	0.000	-	-	0.846632057751168	0.003	0.003	0.000	0.000
IFNGR1	0.003	0.003	0.000	0.000	-	-	0.846420918085067	0.003	0.003	0.000	0.000
RUVBL2	0.006	0.006	0.000	0.000	-	-	0.845716218125864	0.006	0.006	0.000	0.000
CEBPB	0.003	0.003	0.000	0.000	-	-	0.837634647020003	0.003	0.003	0.000	0.000
PPP1CC	0.003	0.003	0.000	0.000	-	-	0.830217483847003	0.003	0.003	0.000	0.000
CDK5RAP2	0.003	0.003	0.000	0.000	-	-	0.824226738399366	0.006	0.006	0.000	0.000
EPS8	0.003	0.003	0.000	0.000	-	-	0.822384898134768	0.006	0.003	0.003	0.000
CALM1	0.003	0.003	0.000	0.000	-	-	0.820539074963963	0.003	0.003	0.000	0.000
BLM	0.003	0.003	0.000	0.000	CC	PC	0.820539074963963	0.003	0.003	0.000	0.000
IFI16	0.006	0.003	0.000	0.003	-	-	0.806253149085042	0.006	0.003	0.000	0.003
NFATC1	0.003	0.003	0.000	0.000	-	-	0.80601900395922	0.003	0.003	0.000	0.000
RRM2	0.006	0.003	0.000	0.003	-	-	0.801033150038022	0.006	0.003	0.000	0.003
EIF4A1	0.003	0.003	0.000	0.000	-	-	0.801021700818021	0.003	0.003	0.000	0.000
PCDHGC5	0.107	0.107	0.000	0.000	-	-	0.797877027641237	0.110	0.110	0.000	0.000
MCM4	0.006	0.006	0.000	0.000	-	-	0.790203649991808	0.006	0.006	0.000	0.000
NTRK1	0.003	0.003	0.000	0.000	CC	-	0.788284114560271	0.006	0.006	0.000	0.000
PLAT	0.003	0.003	0.000	0.000	-	-	0.785916283235662	0.006	0.006	0.000	0.000
CDC23	0.003	0.003	0.000	0.000	-	-	0.785916283235662	0.003	0.003	0.000	0.000
NKX3-2	0.003	0.003	0.000	0.000	-	-	0.76532910473418	0.006	0.006	0.000	0.000
GRB2	0.003	0.000	0.000	0.003	-	-	0.74548051386314	0.003	0.000	0.000	0.003
HSPA8	0.006	0.006	0.000	0.000	-	PC	0.740344942902824	0.006	0.006	0.000	0.000
SDC2	0.003	0.003	0.000	0.000	-	-	0.729495019739683	0.003	0.003	0.000	0.000
STAT3	0.003	0.003	0.000	0.000	-	PC	0.688952699140979	0.003	0.003	0.000	0.000
MXD1	0.003	0.003	0.000	0.000	-	-	0.688952699140979	0.003	0.003	0.000	0.000
NGF	0.006	0.003	0.003	0.000	-	-	0.686500937468293	0.006	0.003	0.003	0.000
YWHAH	0.003	0.000	0.003	0.000	-	-	0.675502280987418	0.003	0.000	0.003	0.000
PPP2R5D	0.003	0.003	0.000	0.000	-	-	0.663429512772762	0.003	0.003	0.000	0.000
NEFH	0.003	0.003	0.000	0.000	-	-	0.651178731557317	0.006	0.006	0.000	0.000
AKAP6	0.009	0.009	0.000	0.000	-	-	0.629735359329688	0.009	0.009	0.000	0.000
RAN	0.003	0.000	0.003	0.000	-	-	0.589410502247009	0.003	0.000	0.003	0.000
PCM1	0.006	0.003	0.003	0.000	CC	PC	0.579411540053887	0.006	0.003	0.003	0.000
SPN	0.003	0.003	0.000	0.000	-	-	0.578547529639155	0.003	0.003	0.000	0.000
PPP3CC	0.003	0.000	0.003	0.000	-	-	0.568195491163442	0.003	0.000	0.003	0.000
SOS1	0.003	0.003	0.000	0.000	-	PC	0.563308869667549	0.003	0.003	0.000	0.000
LILRB3	0.009	0.009	0.000	0.000	-	-	0.560487655752311	0.012	0.009	0.000	0.003
PLCB1	0.003	0.003	0.000	0.000	-	-	0.535586034608183	0.003	0.003	0.000	0.000
NEK2	0.006	0.003	0.003	0.000	-	-	0.526025050530752	0.006	0.003	0.003	0.000
MAP2K3	0.003	0.003	0.000	0.000	-	-	0.495769164410872	0.003	0.003	0.000	0.000
GNAO1	0.003	0.003	0.000	0.000	-	-	0.495769164410872	0.003	0.003	0.000	0.000
ANAPC7	0.003	0.003	0.000	0.000	-	-	0.486807252122104	0.003	0.003	0.000	0.000
NID1	0.003	0.003	0.000	0.000	-	-	0.424506163012098	0.003	0.003	0.000	0.000
IL7	0.003	0.003	0.000	0.000	-	-	0.408342704003067	0.003	0.003	0.000	0.000
ELAVL2	0.088	0.006	0.082	0.000	-	-	0.352717005688571	0.143	0.006	0.137	0.000
TGFBI	0.003	0.003	0.000	0.000	-	-	0.346729043019915	0.003	0.003	0.000	0.000
GRID2	0.003	0.003	0.000	0.000	-	-	0.308366679323695	0.006	0.006	0.000	0.000
CCL3L1	0.003	0.000	0.003	0.000	-	-	0.302947665132119	0.021	0.000	0.009	0.012
GRIN2C	0.006	0.006	0.000	0.000	-	-	0.299725023429688	0.006	0.006	0.000	0.000
PDGFD	0.006	0.006	0.000	0.000	-	-	0.293622278444193	0.006	0.006	0.000	0.000
DDB1	0.003	0.003	0.000	0.000	-	-	0.279128063336674	0.003	0.003	0.000	0.000
FZD10	0.006	0.003	0.003	0.000	-	-	0.266279013183456	0.012	0.009	0.003	0.000
F10	0.003	0.003	0.000	0.000	-	-	0.243016524004809	0.003	0.003	0.000	0.000
SP1	0.003	0.003	0.000	0.000	-	-	0.233447958140536	0.003	0.003	0.000	0.000
PCDHA9	0.024	0.000	0.021	0.003	-	-	0.226643645479073	0.024	0.000	0.021	0.003
CCNF	0.003	0.000	0.000	0.003	-	-	0.222009201676564	0.003	0.000	0.000	0.003
GABRQ	0.003	0.003	0.000	0.000	-	-	0.221213944544394	0.003	0.003	0.000	0.000
FAT2	0.027	0.027	0.000	0.000	-	-	0.217740852042706	0.027	0.027	0.000	0.000
CDH18	0.021	0.021	0.000	0.000	-	-	0.213803190637393	0.027	0.027	0.000	0.000
PCDH15	0.027	0.009	0.018	0.000	-	-	0.196073625986696	0.027	0.009	0.018	0.000
RAF1	0.003	0.003	0.000	0.000	CC	-	0.186863605561897	0.003	0.003	0.000	0.000
CDH9	0.021	0.021	0.000	0.000	-	-	0.146374590738518	0.021	0.021	0.000	0.000
PCDH19	0.018	0.018	0.000	0.000	-	-	0.136452321345905	0.018	0.018	0.000	0.000
CELSR1	0.015	0.009	0.006	0.000	-	-	0.128104907335057	0.015	0.009	0.006	0.000
SGCB	0.003	0.000	0.000	0.003	-	-	0.121054273488825	0.024	0.000	0.000	0.024
PCDHA8	0.012	0.000	0.003	0.009	-	-	0.116668840380839	0.012	0.000	0.003	0.009
PCDHB7	0.015	0.015	0.000	0.000	-	-	0.114502504073322	0.015	0.015	0.000	0.000
PCDH9	0.015	0.012	0.003	0.000	-	-	0.110115188043529	0.015	0.012	0.003	0.000
DACH1	0.003	0.003	0.000	0.000	-	-	0.109028296462937	0.006	0.003	0.003	0.000
GABBR2	0.003	0.003	0.000	0.000	-	-	0.0996946444066506	0.006	0.006	0.000	0.000
PCDH11X	0.018	0.018	0.000	0.000	-	-	0.0971969267847869	0.024	0.024	0.000	0.000
CD79B	0.003	0.000	0.003	0.000	CC	-	0.0893676537255924	0.006	0.000	0.006	0.000
MAP3K4	0.009	0.006	0.003	0.000	-	PC	0.0867416237970367	0.009	0.006	0.003	0.000
DCHS2	0.015	0.015	0.000	0.000	-	-	0.0832559285274424	0.015	0.015	0.000	0.000
GRASP	0.003	0.000	0.000	0.003	-	-	0.0808343436747348	0.003	0.000	0.000	0.003
HLF	0.003	0.003	0.000	0.000	CC	-	0.078046468454239	0.003	0.003	0.000	0.000
TUBA4B	0.003	0.003	0.000	0.000	-	-	0.0759567675796729	0.003	0.003	0.000	0.000
PCDHB13	0.012	0.012	0.000	0.000	-	-	0.0754418868321966	0.012	0.012	0.000	0.000
PCDH7	0.012	0.012	0.000	0.000	-	-	0.0735478559255257	0.012	0.012	0.000	0.000
CELSR3	0.012	0.012	0.000	0.000	-	-	0.0734906550923651	0.012	0.012	0.000	0.000
PCDHB4	0.006	0.006	0.000	0.000	-	-	0.0658359931620783	0.006	0.006	0.000	0.000
SVEP1	0.012	0.012	0.000	0.000	-	-	0.0610621529512639	0.012	0.012	0.000	0.000
FRYL	0.003	0.003	0.000	0.000	-	-	0.0502104109460637	0.009	0.009	0.000	0.000
PCDHB2	0.003	0.003	0.000	0.000	-	-	0.0449687483828177	0.003	0.003	0.000	0.000
DCHS1	0.006	0.006	0.000	0.000	-	-	0.0433684553349579	0.006	0.006	0.000	0.000
HNRNPH3	0.003	0.003	0.000	0.000	-	-	0.0432615872728244	0.021	0.003	0.018	0.000
PCDHB6	0.006	0.006	0.000	0.000	-	-	0.0414180789723936	0.006	0.006	0.000	0.000
SHANK3	0.006	0.006	0.000	0.000	-	-	0.0413287707215497	0.006	0.006	0.000	0.000
CD97	0.003	0.003	0.000	0.000	-	-	0.0408501143646634	0.003	0.003	0.000	0.000
KCNH1	0.006	0.006	0.000	0.000	-	-	0.0404112554951894	0.012	0.009	0.003	0.000
KLC2	0.003	0.003	0.000	0.000	-	-	0.0403076928188561	0.003	0.003	0.000	0.000
GLI2	0.003	0.003	0.000	0.000	-	-	0.0396995663632436	0.003	0.003	0.000	0.000
KCNB1	0.006	0.006	0.000	0.000	-	-	0.0393887190782194	0.006	0.006	0.000	0.000
RASSF5	0.003	0.003	0.000	0.003	-	-	0.0387850902677543	0.003	0.003	0.000	0.003
RECQL	0.003	0.000	0.000	0.003	-	-	0.0378400161514326	0.009	0.000	0.003	0.006
KCNV1	0.006	0.006	0.000	0.000	-	-	0.0354050084257437	0.009	0.006	0.000	0.003
RBMX	0.003	0.003	0.000	0.000	-	PC	0.0345564962535695	0.009	0.006	0.000	0.003
CSNK1G1	0.003	0.003	0.000	0.000	-	-	0.0343994665302814	0.003	0.003	0.000	0.000
CDH20	0.003	0.000	0.003	0.000	-	-	0.0339507534728473	0.003	0.000	0.003	0.000
EEF1A1	0.009	0.009	0.000	0.000	-	PC	0.0324085027680596	0.012	0.012	0.000	0.000
CDH8	0.006	0.003	0.000	0.003	-	-	0.0318723952472474	0.006	0.003	0.000	0.003
CDH19	0.006	0.006	0.000	0.000	-	-	0.0294282816967108	0.006	0.006	0.000	0.000
KCNS3	0.006	0.003	0.000	0.003	-	-	0.0290097061371262	0.009	0.003	0.000	0.006
NCL	0.003	0.003	0.000	0.000	-	-	0.0283310029627488	0.003	0.003	0.000	0.000
S100A8	0.006	0.003	0.000	0.003	-	-	0.0280614902665331	0.009	0.006	0.000	0.003
RAD21	0.003	0.003	0.000	0.000	-	PC	0.0277844184898399	0.003	0.003	0.000	0.000
LRP8	0.003	0.003	0.000	0.000	-	-	0.0252542314266982	0.003	0.003	0.000	0.000
KCNA4	0.006	0.006	0.000	0.000	-	-	0.0239448394516012	0.006	0.006	0.000	0.000
SLIT3	0.006	0.006	0.000	0.000	-	-	0.0231493421752273	0.030	0.030	0.000	0.000
DLG1	0.003	0.003	0.000	0.000	-	-	0.0230013723197655	0.003	0.003	0.000	0.000
ADCY2	0.006	0.006	0.000	0.000	-	-	0.0217335386993877	0.009	0.009	0.000	0.000
CDH17	0.003	0.000	0.000	0.003	-	-	0.0216220697645636	0.003	0.000	0.000	0.003
CELSR2	0.003	0.003	0.000	0.000	-	-	0.021213328375629	0.003	0.003	0.000	0.000
KIF15	0.003	0.003	0.000	0.000	-	-	0.0209547358848276	0.003	0.003	0.000	0.000
ACVRL1	0.003	0.000	0.000	0.003	-	-	0.0207395954976297	0.006	0.003	0.000	0.003
CDH22	0.003	0.003	0.000	0.000	-	-	0.0203276333285514	0.003	0.003	0.000	0.000
BMPR1B	0.003	0.000	0.000	0.003	-	-	0.0192255419107096	0.003	0.000	0.000	0.003
SSRP1	0.003	0.003	0.000	0.000	-	-	0.019070575313099	0.003	0.003	0.000	0.000
HOXA2	0.003	0.000	0.000	0.003	-	-	0.0189619648716597	0.015	0.003	0.000	0.012
MVP	0.003	0.003	0.000	0.000	-	-	0.0184460642043702	0.009	0.009	0.000	0.000
IL32	0.003	0.003	0.000	0.000	-	-	0.0180972227188872	0.003	0.003	0.000	0.000
XIAP	0.003	0.000	0.003	0.000	-	-	0.0177929603455448	0.003	0.000	0.003	0.000
CEP70	0.006	0.006	0.000	0.000	-	-	0.0176616953220171	0.009	0.006	0.000	0.003
TPX2	0.003	0.003	0.000	0.000	-	-	0.0172664682024348	0.003	0.003	0.000	0.000
SFI1	0.006	0.003	0.003	0.000	-	-	0.0170729467217894	0.012	0.006	0.006	0.000
ELAVL1	0.003	0.003	0.000	0.000	-	-	0.0170294221758824	0.003	0.003	0.000	0.000
CACNA1G	0.003	0.003	0.000	0.000	-	-	0.0163626649866391	0.003	0.003	0.000	0.000
NDN	0.003	0.003	0.000	0.000	-	-	0.0159307131802863	0.006	0.006	0.000	0.000
PIP5K1C	0.003	0.003	0.000	0.000	-	-	0.0158659070271199	0.003	0.003	0.000	0.000
CUGBP2	0.003	0.000	0.000	0.003	-	-	0.0153810581360814	0.012	0.000	0.009	0.003
NXF1	0.003	0.003	0.000	0.000	-	-	0.0153383243310901	0.003	0.003	0.000	0.000
DOCK1	0.003	0.003	0.000	0.000	-	-	0.0130957946423221	0.030	0.012	0.018	0.000
KCNJ4	0.003	0.000	0.003	0.000	-	-	0.0116431382477634	0.003	0.000	0.003	0.000
SRPR	0.003	0.003	0.000	0.000	-	-	0.0116245313477802	0.006	0.006	0.000	0.000
PPP1R1A	0.003	0.000	0.000	0.003	-	-	0.0115446490106251	0.006	0.000	0.000	0.006
PCDH24	0.003	0.000	0.000	0.003	-	-	0.0111746340813755	0.003	0.000	0.000	0.003
DYRK1B	0.003	0.000	0.000	0.003	-	-	0.01114455735289	0.003	0.000	0.000	0.003
NLRP12	0.003	0.003	0.000	0.000	-	-	0.0109346970760495	0.021	0.021	0.000	0.000
PSMA5	0.003	0.003	0.000	0.000	-	-	0.0107573780034037	0.003	0.003	0.000	0.000
FZD4	0.003	0.000	0.000	0.003	-	-	0.0105837499227223	0.003	0.000	0.000	0.003
IKBKE	0.003	0.000	0.000	0.003	-	-	0.0104079306996284	0.003	0.000	0.000	0.003
CIITA	0.003	0.003	0.000	0.000	CC	-	0.0102689101153515	0.006	0.006	0.000	0.000
MYOD1	0.003	0.003	0.000	0.000	-	-	0.00971294157969698	0.003	0.003	0.000	0.000
ADCY6	0.003	0.000	0.000	0.003	-	-	0.00967027162604893	0.015	0.006	0.003	0.006
CTBP1	0.003	0.000	0.003	0.000	-	-	0.00958311472685155	0.006	0.000	0.006	0.000
P2RX2	0.003	0.003	0.000	0.000	-	-	0.00942064529967945	0.003	0.003	0.000	0.000
PPARG	0.003	0.003	0.000	0.000	CC	-	0.00935479696538256	0.003	0.003	0.000	0.000
RBBP4	0.003	0.003	0.000	0.000	-	-	0.00926378805972823	0.003	0.003	0.000	0.000
VASP	0.003	0.003	0.000	0.000	-	-	0.00925381862079537	0.003	0.003	0.000	0.000
KIFC3	0.003	0.003	0.000	0.000	-	PC	0.00922485543701454	0.003	0.003	0.000	0.000
MNDA	0.003	0.003	0.000	0.000	-	-	0.00906015551392357	0.006	0.003	0.000	0.003
ZNF274	0.003	0.003	0.000	0.000	-	-	0.00898352583084805	0.006	0.006	0.000	0.000
PCDHB5	0.003	0.003	0.000	0.000	-	-	0.0089487234144704	0.006	0.006	0.000	0.000
PLCZ1	0.003	0.000	0.000	0.003	-	-	0.00894770270726354	0.009	0.003	0.003	0.003
TLE2	0.003	0.003	0.000	0.000	-	-	0.0087496572168904	0.006	0.006	0.000	0.000
POLA1	0.003	0.003	0.000	0.000	-	-	0.0085885489947279	0.003	0.003	0.000	0.000
MRE11A	0.003	0.003	0.000	0.000	-	-	0.00845442822903814	0.003	0.003	0.000	0.000
FOXO3	0.003	0.000	0.000	0.003	-	-	0.00841708163691668	0.009	0.003	0.003	0.003
GNA15	0.003	0.003	0.000	0.000	-	-	0.00829081750109009	0.003	0.003	0.000	0.000
IL12B	0.003	0.003	0.000	0.000	-	-	0.00792622566434143	0.003	0.003	0.000	0.000
PIK3R5	0.003	0.003	0.000	0.000	-	-	0.00782988617298278	0.003	0.003	0.000	0.000
MYBL1	0.003	0.003	0.000	0.000	-	-	0.00781054144402405	0.003	0.003	0.000	0.000
